REGION,YEAR,WEEK,ILITOTAL,PERCENT POSITIVE,influenza,cases
Indiana,2024,15,1358,3.31,44.9498,174.622155016139
Indiana,2024,16,1174,1.29,15.1446,142.726644012911
Indiana,2024,17,1207,0.36,4.3452,115.050355210329
Indiana,2024,18,1168,0.4,4.672,92.9746841682631
Indiana,2024,19,948,0,0,74.3797473346105
Indiana,2024,20,942,0,0,59.5037978676884
Indiana,2024,21,910,0,0,47.6030382941507
Indiana,2024,22,810,0,0,38.0824306353206
Indiana,2024,23,759,0,0,30.4659445082565
Indiana,2024,24,662,0,0,24.3727556066052
Indiana,2024,25,599,0.99,5.9301,20.6842244852841
Indiana,2024,26,600,0,0,16.5473795882273
Indiana,2024,27,627,0,0,13.2379036705819
Indiana,2024,28,763,0,0,10.5903229364655
Indiana,2024,29,654,0,0,8.47225834917239
Indiana,2024,30,725,0,0,6.77780667933791
Indiana,2024,31,810,0.47,3.807,6.18364534347033
Indiana,2024,32,867,0.48,4.1616,5.77923627477626
Indiana,2024,33,1123,0.4,4.492,5.52178901982101
Indiana,2024,34,1397,0.37,5.1689,5.45121121585681
Indiana,2024,35,1343,0,0,4.36096897268545
Indiana,2024,36,1353,0,0,3.48877517814836
Indiana,2024,37,1339,0.36,4.8204,3.75510014251869
Indiana,2024,38,1392,0,0,3.00408011401495
Indiana,2024,39,1425,0,0,2.40326409121196
