cases
0
0
0
0
0.82908
1.727724
1.3821792
1.75842336
1.953818688
4.40615495
8.04664396
15.92191517
28.13393213
37.50166571
43.67525257
50.35200205
54.84744164
50.73715331
47.19104265
43.15667412
39.5930193
32.91473544
28.71674835
24.26539868
20.68293894
17.98317116
14.68605692
11.74884554
9.784076431
10.47426115
9.120288916
7.640211133
7.283128906
5.959703125
4.7677625
3.88505
3.10804
2.729192
2.1833536
1.74668288
1.397346304
1.117877043
0.894301635
0.715441308
0.732193046
0.666694437
0.53335555
0.42668444
0.341347552
0.273078041
0.305502433
0.315161946
0.252129557
0.349143646
0.385514917
0.772511933
0.882009547
1.084807637
3.41764611
9.598116888
16.64213351
39.41514681
79.59847745
117.250782
130.7264656
121.7856325
107.337446
91.78915677
78.14812542
64.19250033
53.72392027
45.38033621
38.46234897
31.87201918
28.49481534
27.30635227
26.82360182
24.62180145
21.41094116
18.58531293
17.11357034
14.29385628
13.10500502
10.87824402
8.702595213
7.065436171
5.863468936
4.690775149
3.752620119
3.002096095
2.529676876
2.112281501
1.689825201
1.351860161
1.135568129
1.013174503
0.810539602
0.648431682
0.518745345
0.414996276
1.395137021
1.116109617
0.892887693
0.714310155
0.571448124
0.457158499
0.694366799
0.555493439
0.444394752
0.355515801
0.284412641
0.227530113
0.18202409
0.356839272
0.285471418
0.228377134
0.182701707
0.146161366
0.300229093
0.240183274
0.334946619
1.220597295
2.135557836
3.313966269
6.054293015
10.64717441
17.64813953
24.18615162
23.7868613
22.24710904
20.09448723
17.74814979
15.60953983
13.80733186
11.56792549
9.500820392
7.790736314
6.357389051
5.085911241
4.068728993
3.254983194
2.603986555
2.127709244
1.702167395
1.361733916
1.089387133
0.871509706
0.789927765
0.631942212
0.50555377
0.404443016
0.323554413
0.44498353
0.400786824
0.388829459
0.355063567
0.284050854
0.333640683
0.380312547
0.304250037
0.30926003
0.247408024
0.344646419
0.321077135
0.256861708
0.205489367
0.247271493
0.479697195
0.518997756
0.930158205
1.528046564
1.889517251
3.794733801
7.221327041
17.62964163
29.25071331
45.36933064
56.42496452
57.17987161
60.14865729
61.48254583
60.44179667
54.06271733
46.52617387
39.36333909
32.90331127
26.64472902
21.64638322
17.48804657
14.08515726
11.26812581
9.036460645
7.238768516
5.805574813
4.64445985
3.72520788
2.980166304
2.423733043
1.938986435
1.629969148
1.397815318
1.118252255
0.953601804
0.762881443
0.695665154
0.647672123
0.616837699
0.616350159
0.493080127
0.595744102
0.570995281
0.456796225
0.47883698
0.768669584
0.677935667
1.030708534
1.035946827
2.089357462
3.492665969
5.429292775
11.46663422
18.88936738
26.3052939
41.51707512
55.6783801
71.70046408
80.21929126
85.18811301
89.94481041
80.85756833
73.53485466
63.32116373
53.43239098
48.41927279
42.66953823
35.62639058
31.58331247
26.75314997
22.11441998
18.17253598
14.65430879
11.89918703
9.519349623
7.615479699
6.281463759
5.049831007
4.039864806
3.274131845
2.619305476
2.095444381
1.741155504
1.392924404
1.114339523
0.891471618
0.713177295
0.570541836
0.456433469
0.425626775
0.34050142
0.272401136
0.298160909
0.334728727
0.332742982
0.266194385
0.276655508
0.295244407
0.307295525
0.51313642
0.664309136
0.929487309
1.225509847
1.822807878
3.016566302
4.647173042
5.207338433
6.178990747
8.019572597
8.898578078
11.72236246
15.52644997
22.64607998
29.85502398
40.57399918
47.28919935
53.85215948
53.22086758
48.70941407
41.38803125
35.013865
29.722032
24.3805056
20.13064448
16.46331558
13.17065247
10.58212197
8.465697579
6.772558064
5.418046451
4.334437161
3.467549729
2.774039783
2.219231826
1.775385461
1.420308369
1.136246695
0.908997356
0.727197885
0.581758308
0.465406646
0.372325317
0.353620254
0.282896203
0.226316962
0.23745357
0.261462856
0.209170285
0.261676228
0.279840982
0.643712786
1.129050229
1.451480183
1.976544146
2.488015317
3.843152254
7.201501803
11.96366144
12.89636915
13.87233532
15.04526826
20.15743461
27.30796769
39.86817415
50.42893932
59.46665145
62.55508116
63.58486493
56.30875194
47.23820156
37.88488124
30.324225
24.25938
19.410624
15.5358192
12.43185536
9.945484287
7.956387429
6.365109943
5.092087955
4.073670364
3.305016291
2.714853033
2.211402426
1.769121941
1.428257553
1.142606042
0.914084834
0.731267867
0.585014294
0.468011435
0.374409148
0.299527318
0.239621855
0.191697484
0.153357987
0.12268639
0.098149112
0.470199289
0.376159431
0.300927545
