Day,Beta
1663,0.796078421
1664,0.793416739
1665,0.790856242
1666,0.78840179
1667,0.786058202
1668,0.783830591
1669,0.781723164
1670,0.779739797
1671,0.777883507
1672,0.776156418
1673,0.774559855
1674,0.773094133
1675,0.771758445
1676,0.770551331
1677,0.769470431
1678,0.768513076
1679,0.767675862
1680,0.766954921
1681,0.766346559
1682,0.765846401
1683,0.765450493
1684,0.765154645
1685,0.764954738
1686,0.764846593
1687,0.764826566
1688,0.764890827
1689,0.765035935
1690,0.765258446
1691,0.765554935
1692,0.765922703
1693,0.76635851
1694,0.766859874
1695,0.767423868
1696,0.768047825
1697,0.768729538
1698,0.769466393
1699,0.770256147
1700,0.771096282
1701,0.77198451
1702,0.772918426
1703,0.773895554
1704,0.774913028
1705,0.775968499
1706,0.777058646
1707,0.77818045
1708,0.779330522
1709,0.780504689
1710,0.781698853
1711,0.782908663
1712,0.784128673
1713,0.785353601
1714,0.786577486
1715,0.787793651
1716,0.788995303
1717,0.790175132
1718,0.79132548
1719,0.792438291
1720,0.79350549
1721,0.794519208
1722,0.795470878
1723,0.796352759
1724,0.797157273
1725,0.797877125
1726,0.798505776
1727,0.799037449
1728,0.799466878
1729,0.799789943
1730,0.800003827
1731,0.800105982
1732,0.800095625
1733,0.799972832
1734,0.799738921
1735,0.799396396
1736,0.798948668
1737,0.798400924
1738,0.797758743
1739,0.797028743
1740,0.796219498
1741,0.795339674
1742,0.794399492
1743,0.793409586
1744,0.79238192
1745,0.791328833
1746,0.790263794
1747,0.789200395
1748,0.788152777
1749,0.787135579
1750,0.786163397
1751,0.785250731
1752,0.784412101
1753,0.783661187
1754,0.783011496
1755,0.782475144
1756,0.782063767
1757,0.781787336
1758,0.781654626
1759,0.781673245
1760,0.781848706
1761,0.782185264
1762,0.782685615
1763,0.783350326
1764,0.784178972
1765,0.785169519
1766,0.786318138
1767,0.787620224
1768,0.789069481
1769,0.790658876
1770,0.792380609
1771,0.79422579
1772,0.796184793
1773,0.798247762
1774,0.800404295
1775,0.802643567
1776,0.80495473
1777,0.80732657
1778,0.809748136
1779,0.812208571
1780,0.81469696
1781,0.817203254
1782,0.819717444
1783,0.822230399
1784,0.824733958
1785,0.827220835
1786,0.829684421
1787,0.832120046
1788,0.834523872
1789,0.836894073
1790,0.839230128
1791,0.84153337
1792,0.843807049
1793,0.846055925
1794,0.848287359
1795,0.850509822
1796,0.852733828
1797,0.85497161
1798,0.857236691
1799,0.859543934
1800,0.861908659
1801,0.864347331
1802,0.866876006
1803,0.869510449
1804,0.872265987
1805,0.875156417
1806,0.878194451
1807,0.881390765
1808,0.884754747
1809,0.888293497
1810,0.892011978
1811,0.895913795
1812,0.900000453
1813,0.904272392
1814,0.908728495
1815,0.913367011
1816,0.918185107
1817,0.923179917
1818,0.928348385
1819,0.933687173
1820,0.939193472
1821,0.944864519
1822,0.950698286
1823,0.956693202
1824,0.962848008
1825,0.969161935
1826,0.975634731
1827,0.982266434
1828,0.98905734
1829,0.996007606
1830,1.003117777
1831,1.010387495
1832,1.017816268
1833,1.025403
1834,1.033146203
1835,1.041042626
1836,1.049088612
1837,1.05727914
1838,1.06560789
1839,1.074066937
1840,1.082647502
1841,1.091339052
1842,1.100130022
1843,1.109007657
1844,1.117958501
1845,1.126967773
1846,1.136020601
1847,1.145101473
1848,1.154195234
1849,1.163286537
1850,1.17236048
1851,1.181403279
1852,1.190401226
1853,1.199341878
1854,1.208213717
1855,1.217006207
1856,1.225710049
1857,1.234316692
1858,1.242818296
1859,1.251207888
1860,1.259478867
1861,1.2676256
1862,1.275641575
1863,1.283521459
1864,1.29125914
1865,1.29884845
1866,1.306282923
1867,1.313555285
1868,1.320657879
1869,1.327582762
1870,1.334321052
1871,1.34086363
1872,1.347200468
1873,1.353321642
1874,1.35921669
1875,1.36487487
1876,1.370285541
1877,1.375438333
1878,1.380322635
1879,1.384928569
1880,1.389246747
1881,1.393267825
1882,1.396983713
1883,1.400386974
1884,1.403470919
1885,1.406229511
1886,1.408657521
1887,1.410751194
1888,1.412507311
1889,1.413923576
1890,1.414998755
1891,1.415732235
1892,1.416124865
1893,1.416178048
1894,1.415893808
1895,1.415275291
1896,1.414326787
1897,1.413052917
1898,1.411459416
1899,1.409553021
1900,1.407340616
1901,1.404830292
1902,1.402031541
1903,1.398953542
1904,1.395607397
1905,1.392003849
1906,1.388155222
1907,1.38407445
1908,1.379774645
1909,1.375270218
1910,1.370575875
1911,1.365706533
1912,1.360677749
1913,1.355505392
1914,1.350205764
1915,1.344794855
1916,1.339289024
1917,1.333704248
1918,1.328056619
1919,1.322361678
1920,1.316634879
1921,1.310891002
1922,1.305144936
1923,1.299410224
1924,1.293700203
1925,1.288027525
1926,1.282404155
1927,1.276840687
1928,1.271348178
1929,1.265935153
1930,1.26061064
1931,1.255381405
1932,1.250254303
1933,1.245233908
1934,1.240324974
1935,1.235530645
1936,1.230852515
1937,1.226291567
1938,1.22184822
1939,1.217521444
1940,1.213309452
1941,1.20920971
1942,1.205218911
1943,1.201333463
1944,1.197548836
1945,1.193860367
1946,1.190262541
1947,1.186750025
1948,1.183316782
1949,1.179956615
1950,1.176663369
1951,1.173430294
1952,1.170250565
1953,1.167117178
1954,1.164023012
1955,1.160960749
1956,1.157922566
1957,1.154900685
1958,1.151887238
1959,1.148874387
1960,1.145853207
1961,1.142815471
1962,1.139752671
1963,1.136655748
1964,1.133516043
1965,1.13032496
1966,1.127073467
1967,1.123752907
1968,1.120354801
1969,1.116870165
1970,1.113291219
1971,1.109609827
1972,1.10581781
1973,1.10190782
1974,1.097872302
1975,1.093704745
1976,1.089398041
1977,1.084946185
1978,1.080343328
1979,1.075583935
1980,1.070663184
1981,1.065576673
1982,1.060320973
1983,1.054893374
1984,1.049291693
1985,1.043515183
1986,1.037564307
1987,1.031440452
1988,1.025146902
1989,1.0186885
1990,1.012071595
1991,1.005304493
1992,0.998397559
1993,0.991362683
1994,0.984213732
1995,0.976966433
1996,0.969637714
1997,0.962246597
1998,0.954812624
1999,0.947356284
2000,0.939898871
2001,0.932461515
2002,0.925065078
2003,0.917730041
2004,0.910475977
2005,0.903321013
2006,0.896282122
2007,0.889373824
2008,0.882609874
2009,0.876001157
2010,0.869557254
2011,0.863285787
2012,0.857192323
2013,0.851281427
2014,0.845555738
2015,0.840017475
2016,0.834667109
2017,0.829505034
2018,0.824531056
2019,0.819744095
2020,0.815143093
2021,0.810726896
2022,0.806494191
2023,0.802443177
2024,0.79857225
2025,0.794879273
2026,0.791362152
2027,0.788018219
2028,0.784844793
2029,0.781838916
2030,0.778997198
2031,0.776315965
2032,0.77379138
2033,0.771419518
2034,0.769196317
2035,0.767117441
2036,0.765178636
2037,0.76337564
2038,0.761704363
2039,0.760160401
2040,0.758739792
2041,0.757438488
2042,0.756252415
2043,0.755177848
2044,0.754210614
2045,0.753347464
2046,0.752584212
2047,0.751917288
2048,0.751342624
2049,0.750856586
2050,0.75045523
2051,0.750134483
2052,0.749889947
2053,0.749717519
2054,0.749612443
2055,0.749570124
2056,0.749585465
2057,0.749653354
2058,0.749768235
2059,0.749924257
2060,0.750115871
2061,0.750336453
2062,0.750579678
2063,0.750839129
2064,0.751107842
2065,0.751378991
2066,0.751645342
2067,0.751900449
2068,0.752136774
2069,0.752347864
2070,0.752527088
2071,0.752667941
2072,0.752764635
2073,0.752811365
2074,0.752803341
2075,0.752735935
2076,0.75260552
2077,0.752408721
2078,0.752143316
2079,0.751807466
2080,0.75140053
2081,0.750922292
2082,0.750373818
2083,0.7497565
2084,0.749072745
2085,0.748326004
2086,0.747520022
2087,0.746659629
2088,0.745749742
2089,0.74479679
2090,0.743807152
2091,0.742787838
2092,0.741746217
2093,0.74069044
2094,0.739628404
2095,0.738568731
2096,0.737519778
2097,0.736490324
2098,0.73548919
2099,0.734524712
2100,0.73360537
2101,0.732739657
2102,0.731935255
2103,0.73119992
2104,0.730540641
2105,0.729964115
2106,0.729476534
2107,0.729083426
2108,0.728789665
2109,0.728599809
2110,0.728516944
2111,0.728544526
2112,0.728684552
2113,0.728938535
2114,0.729307413
2115,0.729791328
2116,0.730389819
2117,0.731101781
2118,0.731925383
2119,0.732858568
2120,0.733898029
2121,0.735040851
2122,0.736282945
2123,0.737620018
2124,0.739047378
2125,0.740559816
2126,0.742151991
2127,0.743817978
2128,0.745551743
2129,0.747347012
2130,0.749197386
2131,0.751096278
2132,0.753037028
2133,0.755012982
2134,0.757017605
2135,0.759044625
2136,0.761087961
2137,0.763142087
2138,0.765201755
2139,0.767262392
2140,0.769320033
2141,0.771371543
2142,0.773414299
2143,0.775446557
2144,0.777467616
2145,0.779477395
2146,0.781476848
2147,0.783467472
2148,0.785452142
2149,0.78743428
2150,0.789418288
2151,0.791409425
2152,0.793414243
2153,0.795439601
2154,0.79749389
2155,0.799585886
2156,0.801725283
2157,0.803922534
2158,0.806188442
2159,0.808534123
2160,0.810970716
2161,0.813509442
2162,0.816160806
2163,0.81893485
2164,0.821840547
2165,0.824885935
2166,0.828077719
2167,0.831421152
2168,0.834920213
2169,0.838577345
2170,0.842393614
2171,0.846368991
2172,0.850501753
2173,0.854790121
2174,0.859230384
2175,0.863819055
2176,0.868551761
2177,0.873424113
2178,0.878431574
2179,0.883569628
2180,0.888834171
2181,0.894221112
2182,0.899727054
2183,0.905349255
2184,0.911085315
