Day,beta
1664,0.776313207
1665,0.774391928
1666,0.77253734
1667,0.770750631
1668,0.769032841
1669,0.767385028
1670,0.765807824
1671,0.764301755
1672,0.762867126
1673,0.761503794
1674,0.760211582
1675,0.758989838
1676,0.757837707
1677,0.756754241
1678,0.75573796
1679,0.75478731
1680,0.753900609
1681,0.753075914
1682,0.752311121
1683,0.751604102
1684,0.750952271
1685,0.750353412
1686,0.749804784
1687,0.749303877
1688,0.748847821
1689,0.748433931
1690,0.748059435
1691,0.747721553
1692,0.747417412
1693,0.747144309
1694,0.746899404
1695,0.74668014
1696,0.746483819
1697,0.746307926
1698,0.746150196
1699,0.746008141
1700,0.745879753
1701,0.745763031
1702,0.745656133
1703,0.745557324
1704,0.745465013
1705,0.745377812
1706,0.745294641
1707,0.745214262
1708,0.745135529
1709,0.74505781
1710,0.744980281
1711,0.744902145
1712,0.744822865
1713,0.744741895
1714,0.744658866
1715,0.744573398
1716,0.744485059
1717,0.744393918
1718,0.744299677
1719,0.744202451
1720,0.744102245
1721,0.743999644
1722,0.743895048
1723,0.743789261
1724,0.743683241
1725,0.743578347
1726,0.743476066
1727,0.743378504
1728,0.743287628
1729,0.743205997
1730,0.743136574
1731,0.743082214
1732,0.743046365
1733,0.743032352
1734,0.743044002
1735,0.743085
1736,0.74315911
1737,0.743270018
1738,0.743421479
1739,0.743616939
1740,0.743859784
1741,0.744153082
1742,0.74449971
1743,0.744901885
1744,0.745361957
1745,0.745881644
1746,0.746462302
1747,0.7471051
1748,0.747810857
1749,0.748580093
1750,0.749413111
1751,0.750310323
1752,0.751271719
1753,0.752297445
1754,0.753387673
1755,0.754542535
1756,0.755762355
1757,0.757047355
1758,0.758397953
1759,0.759814734
1760,0.761298022
1761,0.762848399
1762,0.764466199
1763,0.766151461
1764,0.767904661
1765,0.769725317
1766,0.771613202
1767,0.773567498
1768,0.775587689
1769,0.777672285
1770,0.779820171
1771,0.782029672
1772,0.784299341
1773,0.786627303
1774,0.789012074
1775,0.791451936
1776,0.793945356
1777,0.796490881
1778,0.799087351
1779,0.801733803
1780,0.804429471
1781,0.807173707
1782,0.809966196
1783,0.812806763
1784,0.8156956
1785,0.818632874
1786,0.821619175
1787,0.824655067
1788,0.827741417
1789,0.830879119
1790,0.834069236
1791,0.837313164
1792,0.840612086
1793,0.843967611
1794,0.847381429
1795,0.850855117
1796,0.854390654
1797,0.85798975
1798,0.861654596
1799,0.86538706
1800,0.869189138
1801,0.873063012
1802,0.877010627
1803,0.881033876
1804,0.88513487
1805,0.88931547
1806,0.893577467
1807,0.897922846
1808,0.902353325
1809,0.906870685
1810,0.911476753
1811,0.916173512
1812,0.920962583
1813,0.925846057
1814,0.930825927
1815,0.935904248
1816,0.941083155
1817,0.946364939
1818,0.951752142
1819,0.957247003
1820,0.962852099
1821,0.968569956
1822,0.974403224
1823,0.980354434
1824,0.986426185
1825,0.992620988
1826,0.998941405
1827,1.005389658
1828,1.011968071
1829,1.018678709
1830,1.025523608
1831,1.032504526
1832,1.039623228
1833,1.046880977
1834,1.054279187
1835,1.06181899
1836,1.069501162
1837,1.077326384
1838,1.085295341
1839,1.093408129
1840,1.101665085
1841,1.110066197
1842,1.118610967
1843,1.127299179
1844,1.136130105
1845,1.145102783
1846,1.154216138
1847,1.163468664
1848,1.172858683
1849,1.182383906
1850,1.192041841
1851,1.201829444
1852,1.211742845
1853,1.221777797
1854,1.231929216
1855,1.242191055
1856,1.252556367
1857,1.263017232
1858,1.273564371
1859,1.284187089
1860,1.294873227
1861,1.305609259
1862,1.316379796
1863,1.327167836
1864,1.337954359
1865,1.348718882
1866,1.359438734
1867,1.370089683
1868,1.38064598
1869,1.391080065
1870,1.401363286
1871,1.41146571
1872,1.42135722
1873,1.431006594
1874,1.440382632
1875,1.449454578
1876,1.458192381
1877,1.466566194
1878,1.474548242
1879,1.482111736
1880,1.489231912
1881,1.495886012
1882,1.502053564
1883,1.507716146
1884,1.512858217
1885,1.517466296
1886,1.521530043
1887,1.525041201
1888,1.527994481
1889,1.53038686
1890,1.532218055
1891,1.533490105
1892,1.534207658
1893,1.534377499
1894,1.534008698
1895,1.533112613
1896,1.531702453
1897,1.529793761
1898,1.527403658
1899,1.524550611
1900,1.521255276
1901,1.517539014
1902,1.513424581
1903,1.508935452
1904,1.504096129
1905,1.498930964
1906,1.493464763
1907,1.487722007
1908,1.481727112
1909,1.475503434
1910,1.469073859
1911,1.462459976
1912,1.455682104
1913,1.448759339
1914,1.441709388
1915,1.434548215
1916,1.427290299
1917,1.419948762
1918,1.412535115
1919,1.405059251
1920,1.397530079
1921,1.389954968
1922,1.382340507
1923,1.374692007
1924,1.367014224
1925,1.359311104
1926,1.351586168
1927,1.343842127
1928,1.336082003
1929,1.32830803
1930,1.320522796
1931,1.312728438
1932,1.304927403
1933,1.297122153
1934,1.289315321
1935,1.281509378
1936,1.273707379
1937,1.265912251
1938,1.25812705
1939,1.250355168
1940,1.242599726
1941,1.234864246
1942,1.227152109
1943,1.219466968
1944,1.211812019
1945,1.20419072
1946,1.196606192
1947,1.189061772
1948,1.181560213
1949,1.174104506
1950,1.16669734
1951,1.159340978
1952,1.152037686
1953,1.144789555
1954,1.137598233
1955,1.130465139
1956,1.123391856
1957,1.11637912
1958,1.1094282
1959,1.102539789
1960,1.095714612
1961,1.088952812
1962,1.082255212
1963,1.075621838
1964,1.069053303
1965,1.062549748
1966,1.056111634
1967,1.049739334
1968,1.04343307
1969,1.037193347
1970,1.031020549
1971,1.024915208
1972,1.018877588
1973,1.012908399
1974,1.007007772
1975,1.001176254
1976,0.995414078
1977,0.989721233
1978,0.984098115
1979,0.978544544
1980,0.97306025
1981,0.967645185
1982,0.962298946
1983,0.957021242
1984,0.951811303
1985,0.946668831
1986,0.941593089
1987,0.936583676
1988,0.931639926
1989,0.926761459
1990,0.92194801
1991,0.917199341
1992,0.912515326
1993,0.907896047
1994,0.903341781
1995,0.898852923
1996,0.894429944
1997,0.89007344
1998,0.885784203
1999,0.881563051
2000,0.87741065
2001,0.873327727
2002,0.869315099
2003,0.865373292
2004,0.861502696
2005,0.857703686
2006,0.853976553
2007,0.850321098
2008,0.846737222
2009,0.843224634
2010,0.839783002
2011,0.836412061
2012,0.833111324
2013,0.8298804
2014,0.826719073
2015,0.823627342
2016,0.820604872
2017,0.817652112
2018,0.814769111
2019,0.811956444
2020,0.809214375
2021,0.806543513
2022,0.803944631
2023,0.801418093
2024,0.798964663
2025,0.796584785
2026,0.794278746
2027,0.792046785
2028,0.789889141
2029,0.787805438
2030,0.785795645
2031,0.783859226
2032,0.781995464
2033,0.780203635
2034,0.778482713
2035,0.776831497
2036,0.775248717
2037,0.773732928
2038,0.772282487
2039,0.770895741
2040,0.769570833
2041,0.768305898
2042,0.767098931
2043,0.765947705
2044,0.764850232
2045,0.763804186
2046,0.762807169
2047,0.761856935
2048,0.760951129
2049,0.760087328
2050,0.759262963
2051,0.75847577
2052,0.757723321
2053,0.75700315
2054,0.756313015
2055,0.755650596
2056,0.755013553
2057,0.754399771
2058,0.753807285
2059,0.753233985
2060,0.752678145
2061,0.752137748
2062,0.751611384
2063,0.751097224
2064,0.750594242
2065,0.750100732
2066,0.749615848
2067,0.74913842
2068,0.74866756
2069,0.748202611
2070,0.747742978
2071,0.747288287
2072,0.746838245
2073,0.746392944
2074,0.745952335
2075,0.745516891
2076,0.745087071
2077,0.744663683
2078,0.74424768
2079,0.74384018
2080,0.743442611
2081,0.743056509
2082,0.742683747
2083,0.742326227
2084,0.74198615
2085,0.741665791
2086,0.741367508
2087,0.741093977
2088,0.740847756
2089,0.740631358
2090,0.74044757
2091,0.740298835
2092,0.74018784
2093,0.740116732
2094,0.740087926
2095,0.740103369
2096,0.740164881
2097,0.740273882
2098,0.740431677
2099,0.740639193
2100,0.740897027
2101,0.7412056
2102,0.74156481
2103,0.741974598
2104,0.74243461
2105,0.742944094
2106,0.743502416
2107,0.744108742
2108,0.74476222
2109,0.745462011
2110,0.746207356
2111,0.746997313
2112,0.747831334
2113,0.748708898
2114,0.749629292
2115,0.750592362
2116,0.751597686
2117,0.75264494
2118,0.753734025
2119,0.754864817
2120,0.756037149
2121,0.757251078
2122,0.758506412
2123,0.759803306
2124,0.76114169
2125,0.762521679
2126,0.76394338
2127,0.76540688
2128,0.766912466
2129,0.768460328
2130,0.770050715
2131,0.771684034
2132,0.773360615
2133,0.775080838
2134,0.776845092
2135,0.778653768
2136,0.780507147
2137,0.782405637
2138,0.784349485
2139,0.786338611
2140,0.788373476
2141,0.790453922
2142,0.792579786
2143,0.794751043
2144,0.796967403
2145,0.799228468
2146,0.801533997
2147,0.803883699
2148,0.806277058
2149,0.808713712
2150,0.81119339
2151,0.813716005
2152,0.816281199
2153,0.818889098
2154,0.82153964
2155,0.824233234
2156,0.826970073
2157,0.829750728
2158,0.832575717
2159,0.835445913
2160,0.838362168
2161,0.841325446
2162,0.844336781
2163,0.847397447
2164,0.850508755
2165,0.853672028
2166,0.856888652
2167,0.860160367
2168,0.863488745
2169,0.866875589
2170,0.870322753
2171,0.87383228
2172,0.877406348
2173,0.881047227
2174,0.884757242
2175,0.8885392
2176,0.892395594
2177,0.896329273
2178,0.900343342
2179,0.904440777
2180,0.908624768
2181,0.91289854
2182,0.917265366
2183,0.921728454
2184,0.926291233
