Day,Beta_EnsMean
1660,0.733298674
1661,0.733704105
1662,0.734154671
1663,0.734643064
1664,0.735161759
1665,0.735703386
1666,0.736260734
1667,0.736826971
1668,0.7373951
1669,0.73795899
1670,0.738512322
1671,0.739049353
1672,0.739564866
1673,0.740053751
1674,0.740511507
1675,0.740934074
1676,0.74131798
1677,0.741660073
1678,0.741957903
1679,0.742209375
1680,0.742413059
1681,0.742568307
1682,0.74267485
1683,0.742733113
1684,0.742744192
1685,0.742709666
1686,0.742631905
1687,0.742513753
1688,0.742358655
1689,0.742170386
1690,0.741953589
1691,0.741712831
1692,0.741453156
1693,0.741179906
1694,0.740898326
1695,0.740613967
1696,0.740332149
1697,0.740058154
1698,0.739797004
1699,0.73955334
1700,0.739331901
1701,0.739136472
1702,0.738970704
1703,0.738837801
1704,0.738740087
1705,0.738679968
1706,0.738658875
1707,0.738678008
1708,0.738737702
1709,0.73883792
1710,0.738978297
1711,0.739157729
1712,0.73937469
1713,0.73962722
1714,0.739913017
1715,0.740229122
1716,0.740572549
1717,0.740939513
1718,0.741326183
1719,0.741728082
1720,0.742140859
1721,0.742559522
1722,0.742978916
1723,0.74339363
1724,0.743798427
1725,0.744187444
1726,0.744555034
1727,0.744895421
1728,0.745202959
1729,0.745471992
1730,0.745697401
1731,0.745873846
1732,0.745996818
1733,0.74606207
1734,0.746065982
1735,0.746005461
1736,0.74587822
1737,0.745682828
1738,0.745418474
1739,0.745085642
1740,0.744685225
1741,0.744219579
1742,0.743691728
1743,0.743105516
1744,0.742466107
1745,0.741778992
1746,0.741050608
1747,0.74028825
1748,0.739499241
1749,0.738691851
1750,0.737874396
1751,0.737055615
1752,0.736243784
1753,0.735447668
1754,0.734675549
1755,0.733935595
1756,0.733235516
1757,0.73258277
1758,0.731983975
1759,0.731445752
1760,0.73097343
1761,0.73057273
1762,0.730247959
1763,0.730003357
1764,0.729842626
1765,0.729768805
1766,0.729784571
1767,0.729892313
1768,0.73009406
1769,0.730391406
1770,0.730785914
1771,0.731278799
1772,0.731871009
1773,0.732563458
1774,0.733356893
1775,0.734251887
1776,0.735248812
1777,0.736347891
1778,0.737549089
1779,0.738852113
1780,0.740256727
1781,0.74176161
1782,0.743365847
1783,0.745068029
1784,0.746866293
1785,0.748758294
1786,0.750741698
1787,0.75281354
1788,0.754970834
1789,0.757210612
1790,0.759529211
1791,0.761923857
1792,0.764391311
1793,0.766928993
1794,0.7695347
1795,0.772206716
1796,0.774943896
1797,0.777745873
1798,0.780613288
1799,0.783547223
1800,0.786549777
1801,0.789623685
1802,0.792772539
1803,0.796000563
1804,0.799312428
1805,0.802713804
1806,0.806210496
1807,0.809808969
1808,0.813516036
1809,0.817339174
1810,0.821286276
1811,0.825365722
1812,0.82958629
1813,0.833957508
1814,0.838489048
1815,0.843191341
1816,0.848075226
1817,0.853151724
1818,0.858432576
1819,0.863929555
1820,0.869654834
1821,0.875620067
1822,0.881837636
1823,0.888319023
1824,0.895075679
1825,0.902118362
1826,0.909456901
1827,0.91709999
1828,0.92505578
1829,0.933330186
1830,0.941927738
1831,0.950850807
1832,0.960100234
1833,0.969673954
1834,0.979567997
1835,0.989775985
1836,1.000288911
1837,1.011095524
1838,1.022182226
1839,1.033533819
1840,1.045132801
1841,1.056960106
1842,1.068995714
1843,1.081217654
1844,1.093604267
1845,1.106131941
1846,1.118777268
1847,1.131516933
1848,1.144326791
1849,1.157183245
1850,1.170063332
1851,1.182944983
1852,1.195806399
1853,1.208627909
1854,1.221391141
1855,1.234079599
1856,1.24667874
1857,1.259176075
1858,1.271561123
1859,1.28382609
1860,1.295963362
1861,1.307968654
1862,1.319837093
1863,1.331565574
1864,1.343150973
1865,1.35458979
1866,1.365877867
1867,1.37701045
1868,1.387981132
1869,1.398782372
1870,1.409404919
1871,1.419838518
1872,1.430071279
1873,1.440089479
1874,1.449879691
1875,1.459427416
1876,1.468717769
1877,1.477736041
1878,1.486468151
1879,1.49490054
1880,1.503020957
1881,1.510818273
1882,1.518282637
1883,1.525406182
1884,1.532182857
1885,1.538607731
1886,1.544678435
1887,1.550394267
1888,1.555756718
1889,1.560767934
1890,1.565433711
1891,1.569759756
1892,1.573754624
1893,1.577427417
1894,1.580789179
1895,1.583851576
1896,1.586627334
1897,1.58912985
1898,1.591373146
1899,1.59337078
1900,1.595137119
1901,1.596685484
1902,1.598029166
1903,1.599180639
1904,1.600151479
1905,1.600952402
1906,1.601592705
1907,1.60208112
1908,1.602424845
1909,1.60262984
1910,1.602701098
1911,1.602643147
1912,1.602458298
1913,1.602149323
1914,1.60171771
1915,1.60116443
1916,1.600490004
1917,1.599694282
1918,1.598776832
1919,1.597737595
1920,1.596574858
1921,1.595287934
1922,1.593874767
1923,1.592333153
1924,1.590660214
1925,1.588852704
1926,1.586906612
1927,1.584816888
1928,1.582577974
1929,1.580182806
1930,1.577624112
1931,1.574893355
1932,1.571981207
1933,1.568877131
1934,1.565570578
1935,1.562049747
1936,1.55830282
1937,1.554317087
1938,1.550080076
1939,1.545579284
1940,1.540801689
1941,1.535735071
1942,1.530367091
1943,1.524686456
1944,1.518681958
1945,1.512343228
1946,1.505660936
1947,1.4986258
1948,1.491230235
1949,1.483467385
1950,1.475331664
1951,1.466818362
1952,1.457923472
1953,1.4486451
1954,1.438981846
1955,1.428934529
1956,1.418504283
1957,1.407694146
1958,1.396509558
1959,1.384955987
1960,1.37304239
1961,1.360778391
1962,1.348176137
1963,1.335249439
1964,1.322014794
1965,1.308490381
1966,1.294697389
1967,1.280658826
1968,1.26639995
1969,1.251948252
1970,1.237333551
1971,1.222587243
1972,1.20774208
1973,1.192832544
1974,1.177894115
1975,1.162962437
1976,1.148073062
1977,1.133260906
1978,1.118561238
1979,1.104006484
1980,1.089628376
1981,1.075456068
1982,1.061516799
1983,1.047835037
1984,1.034432873
1985,1.021329463
1986,1.00854186
1987,0.996084027
1988,0.98396787
1989,0.972203307
1990,0.960797861
1991,0.949757762
1992,0.939087301
1993,0.92878978
1994,0.918866433
1995,0.90931844
1996,0.900144711
1997,0.891344242
1998,0.882914513
1999,0.874851964
2000,0.867152199
2001,0.859809719
2002,0.85281834
2003,0.846170492
2004,0.839858033
2005,0.833871551
2006,0.828201368
2007,0.82283622
2008,0.817764752
2009,0.812974878
2010,0.808453538
2011,0.804187767
2012,0.800164096
2013,0.796368934
2014,0.792788193
2015,0.789408691
2016,0.786216184
2017,0.783197835
2018,0.78034015
2019,0.777630799
2020,0.775057591
2021,0.772608884
2022,0.770273954
2023,0.768042468
2024,0.765904754
2025,0.763852246
2026,0.761876903
2027,0.759971254
2028,0.758128874
2029,0.756343938
2030,0.754611455
2031,0.752927013
2032,0.751286797
2033,0.749687858
2034,0.748127669
2035,0.746604286
2036,0.745116398
2037,0.743663073
2038,0.742243946
2039,0.740859099
2040,0.739508934
2041,0.738194197
2042,0.736915909
2043,0.735675596
2044,0.734474808
2045,0.733315155
2046,0.732198521
2047,0.731126897
2048,0.730102047
2049,0.729125835
2050,0.728199989
2051,0.727326311
2052,0.72650595
2053,0.725740097
2054,0.725029811
2055,0.724375695
2056,0.723778158
2057,0.723237261
2058,0.72275281
2059,0.72232426
2060,0.721950889
2061,0.721631639
2062,0.721365154
2063,0.721149787
2064,0.720983729
2065,0.720864922
2066,0.720790766
2067,0.720758878
2068,0.720766187
2069,0.720809676
2070,0.720886044
2071,0.720991559
2072,0.721122414
2073,0.721274786
2074,0.721444324
2075,0.721626677
2076,0.721817449
2077,0.722011872
2078,0.722205259
2079,0.722392961
2080,0.72257027
2081,0.722732522
2082,0.722875327
2083,0.722994275
2084,0.72308515
2085,0.723144427
2086,0.723168485
2087,0.723154329
2088,0.723099172
2089,0.723001175
2090,0.7228586
2091,0.722670346
2092,0.722435936
2093,0.722155467
2094,0.721829347
2095,0.721458763
2096,0.721045412
2097,0.720591426
2098,0.720099166
2099,0.719571866
2100,0.719012454
2101,0.718424864
2102,0.717812702
2103,0.717180088
2104,0.71653112
2105,0.715869926
2106,0.715200931
2107,0.71452827
2108,0.713856183
2109,0.713188626
2110,0.712529659
2111,0.711883135
2112,0.7112526
2113,0.710641742
2114,0.710053571
2115,0.709491543
2116,0.708958149
2117,0.708456501
2118,0.707988977
2119,0.70755817
2120,0.707165964
2121,0.70681452
2122,0.706505753
2123,0.706241436
2124,0.70602306
2125,0.705852024
2126,0.705729842
2127,0.705657482
2128,0.705636151
2129,0.705666572
2130,0.705749623
2131,0.705885977
2132,0.706075996
2133,0.706319906
2134,0.706618018
2135,0.706970192
2136,0.707376271
2137,0.707835801
2138,0.708348118
2139,0.708912745
2140,0.7095287
2141,0.710194871
2142,0.710910574
2143,0.711674616
2144,0.712486058
2145,0.713343859
2146,0.714247495
2147,0.715196453
2148,0.716190256
2149,0.717229061
2150,0.718313076
2151,0.719442695
2152,0.720618822
2153,0.721842408
2154,0.723114692
2155,0.724436924
2156,0.725810349
2157,0.727236532
2158,0.728716545
2159,0.730251864
2160,0.731843546
2161,0.733492687
2162,0.735200129
2163,0.736966886
2164,0.738793977
2165,0.740682147
2166,0.74263256
2167,0.74464646
2168,0.746725567
2169,0.748871394
2170,0.751086429
2171,0.753373392
2172,0.755735427
2173,0.758176632
2174,0.760701478
2175,0.763314918
2176,0.766022854
2177,0.768831685
2178,0.771748513
2179,0.774781011
2180,0.777937464
2181,0.78122656
2182,0.784657769
2183,0.788240805
2184,0.791985713
