日期,26日平均气温
2016-03-15,11.16
2016-03-16,10.29625
2016-03-17,9.985
2016-03-18,9.44625
2016-03-19,8.49625
2016-03-20,7.485
2016-03-21,6.69125
2016-03-22,6.58875
2016-03-23,6.165
2016-03-24,5.30625
2016-03-25,4.5675
2016-03-26,4.98625
2016-03-27,5.51625
2016-03-28,6.03875
2016-03-29,6.6925
2016-03-30,6.785
2016-03-31,6.97875
2016-04-01,7.37
2016-04-02,7.64
2016-04-03,8.0175
2016-04-04,8.415
2016-04-05,8.295
2016-04-06,8.28625
2016-04-07,7.56625
2016-04-08,6.8
2016-04-09,6.21125
2016-04-10,6.9375
2016-04-11,6.615
2016-04-12,6.0775
2016-04-13,6.72875
2016-04-14,7.19125
2016-04-15,8.24375
2016-04-16,9.86625
2016-04-17,12.0175
2016-04-18,12.99375
2016-04-19,13.92875
2016-04-20,15.0725
2016-04-21,15.45
2016-04-22,15.4475
2016-04-23,15.365
2016-04-24,15.42625
2016-04-25,15.525
2016-04-26,15.3
2016-04-27,14.91625
2016-04-28,14.45125
2016-04-29,13.92375
2016-04-30,13.42875
2016-05-01,12.70625
2016-05-02,11.695
2016-05-03,10.8225
2016-05-04,10.51625
2016-05-05,10.63
2016-05-06,11.56
2016-05-07,12.785
2016-05-08,13.56
2016-05-09,14.4875
2016-05-10,15.30875
2016-05-11,15.86375
2016-05-12,16.06875
2016-05-13,16.0775
2016-05-14,14.9075
2016-05-15,13.77875
2016-05-16,13.40125
2016-05-17,12.915
2016-05-18,12.40625
2016-05-19,12.13875
2016-05-20,12.11625
2016-05-21,12.48875
2016-05-22,13.75375
2016-05-23,15.06875
2016-05-24,16.15625
2016-05-25,17.31875
2016-05-26,18.46
2016-05-27,19.245
2016-05-28,19.90125
2016-05-29,20.4775
2016-05-30,20.92875
2016-05-31,21.01125
2016-06-01,20.82625
2016-06-02,20.5475
2016-06-03,20.52
2016-06-04,20.49375
2016-06-05,20.4625
2016-06-06,20.55
2016-06-07,20.02125
2016-06-08,19.79375
2016-06-09,20.42125
2016-06-10,21.45625
2016-06-11,22.14625
2016-06-12,22.9025
2016-06-13,23.625
2016-06-14,24.235
2016-06-15,25.33
2016-06-16,26.04875
2016-06-17,26.09375
2016-06-18,25.85625
2016-06-19,25.70125
2016-06-20,25.7675
2016-06-21,25.50875
2016-06-22,25.5875
2016-06-23,25.33
2016-06-24,25.04125
2016-06-25,25.3425
2016-06-26,25.46125
2016-06-27,25.3275
2016-06-28,24.7075
