number,,,temp,,,hum,,,temp,
,,time,Max,Avg,Min,Max,Avg,Min,Avg,
2121,,21,76,71.8,68,90,79.2,64,22.11111111,2019
2122,,22,78,71.3,63,84,61.1,39,21.83333333,2019
2123,,23,81,71,59,81,58.4,36,21.66666667,2019
2124,,24,81,72.6,61,90,63.5,44,22.55555556,2019
2125,,25,79,72.5,63,87,69.4,48,22.5,2019
2126,,26,88,78.1,70,84,60.7,42,25.61111111,2019
2127,,27,90,78.8,72,84,63.2,43,26,2019
2128,,28,85,76.2,70,93,75.8,57,24.55555556,2019
2129,,29,84,74.2,67,93,69.6,40,23.44444444,2019
2130,,30,79,70.5,62,81,61.5,39,21.38888889,2019
2131,,31,74,67.7,64,90,77.3,61,19.83333333,2019
2132,8,1,81,71.4,59,93,72,54,21.88888889,2019
2133,,2,81,73.7,63,90,62.9,47,23.16666667,2019
2134,,3,84,76.7,68,73,59.7,46,24.83333333,2019
2135,,4,85,76.9,68,84,64.3,48,24.94444444,2019
2136,,5,88,78.4,68,84,67.5,49,25.77777778,2019
2137,,6,86,76.2,67,93,64.5,41,24.55555556,2019
2138,,7,88,77.4,66,84,66.2,45,25.22222222,2019
2139,,8,85,75.8,69,90,63,50,24.33333333,2019
2140,,9,85,74.2,61,81,55.7,32,23.44444444,2019
2141,,10,88,78.4,69,81,66.2,55,25.77777778,2019
2142,,11,83,77.3,73,91,82.7,65,25.16666667,2019
2143,,12,84,75.7,71,94,83,67,24.27777778,2019
2144,,13,87,76.1,70,97,75.9,41,24.5,2019
2145,,14,76,69.4,62,87,70.6,59,20.77777778,2019
2146,,15,77,68.5,60,97,79.8,58,20.27777778,2019
2147,,16,81,73.3,66,90,69.2,42,22.94444444,2019
2148,,17,85,75.2,68,87,70.7,49,24,2019
2149,,18,83,71.3,64,96,82.1,58,21.83333333,2019
2150,,19,82,75,66,87,70.5,60,23.88888889,2019
2151,,20,88,76,68,93,81.8,61,24.44444444,2019
2152,,21,77,72.5,65,97,87.3,73,22.5,2019
2153,,22,79,70.3,61,93,66.8,46,21.27777778,2019
2154,,23,78,69.7,61,87,67.3,48,20.94444444,2019
2155,,24,74,67.8,61,81,64.3,48,19.88888889,2019
2156,,25,70,66.9,62,84,77,73,19.38888889,2019
2157,,26,76,67.3,63,97,84.6,68,19.61111111,
2158,,27,78,67.8,58,93,62,35,19.88888889,
2159,,28,80,67.9,55,77,57.7,33,19.94444444,
2160,,29,87,73.4,65,94,68,43,23,
2161,,30,75,67.6,63,72,59.4,43,19.77777778,
2162,,31,66,63.3,59,87,74.5,61,17.38888889,
2163,9,1,78,68.4,59,93,77.8,60,20.22222222,
2164,,2,82,73.9,65,93,77.5,62,23.27777778,
2165,,3,85,76.4,63,87,68,47,24.66666667,
2166,,4,75,65.8,56,87,64.3,44,18.77777778,
2167,,5,85,71.6,58,93,75.2,57,22,
2168,,6,81,70.3,63,93,69.5,44,21.27777778,
2169,,7,78,67.3,61,90,77.3,50,19.61111111,
2170,,8,70,65.7,63,93,84.8,73,18.72222222,
2171,,9,87,70.5,65,100,88.4,57,21.38888889,
2172,,10,83,72.6,64,97,83,62,22.55555556,
2173,,11,87,77.4,72,91,78.7,61,25.22222222,
2174,,12,86,75,65,93,79.6,59,23.88888889,
2175,,13,74,64.2,58,87,69.4,45,17.88888889,
2176,,14,80,68.7,57,93,77.3,58,20.38888889,
2177,,15,88,78.5,71,91,73.4,49,25.83333333,
2178,,16,87,78.6,70,93,76.1,55,25.88888889,
2179,,17,89,79.2,71,93,74.9,51,26.22222222,
2180,,18,88,78.5,72,91,74.8,55,25.83333333,
2181,,19,80,73.5,69,90,83.3,69,23.05555556,
2182,,20,89,78.3,70,93,70.2,43,25.72222222,
2183,,21,75,73.4,71,93,86.4,79,23,
2184,,22,69,64.3,56,97,90.7,80,17.94444444,
2185,,23,78,65.7,54,97,77.5,52,18.72222222,
2186,,24,84,71.5,59,93,77.8,56,21.94444444,
2187,,25,74,65.5,59,97,64.5,35,18.61111111,
2188,,26,72,62.3,50,86,58.8,37,16.83333333,
2189,,27,73,67.2,58,93,79.6,63,19.55555556,
2190,,28,71,61.4,52,96,77.2,57,16.33333333,
2191,,29,71,62.2,57,100,93,81,16.77777778,
2192,,30,87,78.1,69,93,74.5,57,25.61111111,
2193,10,1,83,73.1,65,97,87.6,67,22.83333333,
2194,,2,61,57.9,54,100,93.4,86,14.38888889,
2195,,3,56,51.1,46,89,74,60,10.61111111,
2196,,4,58,50.3,41,89,71.8,56,10.16666667,
2197,,5,69,56.7,49,94,82.3,56,13.72222222,
2198,,6,61,52.9,45,86,69.5,52,11.61111111,
2199,,7,71,55.9,43,82,58.8,28,13.27777778,
2200,,8,69,57,46,77,61,39,13.88888889,
2201,,9,64,57.3,51,93,73.9,54,14.05555556,
2202,,10,65,55.8,40,100,91.8,83,13.22222222,
2203,,11,40,37.4,31,86,67.8,51,3,
2204,,12,56,41.7,30,79,57.3,29,5.388888889,
2205,,13,55,42.7,32,85,65.5,42,5.944444444,
2206,,14,62,48.1,33,89,64.9,38,8.944444444,
2207,,15,59,50.1,45,89,63.7,41,10.05555556,
2208,,16,48,44,38,86,69.7,58,6.666666667,
2209,,17,63,49.4,35,92,69.2,45,9.666666667,
2210,,18,72,58.1,46,83,59,35,14.5,
2211,,19,64,54.3,48,97,79.3,54,12.38888889,
2212,,20,64,53.5,43,89,71.6,35,11.94444444,
2213,,21,54,49.7,45,97,84.5,71,9.833333333,
2214,,22,53,45.7,39,79,60.3,35,7.611111111,
2215,,23,58,44.4,37,86,76.2,51,6.888888889,
2216,,24,49,40.8,36,89,66.5,43,4.888888889,
2217,,25,52,40.6,29,92,64.3,38,4.777777778,
2218,,26,52,41.4,32,82,69.4,54,5.222222222,
2219,,27,48,42.1,36,89,74.1,60,5.611111111,
2220,,28,42,35.5,30,93,69,37,1.944444444,
2221,,29,41,33.7,26,96,71.5,47,0.944444444,
2222,,30,34,31.1,28,88,71.2,52,-0.5,
2223,,31,41,31.3,24,89,60.9,32,-0.388888889,
2224,11,1,42,36.4,27,93,80.4,59,2.444444444,
2225,,2,48,38.4,31,85,66.3,44,3.555555556,
2226,,3,52,43.1,34,79,62.8,43,6.166666667,
2227,,4,48,39.3,34,92,71.9,42,4.055555556,
2228,,5,40,35.5,27,89,65.2,47,1.944444444,
2229,,6,48,35.1,24,88,71.7,56,1.722222222,
2230,,7,29,23.3,16,68,54.5,38,-4.833333333,
2231,,8,39,28.9,19,74,59.1,39,-1.722222222,
2232,,9,58,44.1,31,70,55.5,39,6.722222222,
2233,,10,41,34.9,27,86,72.2,62,1.611111111,
2234,,11,27,18.4,7,89,73.2,56,-7.555555556,
2235,,12,19,11,1,83,66.6,52,-11.66666667,
2236,,13,32,27.2,18,85,69.8,59,-2.666666667,
2237,,14,31,26.5,23,85,72.9,63,-3.055555556,
2238,,15,55,36.9,23,75,62.3,40,2.722222222,
2239,,16,52,40.9,32,77,54.9,33,4.944444444,
2240,,17,45,40.5,37,93,83.2,73,4.722222222,
2241,,18,48,39.5,30,97,85.6,66,4.166666667,
2242,,19,55,45.1,37,93,73.9,43,7.277777778,
2243,,20,60,50.9,41,93,66.7,44,10.5,
2244,,21,56,40.4,28,93,82.1,75,4.666666667,
2245,,22,33,26.6,22,84,74.3,56,-3,
2246,,23,47,34.7,24,88,73.7,48,1.5,
2247,,24,56,42,31,85,65.8,37,5.555555556,
2248,,25,52,43.5,38,79,62.1,40,6.388888889,
2249,,26,39,37.3,32,97,86,70,2.944444444,
2250,,27,37,32.6,28,97,78,65,0.333333333,
2251,,28,33,30.1,28,93,79.8,72,-1.055555556,
2252,,29,36,33.5,31,96,92.1,89,0.833333333,
2253,,30,47,40.2,35,97,90.1,76,4.555555556,
2254,12,1,35,31.9,27,96,86.7,78,-0.055555556,
2255,,2,33,26.5,18,81,71.7,59,-3.055555556,
2256,,3,50,39.2,32,79,64.5,50,4,
2257,,4,52,39.7,32,85,68,41,4.277777778,
2258,,5,57,40.6,29,92,72.6,45,4.777777778,
2259,,6,33,28.6,22,85,75.1,64,-1.888888889,
2260,,7,46,34.8,24,84,66.1,40,1.555555556,
2261,,8,46,40.7,37,83,70.3,55,4.833333333,
2262,,9,42,24.6,12,89,77.3,65,-4.111111111,
2263,,10,20,15.7,10,81,72.8,62,-9.055555556,
2264,,11,24,21.2,16,78,66.7,51,-6,
2265,,12,47,32.1,21,85,72,58,0.055555556,
2266,,13,31,24.8,18,88,82.4,75,-4,
2267,,14,28,21.6,12,92,74.1,60,-5.777777778,
2268,,15,19,15.6,9,84,77.3,62,-9.111111111,
2269,,16,26,20.2,16,92,81.6,69,-6.555555556,
2270,,17,36,25.3,18,92,82.1,59,-3.722222222,
2271,,18,32,20.9,11,85,68.5,50,-6.166666667,
2272,,19,49,33.4,21,89,66.7,37,0.777777778,
2273,,20,46,36.8,28,85,61.1,42,2.666666667,
2274,,21,52,35.8,24,91,72.8,38,2.111111111,
2275,,22,55,41,31,89,67,35,5,
2276,,23,52,41,31,92,72.6,53,5,
2277,,24,53,43.3,35,86,70.4,50,6.277777778,
2278,,25,60,48.3,35,89,66.9,46,9.055555556,
2279,,26,38,33.2,31,96,83.3,68,0.666666667,
2280,,27,42,33.5,25,85,70,53,0.833333333,
2281,,28,51,42.1,35,100,91.8,70,5.611111111,
2282,,29,52,40.1,28,96,82.3,72,4.5,
,,30,28,25.4,24,85,78.9,71,,
,,31,34,28.8,23,81,75,66,,
,2020,1,49,36.3,22,85,67.3,48,,
,,2,48,37.8,31,89,78.8,61,,
,,3,37,32.3,30,92,84.3,70,,
,,4,32,27.5,23,92,81.3,66,,
,,5,45,37.7,29,,,,,
,,6,43,31.7,22,,,,,
,,7,44,32,24,,,,,
,,8,28,21.9,14,,,,,
,,9,58,42.6,30,,,,,
,,10,30,23.1,17,,,,,
,,11,20,15.4,11,,,,,
,,12,27,23.3,17,,,,,
,,13,33,29.4,27,,,,,
,,14,34,29.1,21,,,,,
,,15,27,22,5,,,,,
,,16,11,4.6,-2,,,,,
,,17,30,21.1,8,,,,,
,,18,32,14.7,0,,,,,
,,19,5,1.7,-3,,,,,
,,20,12,3.5,-3,,,,,
,,21,25,9.8,-3,,,,,
,,22,33,31.2,27,,,,,
,,23,34,32.6,32,,,,,
,,24,32,30.4,29,,,,,
,,25,32,27,18,,,,,
,,26,31,27.8,23,,,,,
,,27,31,27.7,25,,,,,
,,28,25,22.9,20,,,,,
,,29,26,21,18,,,,,
,,30,31,26.4,22,,,,,
,,31,36,32.5,29,,,,,
,,1,41,36.1,32,,,,,
,,2,53,42.6,35,,,,,
,,3,36,32.3,29,,,,,
,,4,28,24.3,21,,,,,
,,5,28,22.7,18,,,,,
,,6,32,23.1,12,,,,,
,,7,26,23.3,20,,,,,
,,8,29,20.9,13,,,,,
,,9,41,31.1,20,,,,,
,,10,36,25,15,,,,,
,,11,35,28.7,22,,,,,
,,12,35,25.3,2,,,,,
,,13,4,-2.8,-10,,,,,
,,14,20,9,-4,,,,,
,,15,42,30.5,17,,,,,
,,16,46,35.2,24,,,,,
,,17,42,35,28,,,,,
,,18,35,28.6,22,,,,,
,,19,20,16.7,12,,,,,
,,20,23,13.6,3,,,,,
,,21,44,30.2,15,,,,,
,,22,53,39.8,28,,,,,
,,23,63,44.2,29,,,,,
,,24,44,36.3,32,,,,,
,,25,39,34.1,31,,,,,
,,26,36,28.6,25,,,,,
,,27,38,29.6,22,,,,,
,,28,36,31.1,23,,,,,
,,29,53,36.3,19,,,,,
,,1,59,47.7,35,,,,,
,,2,42,35,31,,,,,
,,3,54,44.6,35,,,,,
,,4,56,44.2,32,,,,,
,,5,49,42.6,34,,,,,
,,6,48,37.1,26,,,,,
,,7,66,50,34,,,,,
,,8,72,59,47,,,,,
,,9,59,40.5,31,,,,,
,,10,51,37.8,27,,,,,
,,11,58,46,40,,,,,
,,12,62,50.5,36,,,,,
,,13,48,40.2,29,,,,,
,,14,40,32.8,30,,,,,
,,15,42,35,30,,,,,
,,16,45,38,32,,,,,
,,17,49,41.4,30,,,,,
,,18,49,44.7,41,,,,,
,,19,64,49.1,37,,,,,
,,20,37,30.5,23,,,,,
,,21,43,35.4,29,,,,,
,,22,37,33.3,32,,,,,
,,23,46,40,34,,,,,
,,24,51,43.2,40,,,,,
,,25,58,48.8,41,,,,,
,,26,58,49.3,44,,,,,
,,27,49,46.9,44,,,,,
,,28,68,50.3,40,,,,,
,,29,56,46.6,38,,,,,
,,30,64,49.6,33,,,,,
,,31,62,50,40,,,,,
,,1,65,51.1,38,,,,,
,,2,61,52.9,39,,,,,
,,3,37,30.9,28,,,,,
,,4,49,35.7,26,,,,,
,,5,61,48.8,34,,,,,
,,6,65,56.3,45,,,,,
,,7,82,66.8,57,,,,,
,,8,70,57.2,43,,,,,
,,9,51,40.5,30,,,,,
,,10,52,41.4,25,,,,,
,,11,61,50,42,,,,,
,,12,48,38.9,28,,,,,
,,13,42,31.3,24,,,,,
,,14,43,32.1,24,,,,,
,,15,41,29.6,23,,,,,
,,16,39,33,30,,,,,
,,17,48,36.5,31,,,,,
,,18,65,50.3,35,,,,,
,,19,61,52.8,44,,,,,
,,20,66,54.5,42,,,,,
,,21,63,51.3,38,,,,,
,,22,78,65.5,53,,,,,
,,23,74,59.6,50,,,,,
,,24,62,55.4,50,,,,,
,,25,67,56.5,47,,,,,
,,26,70,59.1,49,,,,,
,,27,78,66,53,,,,,
,,28,72,61,53,,,,,
,,29,64,54.6,48,,,,,
,,30,73,59.3,45,,,,,
,,1,79,65.4,51,,,,,
,,2,72,64.6,58,,,,,
,,3,77,63.4,51,,,,,
,,4,61,52.9,48,,,,,
,,5,50,46.8,45,,,,,
,,6,60,50.1,43,,,,,
,,7,63,53.1,43,,,,,
,,8,57,48.8,41,,,,,
,,9,66,51.4,36,,,,,
,,10,52,46.5,41,,,,,
,,11,58,49.8,43,,,,,
,,12,61,52.4,44,,,,,
,,13,56,51.5,45,,,,,
,,14,64,60.5,54,,,,,
,,15,75,62.8,54,,,,,
,,16,75,66.7,54,,,,,
,,17,64,57.4,53,,,,,
,,18,59,54.8,51,,,,,
,,19,63,56.6,52,,,,,
,,20,62,58.6,57,,,,,
,,21,61,59,56,,,,,
,,22,71,64.5,57,,,,,
,,23,76,66,61,,,,,
,,24,81,68.8,64,,,,,
,,25,81,69.8,65,,,,,
,,26,78,69.3,63,,,,,
,,27,78,69.9,64,,,,,
,,28,77,69.9,60,,,,,
,,29,72,64,54,,,,,
,,30,73,65,53,,,,,
,,31,72,65.3,59,,,,,
,,1,86,75.2,64,,,,,
,,2,91,80.1,68,,,,,
,,3,88,78.4,70,,,,,
,,4,88,79.1,71,,,,,
,,5,89,75.8,64,,,,,
,,6,86,78.6,71,,,,,
,,7,90,80.3,70,,,,,
,,8,90,81.3,73,,,,,
,,9,76,71.4,67,,,,,
,,10,74,63.3,57,,,,,
,,11,84,71.8,55,,,,,
,,12,86,74.7,60,,,,,
,,13,79,70.9,63,,,,,
,,14,81,70.3,59,,,,,
,,15,86,75.5,65,,,,,
,,16,85,75.5,66,,,,,
,,17,85,74.9,63,,,,,
,,18,86,77.2,68,,,,,
,,19,78,72.2,70,,,,,
,,20,82,73.5,67,,,,,
,,21,89,78,67,,,,,
,,22,76,68.6,62,,,,,
,,23,76,67.9,61,,,,,
,,24,81,70.9,58,,,,,
,,25,85,75.7,62,,,,,
,,26,85,77.4,70,,,,,
,,27,85,76.7,70,,,,,
,,28,85,76.3,69,,,,,
,,29,86,80.3,74,,,,,
,,30,83,77.2,73,,,,,
,,1,82,75,70,,,,,
,,2,87,76.8,68,,,,,
,,3,88,80.3,72,,,,,
,,4,90,81.3,71,,,,,
,,5,90,80.6,70,,,,,
,,6,90,81.9,71,,,,,
,,7,91,82.4,74,,,,,
,,8,94,84.3,74,,,,,
,,9,83,76.1,68,,,,,
,,10,90,79.1,64,,,,,
,,11,90,78.2,67,,,,,
,,12,85,75.8,65,,,,,
,,13,87,78,67,,,,,
,,14,88,77.8,69,,,,,
,,15,79,68.9,64,,,,,
,,16,83,70.4,60,,,,,
,,17,90,81.3,70,,,,,
,,18,92,83.4,76,,,,,
,,19,87,80.5,75,,,,,
,,20,79,73.4,69,,,,,
,,21,82,73.4,66,,,,,
,,22,84,75,66,,,,,
,,23,86,77,67,,,,,
,,24,92,81.2,70,,,,,
,,25,92,82.9,74,,,,,
,,26,89,77,73,,,,,
,,27,86,76.4,70,,,,,
,,28,87,77.5,65,,,,,
,,29,88,78.2,70,,,,,
,,30,86,77.4,71,,,,,
,,31,81,74.3,67,,,,,
,,1,83,73.2,62,,,,,
,,2,81,72.7,64,,,,,
,,3,76,66.6,58,,,,,
,,4,75,65.7,56,,,,,
,,5,75,66.8,56,,,,,
,,6,74,69.2,65,,,,,
,,7,86,75.9,65,,,,,
,,8,89,79.7,69,,,,,
,,9,93,79.6,74,,,,,
,,10,81,72,63,,,,,
,,11,83,72.2,60,,,,,
,,12,86,77.2,68,,,,,
,,13,88,80,73,,,,,
,,14,88,79.2,71,,,,,
,,15,82,73.6,65,,,,,
,,16,88,75,63,,,,,
,,17,82,72.4,65,,,,,
,,18,80,70,57,,,,,
,,19,82,70.9,59,,,,,
,,20,83,71.4,60,,,,,
,,21,88,74.7,60,,,,,
,,22,89,77.3,67,,,,,
,,23,95,82,70,,,,,
,,24,95,82.8,72,,,,,
,,25,94,81.4,70,,,,,
,,26,95,82,71,,,,,
,,27,94,82,72,,,,,
,,28,96,82,70,,,,,
,,29,79,71.4,63,,,,,
,,30,81,69.7,58,,,,,
,,31,78,68.4,63,,,,,
,,1,70,65.1,61,,,,,
,,2,89,74.6,60,,,,,
,,3,80,71.3,57,,,,,
,,4,83,68.8,51,,,,,
,,5,87,74.9,59,,,,,
,,6,93,82.5,72,,,,,
,,7,76,65.5,51,,,,,
,,8,53,49.4,46,,,,,
,,9,51,48.8,46,,,,,
,,10,54,51.6,48,,,,,
,,11,60,56.8,53,,,,,
,,12,70,61,56,,,,,
,,13,77,60.2,50,,,,,
,,14,78,66.3,55,,,,,
,,15,82,68.2,57,,,,,
,,16,81,68.1,58,,,,,
,,17,71,60.6,52,,,,,
,,18,69,58.5,49,,,,,
,,19,69,58.7,49,,,,,
,,20,73,61.1,50,,,,,
,,21,78,64.4,51,,,,,
,,22,80,66,54,,,,,
,,23,79,67.2,57,,,,,
,,24,82,69.8,60,,,,,
,,25,86,72.7,62,,,,,
,,26,86,74.5,65,,,,,
,,27,70,57.6,51,,,,,
,,28,61,54.2,49,,,,,
,,29,65,56.3,47,,,,,
,,30,70,60.6,52,,,,,
,,1,58,52.4,44,,,,,
,,2,57,47.5,36,,,,,
,,3,52,47.7,45,,,,,
,,4,57,44.7,37,,,,,
,,5,71,56.4,43,,,,,
,,6,80,65.2,49,,,,,
,,7,82,67.6,55,,,,,
,,8,76,63.9,51,,,,,
,,9,86,72,59,,,,,
,,10,79,68.4,60,,,,,
,,11,82,69.6,58,,,,,
,,12,67,57.4,48,,,,,
,,13,66,57.4,48,,,,,
,,14,74,61.5,49,,,,,
,,15,55,45.7,37,,,,,
,,16,53,45.5,36,,,,,
,,17,67,56.4,46,,,,,
,,18,42,36.4,33,,,,,
,,19,35,32.6,30,,,,,
,,20,43,38,32,,,,,
,,21,50,43.7,37,,,,,
,,22,52,44.9,37,,,,,
,,23,40,36.3,31,,,,,
,,24,38,33.1,25,,,,,
,,25,36,32.3,28,,,,,
,,26,32,27,24,,,,,
,,27,39,31,25,,,,,
,,28,53,40.4,26,,,,,
,,29,42,37.5,32,,,,,
,,30,51,40.3,29,,,,,
,,31,66,51.5,38,,,,,
,,1,45,37,29,,,,,
,,2,62,44.5,25,,,,,
,,3,77,56.5,38,,,,,
,,4,72,57.5,46,,,,,
,,5,71,56.5,46,,,,,
,,6,74,58.7,44,,,,,
,,7,72,61.6,53,,,,,
,,8,40,35.7,30,,,,,
,,9,52,37.1,25,,,,,
,,10,53,36.5,24,,,,,
,,11,43,30.5,20,,,,,
,,12,54,44.9,32,,,,,
,,13,47,39.4,31,,,,,
,,14,57,40.4,26,,,,,
,,15,45,34.7,26,,,,,
,,16,65,51.5,35,,,,,
,,17,70,59.2,50,,,,,
,,18,51,45.1,41,,,,,
,,19,43,38.2,32,,,,,
,,20,52,40.4,32,,,,,
,,21,37,32.1,25,,,,,
,,22,43,38.4,33,,,,,
,,23,40,38.1,37,,,,,
,,24,48,38.4,32,,,,,
,,25,44,35,27,,,,,
,,26,58,43.2,31,,,,,
,,27,40,34.6,27,,,,,
,,28,32,23.9,18,,,,,
,,29,42,27.9,15,,,,,
,,30,46,31.3,22,,,,,
,,1,44,31.8,22,,,,,
,,2,50,36.7,27,,,,,
,,3,48,34.9,24,,,,,
,,4,38,32.9,28,,,,,
,,5,34,31.7,30,,,,,
,,6,53,34.2,27,,,,,
,,7,58,45.6,37,,,,,
,,8,63,43,31,,,,,
,,9,39,36.3,32,,,,,
,,10,32,29.5,20,,,,,
,,11,26,23.1,16,,,,,
,,12,21,17.1,11,,,,,
,,13,23,20.1,17,,,,,
,,14,26,19.8,14,,,,,
,,15,27,23.8,20,,,,,
,,16,43,33.1,23,,,,,
,,17,35,26.9,21,,,,,
,,18,40,30.8,20,,,,,
,,19,46,39.7,31,,,,,
,,20,52,40.7,27,,,,,
,,21,53,28.1,10,,,,,
,,22,12,7.8,4,,,,,
,,23,30,15.3,2,,,,,
,,24,37,27.5,19,,,,,
,,25,31,28.6,26,,,,,
,,26,27,23.6,20,,,,,
,,27,31,24.4,20,,,,,
,,28,31,26.7,23,,,,,
,,29,27,21.6,19,,,,,
,,30,24,20.9,14,,,,,
,,31,28,18.1,11,,,,,
