number,,,TEMP,,,HUM,,,TEMP
,,,Max,Avg,Min,,,,AVG
306,,1,81,70.3,62,93,72.3,47,21.27777778
307,,2,82,71.3,63,90,68.9,45,21.83333333
308,,3,83,73.3,62,93,62.5,36,22.94444444
309,,4,84,72.9,63,87,67.6,46,22.72222222
310,,5,80,72.4,65,87,70.7,50,22.44444444
311,,6,78,72.4,64,93,75.1,60,22.44444444
312,,7,77,71.2,65,84,63.3,46,21.77777778
313,,8,73,69.9,65,81,68.5,59,21.05555556
314,,9,82,74.5,68,73,65,56,23.61111111
315,,10,83,76,70,93,76.3,58,24.44444444
316,,11,81,73.3,69,100,88,67,22.94444444
317,,12,68,65.8,63,93,87.2,79,18.77777778
318,,13,78,74.1,67,73,49.9,34,23.38888889
319,,14,81,71.1,62,90,62.5,40,21.72222222
320,,15,76,63.7,50,83,54.1,25,17.61111111
321,,16,74,67,59,93,81.1,67,19.44444444
322,,17,81,72.4,66,93,79.7,62,22.44444444
323,,18,85,74,65,97,77.4,55,23.33333333
324,,19,84,74.5,64,97,77.5,56,23.61111111
325,,20,82,71.7,65,100,83,60,22.05555556
326,,21,85,77.2,70,90,80.7,65,25.11111111
327,,22,85,77.7,73,91,80.4,57,25.38888889
328,,23,87,77,70,94,82.1,61,25
329,,24,85,76.6,70,100,85.4,65,24.77777778
330,,25,90,78.8,72,91,76.3,54,26
331,,26,92,76.5,69,93,77.4,44,24.72222222
332,,27,88,78.2,71,93,73.9,55,25.66666667
333,,28,83,74.5,66,87,70,52,23.61111111
334,,29,86,75.9,68,81,71.6,59,24.38888889
335,,30,78,74.3,71,91,79.3,68,23.5
336,,31,83,74.3,69,96,84.3,62,23.5
337,,1,82,75.5,71,97,83.9,67,24.16666667
338,,2,78,71.2,65,97,84.2,62,21.77777778
339,,3,83,73.2,65,97,73.8,49,22.88888889
340,,4,87,76.9,67,93,71.5,48,24.94444444
341,,5,89,78.7,71,91,77,61,25.94444444
342,,6,72,67.6,62,97,84,55,19.77777778
343,,7,75,65.3,54,90,63.7,41,18.5
344,,8,78,66.6,56,90,62.6,37,19.22222222
345,,9,80,68.2,57,87,69.8,52,20.11111111
346,,10,81,74.2,67,96,84.2,72,23.44444444
347,,11,72,61.6,56,94,83.2,70,16.44444444
348,,12,63,57.5,53,89,75.4,63,14.16666667
349,,13,62,54,47,93,72.7,46,12.22222222
350,,14,67,56.8,46,89,65,42,13.77777778
351,,15,64,56.5,50,100,84.6,60,13.61111111
352,,16,63,56.8,52,100,81.1,56,13.77777778
353,,17,65,54.8,45,100,79.9,54,12.66666667
354,,18,72,61.4,51,89,64,41,16.33333333
355,,19,73,62.8,53,83,60.5,38,17.11111111
356,,20,80,67.5,54,90,76.9,60,19.72222222
357,,21,73,67.4,57,93,71.4,41,19.66666667
358,,22,66,56.3,48,89,64.8,40,13.5
359,,23,71,59.3,48,86,62.5,41,15.16666667
360,,24,76,63.3,48,86,59.1,37,17.38888889
361,,25,78,65.2,54,84,61.9,36,18.44444444
362,,26,82,68.3,55,83,60.3,38,20.16666667
363,,27,81,67.9,56,84,59.7,35,19.94444444
364,,28,82,70.6,59,78,55.6,33,21.44444444
365,,29,82,68.2,54,86,57.2,22,20.11111111
366,,30,70,60.8,54,97,78.8,55,16
367,,1,76,61.7,50,83,69.4,50,16.5
368,,2,81,69.5,60,87,71.6,58,20.83333333
369,,3,72,61.3,45,93,81.1,54,16.27777778
370,,4,48,44.8,40,82,64.5,46,7.111111111
371,,5,57,49.2,40,79,62.5,39,9.555555556
372,,6,67,53.5,44,93,76.6,42,11.94444444
373,,7,61,54.8,46,100,88.3,75,12.66666667
374,,8,67,54.8,44,100,68.5,36,12.66666667
375,,9,56,52.1,46,93,84.6,77,11.16666667
376,,10,54,51,49,90,76.5,66,10.55555556
377,,11,57,50.2,43,86,65.8,47,10.11111111
378,,12,62,54.4,45,93,72.7,60,12.44444444
379,,13,75,64.7,58,97,88.2,66,18.16666667
380,,14,65,62,55,97,85.8,56,16.66666667
381,,15,56,54.2,53,97,92.3,89,12.33333333
382,,16,61,55.7,52,97,86.1,72,13.16666667
383,,17,68,52.3,0,93,66.7,0,11.27777778
384,,18,54,49,46,89,80.7,69,9.444444444
385,,19,55,48,44,83,69.2,53,8.888888889
386,,20,67,55.3,46,83,71.5,45,12.94444444
387,,21,55,50.1,44,93,77,55,10.05555556
388,,22,56,47.5,38,86,69.2,53,8.611111111
389,,23,58,47.8,37,97,72.4,47,8.777777778
390,,24,64,52.5,41,89,76.4,58,11.38888889
391,,25,76,61,50,93,67,33,16.11111111
392,,26,68,56.1,42,74,42.3,21,13.38888889
393,,27,80,65.3,52,75,52.5,36,18.5
394,,28,70,59.7,47,93,70,46,15.38888889
395,,29,52,45.9,39,83,65.1,50,7.722222222
396,,30,52,45.1,34,85,64.2,45,7.277777778
397,,31,47,38.7,33,92,81.8,72,3.722222222
398,,1,42,34.5,30,73,62.6,45,1.388888889
399,,2,50,37.3,26,82,55.8,31,2.944444444
400,,3,65,52.2,42,47,35.8,19,11.22222222
401,,4,56,51.5,46,96,72.3,36,10.83333333
402,,5,54,44,40,100,87.9,52,6.666666667
403,,6,47,44,39,93,85.4,70,6.666666667
404,,7,45,39,33,82,66.3,49,3.888888889
405,,8,47,42.2,37,89,71.8,60,5.666666667
406,,9,50,39.8,30,85,66.5,43,4.333333333
407,,10,62,49.8,39,76,58,39,9.888888889
408,,11,61,45.9,34,93,74.9,48,7.722222222
409,,12,34,30.8,28,82,69.8,64,-0.666666667
410,,13,27,24.4,21,85,66.9,55,-4.222222222
411,,14,30,23.4,18,85,71.9,51,-4.777777778
412,,15,34,26.2,18,82,65.5,46,-3.222222222
413,,16,35,30.8,28,100,85.8,64,-0.666666667
414,,17,29,22.7,14,96,79,62,-5.166666667
415,,18,19,14.5,9,77,68,57,-9.722222222
416,,19,36,25.3,14,77,68.4,63,-3.722222222
417,,20,29,23.5,18,77,64,51,-4.722222222
418,,21,33,22.9,13,71,57.5,38,-5.055555556
419,,22,55,43.1,30,83,66.3,48,6.166666667
420,,23,54,50.3,45,100,86,63,10.16666667
421,,24,55,45.3,36,100,86.3,65,7.388888889
422,,25,36,31.4,27,78,73.8,67,-0.333333333
423,,26,33,28.4,26,81,74.2,64,-2
424,,27,31,27.4,25,85,76.1,61,-2.555555556
425,,28,33,25.9,20,88,73.2,56,-3.388888889
426,,29,56,44.3,30,77,70.6,59,6.833333333
427,,30,64,58.7,41,93,76.6,67,14.83333333
428,,1,39,33.7,26,96,77.7,54,0.944444444
429,,2,33,29.5,26,92,83.6,63,-1.388888889
430,,3,41,33.4,29,96,83.3,51,0.777777778
431,,4,35,32.6,29,85,76.5,61,0.333333333
432,,5,40,37.3,34,100,98,82,2.944444444
433,,6,40,36.9,31,100,88.3,70,2.722222222
434,,7,39,33,27,82,73.3,62,0.555555556
435,,8,41,36.9,31,97,85,70,2.722222222
436,,9,39,35.6,32,100,89.3,73,2
437,,10,36,33,31,89,77.3,66,0.555555556
438,,11,36,31.9,27,86,73.4,64,-0.055555556
439,,12,35,29.4,22,92,87.9,78,-1.444444444
440,,13,46,39.5,33,89,80.1,68,4.166666667
441,,14,47,43.4,41,97,90.1,83,6.333333333
442,,15,44,42.3,41,97,86.6,74,5.722222222
443,,16,46,39.2,31,100,93.1,85,4
444,,17,31,26.9,23,92,86.7,77,-2.833333333
445,,18,27,25.5,24,84,77.8,74,-3.611111111
446,,19,29,24.4,19,92,83.7,75,-4.222222222
447,,20,32,29,25,89,78.7,66,-1.666666667
448,,21,36,28.2,20,96,83.5,70,-2.111111111
449,,22,45,37.6,27,89,82.7,76,3.111111111
450,,23,53,49.1,46,100,89.5,74,9.5
451,,24,46,39.5,35,97,95.1,92,4.166666667
452,,25,40,35.1,32,96,84.8,70,1.722222222
453,,26,51,40.2,30,92,81.9,63,4.555555556
454,,27,46,43.2,35,100,91.8,68,6.222222222
455,,28,33,29.3,23,96,86.4,78,-1.5
456,,29,35,26.8,20,92,76.7,59,-2.888888889
457,,30,30,24,16,78,69.1,54,-4.444444444
458,,31,23,18.1,10,73,54.4,40,-7.722222222
459,2015.1,1,34,24.8,18,74,61.6,46,-4
460,,2,38,31.9,25,85,69.9,51,-0.055555556
461,,3,52,41.6,33,100,98.9,85,5.333333333
462,,4,44,31.9,13,100,94.4,77,-0.055555556
463,,5,13,10,5,92,72.1,59,-12.22222222
464,,6,18,14.3,10,92,82.5,70,-9.833333333
465,,7,12,5,-4,81,69.4,55,-15
466,,8,19,4.2,-7,79,69.2,54,-15.44444444
467,,9,21,11.7,3,77,66.5,53,-11.27777778
468,,10,23,10.4,-2,83,62.1,46,-12
469,,11,34,30.1,23,100,70.9,45,-1.055555556
470,,12,31,29,20,100,92.6,71,-1.666666667
471,,13,22,16,9,84,73.5,53,-8.888888889
472,,14,21,12.1,5,87,77.5,60,-11.05555556
473,,15,36,24.5,14,88,72.3,50,-4.166666667
474,,16,41,30.5,21,96,78.2,55,-0.833333333
475,,17,50,38.6,27,92,70,48,3.666666667
476,,18,43,36.4,31,96,81.4,60,2.444444444
477,,19,47,34,24,100,79.6,44,1.111111111
478,,20,50,37.8,32,93,80.1,52,3.222222222
479,,21,41,33.3,30,100,90.7,67,0.722222222
480,,22,33,30.6,29,100,83,66,-0.777777778
481,,23,33,28.2,24,89,76.8,66,-2.111111111
482,,24,39,28.9,20,92,84.5,67,-1.722222222
483,,25,37,30.9,21,100,92.5,85,-0.611111111
484,,26,26,22.5,17,89,80.9,74,-5.277777778
485,,27,29,24.6,20,100,82.4,43,-4.111111111
486,,28,34,24.5,15,91,68.3,46,-4.166666667
487,,29,44,33.2,30,100,82.9,54,0.666666667
488,,30,31,27.4,22,85,71.9,54,-2.555555556
489,,31,36,27.3,16,100,81.6,57,-2.611111111
490,,1,33,31.2,30,100,97.3,82,-0.444444444
491,,2,28,18.8,13,100,83.7,63,-7.333333333
492,,3,36,26.1,16,81,69.1,57,-3.277777778
493,,4,40,30.9,18,88,73.8,59,-0.611111111
494,,5,22,14.9,6,77,63.4,46,-9.5
495,,6,36,24.6,13,75,63.7,52,-4.111111111
496,,7,55,41.4,29,82,65.7,49,5.222222222
497,,8,55,49,38,86,74.5,61,9.444444444
498,,9,37,29.9,26,92,85.4,78,-1.166666667
499,,10,36,26.4,19,80,69.5,48,-3.111111111
500,,11,38,31.8,25,89,78.5,65,-0.111111111
501,,12,27,19.6,14,81,67.9,53,-6.888888889
502,,13,30,19.7,9,80,59.1,35,-6.833333333
503,,14,29,20.1,7,71,58.5,37,-6.611111111
504,,15,19,11.1,4,66,48.4,27,-11.61111111
505,,16,16,11.4,8,81,72.8,49,-11.44444444
506,,17,26,15.8,1,88,76.1,63,-9
507,,18,18,11.5,1,84,70.2,54,-11.38888889
508,,19,8,1.3,-5,69,57.9,44,-17.05555556
509,,20,17,7,-6,83,59.6,47,-13.88888889
510,,21,34,20.9,16,93,84,62,-6.166666667
511,,22,28,23.6,15,93,78.4,57,-4.666666667
512,,23,18,11,4,70,61.4,48,-11.66666667
513,,24,24,11.7,-5,83,64.2,46,-11.27777778
514,,25,33,24.8,15,88,64.2,40,-4
515,,26,25,18.6,9,81,72.4,57,-7.444444444
516,,27,18,10,2,88,63.2,41,-12.22222222
517,,28,25,17.6,7,88,65.3,46,-8
518,,1,31,26.7,22,92,86.2,80,-2.944444444
519,,2,32,23.8,15,82,66.9,48,-4.555555556
520,,3,40,32.5,26,96,82.6,63,0.277777778
521,,4,36,29.5,19,93,80.8,65,-1.388888889
522,,5,22,17.3,9,67,60.8,52,-8.166666667
523,,6,30,16.5,3,80,59.3,38,-8.611111111
524,,7,42,32.4,21,78,63.2,53,0.222222222
525,,8,48,38.5,28,88,67.3,44,3.611111111
526,,9,46,40.4,31,86,77.3,65,4.666666667
527,,10,49,44,41,97,92.3,82,6.666666667
528,,11,64,43.6,34,100,88.4,54,6.444444444
529,,12,59,45.2,31,86,59,35,7.333333333
530,,13,53,47.4,42,96,83.2,47,8.555555556
531,,14,58,51.1,44,100,85.6,55,10.61111111
532,,15,63,49.8,35,86,60.4,35,9.888888889
533,,16,73,60.5,48,68,52.6,34,15.83333333
534,,17,60,46.4,34,84,55,30,8
535,,18,45,38.3,28,61,38.8,26,3.5
536,,19,50,44.4,40,71,44.8,32,6.888888889
537,,20,47,42.8,40,89,80.5,68,6
538,,21,62,47,34,96,69.2,42,8.333333333
539,,22,52,43,36,54,42.4,26,6.111111111
540,,23,39,34.3,31,79,58.9,34,1.277777778
541,,24,43,35,26,81,73.7,60,1.666666667
542,,25,53,47.7,42,93,83,69,8.722222222
543,,26,45,40.4,35,93,81.1,61,4.666666667
544,,27,34,30.4,23,78,63.5,47,-0.888888889
545,,28,39,27.8,18,78,52.6,28,-2.333333333
546,,29,50,37.7,24,77,54.1,24,3.166666667
547,,30,60,48.7,36,86,57.2,31,9.277777778
548,,31,62,53.5,46,61,49.6,38,11.94444444
549,,1,68,54.1,38,79,48.8,26,12.27777778
550,,2,71,60.4,52,87,67.8,38,15.77777778
551,,3,61,52.7,40,90,77.8,41,11.5
552,,4,55,42.6,30,82,58.1,37,5.888888889
553,,5,63,50.4,36,68,40.7,17,10.22222222
554,,6,61,56.7,48,84,58.2,30,13.72222222
555,,7,66,60.5,57,97,89.8,81,15.83333333
556,,8,72,61.6,55,94,86.2,71,16.44444444
557,,9,79,68.6,61,93,74,48,20.33333333
558,,10,73,55.6,44,90,60.5,32,13.11111111
559,,11,60,49.2,38,83,55.1,30,9.555555556
560,,12,69,57.1,43,68,43.6,25,13.94444444
561,,13,70,62.6,57,84,62.4,39,17
562,,14,63,56.7,52,63,44.5,27,13.72222222
563,,15,68,57,47,83,46.5,19,13.88888889
564,,16,67,58.5,53,93,81.8,73,14.72222222
565,,17,75,57.5,47,97,75.1,31,14.16666667
566,,18,76,65.9,52,77,50.1,30,18.83333333
567,,19,67,60.7,56,94,80.3,47,15.94444444
568,,20,59,53.8,45,93,78.9,51,12.11111111
569,,21,62,51.3,41,73,44.8,21,10.72222222
570,,22,50,44.2,39,89,58.4,35,6.777777778
571,,23,55,44.9,32,66,40.6,23,7.166666667
572,,24,60,49.8,34,76,41.9,23,9.888888889
573,,25,55,47.6,45,93,80.7,45,8.666666667
574,,26,57,48.8,40,76,53.7,40,9.333333333
575,,27,56,47.1,35,78,60,49,8.388888889
576,,28,63,51.9,39,82,56,35,11.05555556
577,,29,65,55.1,42,82,56.4,42,12.83333333
578,,30,59,51.9,45,68,55,35,11.05555556
579,,1,71,56,39,79,55.1,34,13.33333333
580,,2,74,62.6,50,83,51.3,32,17
581,,3,78,66.3,53,72,49.2,32,19.05555556
582,,4,75,65.2,58,86,67.5,52,18.44444444
583,,5,82,71.5,63,90,58.8,35,21.94444444
584,,6,84,73.5,62,75,50.2,32,23.05555556
585,,7,84,74.1,64,68,50.4,34,23.38888889
586,,8,84,74.7,65,73,54.2,39,23.72222222
587,,9,79,71.3,67,90,77.1,56,21.83333333
588,,10,81,72,65,90,74.1,50,22.22222222
589,,11,77,68.8,62,93,76.9,62,20.44444444
590,,12,63,57,50,80,59.6,46,13.88888889
591,,13,66,55.9,43,83,54.6,37,13.27777778
592,,14,69,59.8,49,74,56,40,15.44444444
593,,15,82,69.7,60,87,68.6,54,20.94444444
594,,16,71,68.1,64,93,87.8,78,20.05555556
595,,17,78,71.2,65,93,83.2,71,21.77777778
596,,18,79,71.2,66,87,76.8,60,21.77777778
597,,19,64,56.1,48,74,57.7,46,13.38888889
598,,20,52,48.2,43,86,63.8,55,9
599,,21,63,51.6,47,86,69.4,35,10.88888889
600,,22,76,61.3,45,82,54.9,31,16.27777778
601,,23,79,67.9,55,67,44.3,28,19.94444444
602,,24,84,72.3,60,63,51,37,22.38888889
603,,25,79,72,67,87,73.3,58,22.22222222
604,,26,78,70.4,65,90,76.7,53,21.33333333
605,,27,82,72.1,63,90,69.2,47,22.27777778
606,,28,83,72.6,60,84,62.2,42,22.55555556
607,,29,84,74.5,65,90,69,51,23.61111111
608,,30,82,71.7,66,94,81.8,60,22.05555556
609,,31,67,61.2,55,93,85.3,72,16.22222222
610,,1,64,56.6,52,80,74,60,13.66666667
611,,2,69,59,50,86,69.4,53,15
612,,3,69,61.6,53,87,71.3,57,16.44444444
613,,4,81,70.2,58,84,61,35,21.22222222
614,,5,86,75.3,65,84,60,40,24.05555556
615,,6,76,68.5,61,83,67.4,52,20.27777778
616,,7,87,75.2,62,93,67.3,49,24
617,,8,77,69,60,90,82,62,20.55555556
618,,9,82,71.1,58,93,65,41,21.72222222
619,,10,89,77.8,65,81,58.2,38,25.44444444
620,,11,89,79.6,69,78,60,42,26.44444444
621,,12,87,78.7,73,82,71.8,54,25.94444444
622,,13,87,79.6,71,87,69.6,53,26.44444444
623,,14,85,77.6,71,90,76,59,25.33333333
624,,15,87,77,70,94,78.7,57,25
625,,16,82,74.4,71,94,80.7,56,23.55555556
626,,17,78,74.7,72,91,84.3,74,23.72222222
627,,18,85,73.9,69,94,83.5,61,23.27777778
628,,19,78,71.2,68,93,86,68,21.77777778
629,,20,78,74.1,71,87,80.2,71,23.38888889
630,,21,83,72.5,66,90,78.9,58,22.5
631,,22,85,77.5,69,93,77.4,63,25.27777778
632,,23,83,78.1,69,84,66.6,48,25.61111111
633,,24,79,72.4,63,81,61.8,44,22.44444444
634,,25,80,71.3,66,94,80.3,60,21.83333333
635,,26,75,71.3,66,93,85.3,76,21.83333333
636,,27,71,64.9,61,90,74.2,53,18.27777778
637,,28,78,67.7,55,80,60.3,37,19.83333333
638,,29,76,67.2,63,94,83.5,64,19.55555556
639,,30,80,72.4,65,93,73,54,22.44444444
640,,1,77,70.7,63,90,69.6,56,21.5
641,,2,78,70.3,62,76,67.3,58,21.27777778
642,,3,75,69.1,63,90,74.8,66,20.61111111
643,,4,81,72.6,63,90,63.3,42,22.55555556
644,,5,81,73.2,65,81,63.8,45,22.88888889
645,,6,85,75.3,64,93,71.5,44,24.05555556
646,,7,77,70.7,63,94,84.1,60,21.5
647,,8,68,63.2,59,94,82.1,64,17.33333333
648,,9,74,69.3,66,93,84.7,70,20.72222222
649,,10,74,68.5,64,94,80.6,64,20.27777778
650,,11,78,70,59,90,73,57,21.11111111
651,,12,86,74.9,68,93,78.2,57,23.83333333
652,,13,82,72.8,67,90,79.2,59,22.66666667
653,,14,87,74.5,68,90,76.5,48,23.61111111
654,,15,82,71.3,64,90,71.2,53,21.83333333
655,,16,82,72.5,63,84,67,49,22.5
656,,17,89,74.2,68,93,79.5,48,23.44444444
657,,18,91,80.4,69,93,77,61,26.88888889
658,,19,86,79.7,76,91,77,48,26.5
659,,20,85,76.5,71,91,78.2,57,24.72222222
660,,21,83,73.8,68,93,72.9,42,23.22222222
661,,22,83,72.2,59,83,54.4,37,22.33333333
662,,23,83,75.3,66,81,54.3,39,24.05555556
663,,24,84,75.7,66,81,58.8,41,24.27777778
664,,25,86,77.2,67,84,67.8,54,25.11111111
665,,26,87,76.5,71,94,81.4,57,24.72222222
666,,27,88,77,71,94,79.9,53,25
667,,28,91,81.6,74,87,71.7,52,27.55555556
668,,29,90,81.6,73,91,70.4,55,27.55555556
669,,30,85,75.9,65,78,55.8,34,24.38888889
670,,31,87,77.4,66,84,56.8,35,25.22222222
671,,1,83,74.1,63,84,56.5,35,23.38888889
672,,2,87,76.3,64,81,63.9,49,24.61111111
673,,3,89,78.6,70,79,65.8,45,25.88888889
674,,4,82,73.5,62,84,58.4,38,23.05555556
675,,5,83,75.7,67,79,59.6,42,24.27777778
676,,6,75,67.5,65,93,80.5,55,19.72222222
677,,7,82,71.1,59,83,61.8,41,21.72222222
678,,8,83,74.6,65,84,67.8,53,23.66666667
679,,9,80,74.8,69,90,81.2,69,23.77777778
680,,10,84,76.6,72,90,79.8,61,24.77777778
681,,11,84,73.3,67,93,71.5,43,22.94444444
682,,12,81,70.9,59,83,60.7,42,21.61111111
683,,13,85,72.3,60,83,60,35,22.38888889
684,,14,84,74.7,66,84,67.1,53,23.72222222
685,,15,83,75.2,67,87,66.6,49,24
686,,16,85,74.3,68,90,77.5,55,23.5
687,,17,83,72.6,69,93,81.6,58,22.55555556
688,,18,83,72.7,64,100,81.5,58,22.61111111
689,,19,84,74.9,68,90,75.4,51,23.83333333
690,,20,76,67.4,59,87,64.7,40,19.66666667
691,,21,81,69.1,57,87,58.6,35,20.61111111
692,,22,79,70.7,61,78,58.2,40,21.5
693,,23,83,73.3,65,78,68.7,58,22.94444444
694,,24,76,65.7,55,87,59,36,18.72222222
695,,25,73,64.5,52,86,60.8,44,18.05555556
696,,26,77,68.8,62,78,62,46,20.44444444
697,,27,78,68,58,90,66.7,43,20
698,,28,78,69.3,60,86,63.7,42,20.72222222
699,,29,81,73.1,65,79,71.8,62,22.83333333
700,,30,85,76.6,70,90,70.2,46,24.77777778
701,,31,86,75.9,67,93,73.4,49,24.38888889
702,,1,86,76.9,70,87,70.3,49,24.94444444
703,,2,89,78.6,69,90,69.1,46,25.88888889
704,,3,90,79.3,69,90,67.3,43,26.27777778
705,,4,93,79.5,69,90,65.5,39,26.38888889
706,,5,90,76.9,68,90,68.3,46,24.94444444
707,,6,92,79,67,87,61.2,34,26.11111111
708,,7,91,80.5,70,81,61.6,35,26.94444444
709,,8,91,79.7,72,87,64,38,26.5
710,,9,73,70.9,68,93,86,78,21.61111111
711,,10,84,72,62,90,66.3,37,22.22222222
712,,11,65,62.9,59,90,83.1,75,17.16666667
713,,12,68,58.5,51,90,67.7,31,14.72222222
714,,13,70,58.2,47,89,62.3,33,14.55555556
715,,14,76,63.5,50,80,57.4,36,17.5
716,,15,81,67.9,54,83,54,30,19.94444444
717,,16,82,69.7,57,83,57,34,20.94444444
718,,17,83,70.9,58,84,58.6,38,21.61111111
719,,18,83,71.5,64,93,73.3,54,21.94444444
720,,19,73,68.2,58,93,76.5,49,20.11111111
721,,20,74,62.2,53,83,58.7,34,16.77777778
722,,21,76,63.8,52,86,56.8,29,17.66666667
723,,22,81,66.8,54,83,52.3,26,19.33333333
724,,23,83,68.8,57,72,51.9,31,20.44444444
725,,24,82,69.4,57,83,54.2,29,20.77777778
726,,25,83,69.7,58,84,52.2,26,20.94444444
727,,26,75,67,62,83,67.2,53,19.44444444
728,,27,77,68.9,61,90,74.7,60,20.5
729,,28,83,72.2,63,93,70.8,42,22.33333333
730,,29,73,69.3,62,90,84.4,71,20.72222222
731,,30,68,61.3,56,90,66.3,42,16.27777778
732,,1,66,56.8,50,74,57.5,42,13.77777778
733,,2,62,55,50,80,60.8,48,12.77777778
734,,3,50,48.6,47,89,83.4,74,9.222222222
735,,4,75,59.5,50,86,75.2,51,15.27777778
736,,5,75,63,55,93,77.6,53,17.22222222
737,,6,74,62,57,94,82.2,55,16.66666667
738,,7,77,62,55,100,80.9,46,16.66666667
739,,8,77,67.8,60,78,66.6,52,19.88888889
740,,9,67,62.3,51,84,71,57,16.83333333
741,,10,67,55,44,86,63.6,39,12.77777778
742,,11,74,58.2,45,90,63.1,30,14.55555556
743,,12,77,64.5,53,77,58.8,45,18.05555556
744,,13,65,57.1,51,71,55.9,43,13.94444444
745,,14,67,53.5,42,85,58.4,27,11.94444444
746,,15,71,56.2,39,82,49.3,24,13.44444444
747,,16,61,50.5,40,63,42.7,25,10.27777778
748,,17,51,42.7,33,79,55,33,5.944444444
749,,18,60,44.6,30,79,50.2,22,7
750,,19,68,52.4,38,68,44,21,11.33333333
751,,20,73,59.5,47,56,38.3,23,15.27777778
752,,21,75,62.4,50,68,50.5,36,16.88888889
753,,22,81,66.9,58,78,60.9,42,19.38888889
754,,23,75,64.6,55,72,57,43,18.11111111
755,,24,72,63.8,55,90,75.9,61,17.66666667
756,,25,61,53.2,47,83,60.4,31,11.77777778
757,,26,64,53.4,42,71,47.2,27,11.88888889
758,,27,55,51.5,47,93,82.6,45,10.83333333
759,,28,63,56.3,47,97,89.4,77,13.5
760,,29,50,43.8,38,82,66.1,47,6.555555556
761,,30,51,46,44,85,72.9,54,7.777777778
762,,31,58,50.5,44,93,72.2,51,10.27777778
763,,1,67,55.8,47,93,74,42,13.22222222
764,,2,71,57.3,45,90,62,32,14.05555556
765,,3,72,59.2,45,86,65,42,15.11111111
766,,4,76,63.5,53,90,75.6,53,17.5
767,,5,76,66.4,62,87,76.5,49,19.11111111
768,,6,65,59.4,49,94,79.9,56,15.22222222
769,,7,57,47,39,86,61.8,37,8.333333333
770,,8,54,44.3,34,82,56.4,33,6.833333333
771,,9,58,44.8,34,93,66.1,33,7.111111111
772,,10,56,45,42,97,83.8,49,7.222222222
773,,11,63,49.3,38,89,71.1,45,9.611111111
774,,12,60,51,46,89,67.4,50,10.55555556
775,,13,50,42.8,33,68,48.7,28,6
776,,14,57,41,28,72,50.9,29,5
777,,15,65,50.7,40,70,48,28,10.38888889
778,,16,56,46.3,39,90,66.6,35,7.944444444
779,,17,58,52.5,47,89,76.8,55,11.38888889
780,,18,62,59,55,93,77.3,58,15
781,,19,55,48,35,83,60.9,30,8.888888889
782,,20,50,40.2,30,61,42.2,22,4.555555556
783,,21,45,35.5,28,96,75.7,34,1.944444444
784,,22,31,24.7,17,85,66.1,47,-4.055555556
785,,23,45,34.4,28,79,60.5,50,1.333333333
786,,24,53,40.3,30,89,69.9,38,4.611111111
787,,25,57,47.3,38,79,57,32,8.5
788,,26,61,56.2,52,69,60,53,13.44444444
789,,27,61,56.7,46,93,82.4,56,13.72222222
790,,28,46,40.3,39,93,90.5,86,4.611111111
791,,29,42,38.6,36,89,78.7,62,3.666666667
792,,30,49,43.2,36,93,82.7,70,6.222222222
793,,1,48,44.9,33,96,87.1,68,7.166666667
794,,2,37,33.6,30,96,87.6,70,0.888888889
795,,3,35,30.6,25,92,84.3,78,-0.777777778
796,,4,37,31.9,29,96,88.7,79,-0.055555556
797,,5,38,31.1,28,96,92.5,79,-0.5
798,,6,52,39,29,96,76,48,3.888888889
799,,7,44,41.2,40,96,88.5,79,5.111111111
800,,8,55,43.1,34,93,80.4,55,6.166666667
801,,9,55,48,43,82,70.5,59,8.888888889
802,,10,56,48.3,40,89,76.3,62,9.055555556
803,,11,58,50.5,41,100,90.3,77,10.27777778
804,,12,70,63.9,57,93,81.7,68,17.72222222
805,,13,62,59.5,57,90,81.6,70,15.27777778
806,,14,66,52.5,42,90,80.2,60,11.38888889
807,,15,43,41.4,39,89,82.1,74,5.222222222
808,,16,54,45.8,37,93,82.7,58,7.666666667
809,,17,40,32.6,29,82,71.8,63,0.333333333
810,,18,33,30.5,28,78,61.5,45,-0.833333333
811,,19,34,27.7,21,64,54.7,42,-2.388888889
812,,20,50,39.2,26,66,51.7,36,4
813,,21,53,48.6,43,94,81.9,42,9.222222222
814,,22,53,48.9,45,93,86.7,71,9.388888889
815,,23,64,56.9,47,93,88.4,78,13.83333333
816,,24,56,45.4,36,86,70.9,48,7.444444444
817,,25,51,46.3,41,80,69.5,52,7.944444444
818,,26,56,49.2,42,97,88.4,68,9.555555556
819,,27,58,49.5,38,100,91,83,9.722222222
820,,28,48,39.2,36,93,85.9,73,4
821,,29,45,36.9,33,89,81.6,76,2.722222222
822,,30,35,33.1,31,82,77.9,72,0.611111111
823,,31,31,30,29,82,75.4,67,-1.111111111
824,2016.1,1,30,26.4,24,88,77.6,64,-3.111111111
825,,2,38,30.9,26,82,73,57,-0.611111111
826,,3,34,30,26,85,76.3,67,-1.111111111
827,,4,33,29.1,25,78,68.7,54,-1.611111111
828,,5,32,25.2,19,78,67.3,48,-3.777777778
829,,6,41,29.6,21,72,58.4,40,-1.333333333
830,,7,48,37.1,27,70,56.9,45,2.833333333
831,,8,49,45.3,41,97,85.8,60,7.388888889
832,,9,50,47.3,41,97,91.4,86,8.5
833,,10,36,21.5,9,92,82,73,-5.833333333
