number,,,TEMP,,,HUM,,,TEMP
,,,Max,Avg,Min,,,,AVG
834,,11,29,16.1,6,88,79.8,74,-8.833333333
835,,12,31,23.7,7,92,79.3,62,-4.611111111
836,,13,25,11.8,1,87,72.7,64,-11.22222222
837,,14,49,35.9,24,89,73.8,61,2.166666667
838,,15,46,40.7,31,93,81.3,65,4.833333333
839,,16,32,30,26,92,82.7,72,-1.111111111
840,,17,24,16.8,6,85,72.1,53,-8.444444444
841,,18,11,6.2,1,69,63.1,56,-14.33333333
842,,19,18,9.7,3,80,65.8,45,-12.38888889
843,,20,22,18.3,17,84,77.2,54,-7.611111111
844,,21,27,19,14,84,74.1,60,-7.222222222
845,,22,28,23.8,20,78,70.6,62,-4.555555556
846,,23,30,23.3,19,85,68.9,59,-4.833333333
847,,24,39,26.9,15,92,70,46,-2.833333333
848,,25,46,36.7,26,90,69.7,57,2.611111111
849,,26,50,35.2,28,86,75,69,1.777777778
850,,27,30,27.6,24,72,65.9,56,-2.444444444
851,,28,46,36.6,27,76,66,50,2.555555556
852,,29,38,33.4,26,82,61.8,41,0.777777778
853,,30,59,45.4,32,70,56.5,39,7.444444444
854,,31,60,52.5,43,90,75.2,64,11.38888889
855,,1,49,39.5,34,92,79,44,4.166666667
856,,2,61,48.4,32,90,82.8,68,9.111111111
857,,3,61,44.5,31,90,73,56,6.944444444
858,,4,32,27.9,22,75,67,50,-2.277777778
859,,5,40,28.5,20,81,68,46,-1.944444444
860,,6,46,31.6,21,89,68,40,-0.222222222
861,,7,54,42.1,33,76,52.6,31,5.611111111
862,,8,38,31.4,22,92,81.6,70,-0.333333333
863,,9,23,19.9,15,85,77.6,68,-6.722222222
864,,10,17,14.3,11,84,72.9,56,-9.833333333
865,,11,26,18,10,77,61.6,43,-7.777777778
866,,12,26,22.6,18,78,63.2,55,-5.222222222
867,,13,19,13.8,7,64,48.8,33,-10.11111111
868,,14,20,17.4,14,88,74.4,49,-8.111111111
869,,15,33,26.1,20,92,86.8,78,-3.277777778
870,,16,37,30.7,28,93,83.3,70,-0.722222222
871,,17,40,32.9,30,89,72.7,51,0.5
872,,18,45,36.3,28,79,65.7,49,2.388888889
873,,19,62,51.6,39,80,59.2,35,10.88888889
874,,20,71,55.5,43,93,62.6,24,13.05555556
875,,21,56,48,38,83,58,40,8.888888889
876,,22,50,39.9,32,88,67.8,43,4.388888889
877,,23,52,40,30,79,57.8,36,4.444444444
878,,24,36,34.4,33,93,87.9,73,1.333333333
879,,25,35,32.8,32,92,81.5,70,0.444444444
880,,26,37,33,30,72,60.1,44,0.555555556
881,,27,55,38.6,25,85,62.6,34,3.666666667
882,,28,67,54.9,41,86,56.7,33,12.72222222
883,,29,55,44,36,85,63.2,35,6.666666667
884,,1,48,39.2,26,93,78.3,58,4
885,,2,36,27.7,19,77,58,42,-2.388888889
886,,3,40,34.7,30,93,81.5,59,1.5
887,,4,38,33.4,30,93,75.6,55,0.777777778
888,,5,44,37.9,32,86,76.8,60,3.277777778
889,,6,53,42.2,34,79,62.1,40,5.666666667
890,,7,67,54.3,43,68,50.2,30,12.38888889
891,,8,73,62.7,52,62,48.6,38,17.05555556
892,,9,67,60.1,57,96,77.5,50,15.61111111
893,,10,59,55.2,45,96,92.2,82,12.88888889
894,,11,59,47.8,40,89,76.1,55,8.777777778
895,,12,63,55.2,46,86,73.7,60,12.88888889
896,,13,67,58.9,55,100,89.5,63,14.94444444
897,,14,62,58.3,55,94,89.1,82,14.61111111
898,,15,73,61.6,52,94,73.2,51,16.44444444
899,,16,69,56.1,50,75,51.4,26,13.38888889
900,,17,61,50.8,41,67,43,21,10.44444444
901,,18,55,47.4,39,67,43.5,27,8.555555556
902,,19,49,43.7,37,79,60,47,6.5
903,,20,45,37.8,29,69,52.5,31,3.222222222
904,,21,51,39.8,28,75,56.1,36,4.333333333
905,,22,66,52.8,40,63,43.8,29,11.55555556
906,,23,62,58.7,54,64,51.8,30,14.83333333
907,,24,64,56.6,41,96,78.4,54,13.66666667
908,,25,48,39,34,93,73.3,50,3.888888889
909,,26,61,46.3,32,88,62,39,7.944444444
910,,27,75,56.1,44,90,65.7,45,13.38888889
911,,28,50,45.6,42,85,71.7,56,7.555555556
912,,29,56,46,33,92,58,34,7.777777778
913,,30,70,53.7,40,94,61.4,34,12.05555556
914,,31,67,59.7,53,90,82.1,69,15.38888889
915,,1,55,48.5,41,89,67,43,9.166666667
916,,2,49,39.9,32,79,57.3,37,4.388888889
917,,3,62,44.9,27,72,47,31,7.166666667
918,,4,58,43.7,35,74,63.5,47,6.5
919,,5,47,37,26,71,56,41,2.777777778
920,,6,63,50.8,39,89,58.1,33,10.44444444
921,,7,46,40.7,34,89,77.8,65,4.833333333
922,,8,43,36.8,30,89,79.4,55,2.666666667
923,,9,40,33,27,79,59.2,36,0.555555556
924,,10,63,44.7,30,89,64.8,44,7.055555556
925,,11,55,51,38,97,85.5,56,10.55555556
926,,12,52,42.7,32,76,53.5,31,5.944444444
927,,13,59,48,37,70,50.3,32,8.888888889
928,,14,66,53.8,39,68,43.6,23,12.11111111
929,,15,74,59.5,43,66,44,25,15.27777778
930,,16,77,65.2,52,64,42.8,28,18.44444444
931,,17,79,66.9,51,66,38.7,20,19.38888889
932,,18,83,69,54,69,40.9,22,20.55555556
933,,19,81,68.8,55,74,47.8,24,20.44444444
934,,20,78,65,54,78,54.8,34,18.33333333
935,,21,67,59.8,55,94,85.7,73,15.44444444
936,,22,66,57.4,50,94,81.6,54,14.11111111
937,,23,65,54.8,48,89,69,42,12.66666667
938,,24,75,61.3,48,74,55.6,38,16.27777778
939,,25,79,68.8,57,69,52.1,39,20.44444444
940,,26,81,69.2,63,90,72.2,50,20.66666667
941,,27,62,56.2,49,90,84.1,74,13.44444444
942,,28,73,60.7,51,96,82.4,57,15.94444444
943,,29,64,57.4,49,90,69.9,52,14.11111111
944,,30,63,55.7,50,94,88.5,74,13.16666667
945,,1,75,64.1,56,97,80.3,50,17.83333333
946,,2,60,55,51,93,87.2,77,12.77777778
947,,3,62,52.7,50,96,82.3,46,11.5
948,,4,56,51,44,89,73.7,53,10.55555556
949,,5,61,47.7,41,93,78.1,54,8.722222222
950,,6,71,58.3,44,80,55.6,32,14.61111111
951,,7,72,62.3,54,75,61,37,16.83333333
952,,8,60,52.4,45,89,67.4,43,11.33333333
953,,9,62,57.3,52,93,88.3,77,14.05555556
954,,10,72,64.3,59,94,81,61,17.94444444
955,,11,80,67.5,61,93,80,52,19.72222222
956,,12,75,65.3,59,97,82.8,64,18.5
957,,13,68,59,50,84,64.3,47,15
958,,14,57,48.1,43,93,73.9,54,8.944444444
959,,15,57,48.2,39,89,58.4,37,9
960,,16,61,51.4,36,76,53.3,39,10.77777778
961,,17,57,53.5,50,94,76.7,61,11.94444444
962,,18,68,56.9,52,100,72.1,33,13.83333333
963,,19,70,60,46,77,48.1,31,15.55555556
964,,20,68,60.7,57,96,60.5,40,15.94444444
965,,21,73,60,55,97,77.5,37,15.55555556
966,,22,80,65.3,49,80,48.9,28,18.5
967,,23,77,66.5,52,77,44.7,24,19.16666667
968,,24,82,70.4,56,69,49.5,38,21.33333333
969,,25,83,73.9,66,73,62.8,49,23.27777778
970,,26,76,70.4,67,90,80.8,69,21.33333333
971,,27,85,74.4,65,93,69,41,23.55555556
972,,28,83,75.5,71,81,69.1,53,24.16666667
973,,29,85,75.7,68,90,68.5,41,24.27777778
974,,30,84,74.5,61,87,56.3,37,23.61111111
975,,31,86,76.3,66,78,56.5,38,24.61111111
976,,1,82,72.7,67,93,73.3,50,22.61111111
977,,2,82,72.5,66,100,76.5,44,22.5
978,,3,82,72.1,62,93,61,34,22.27777778
979,,4,73,67.9,64,97,87,73,19.94444444
980,,5,76,69.5,65,97,78,54,20.83333333
981,,6,84,73.2,60,90,55,26,22.88888889
982,,7,72,65.7,57,74,55.9,41,18.72222222
983,,8,75,65.4,52,83,51.9,32,18.55555556
984,,9,81,70.3,58,67,48.5,36,21.27777778
985,,10,88,77.3,68,71,56.2,43,25.16666667
986,,11,92,81,70,78,58.7,41,27.22222222
987,,12,92,80.8,71,78,56.4,30,27.11111111
988,,13,89,76.7,63,65,43.3,26,24.83333333
989,,14,78,70.8,67,97,77.5,52,21.55555556
990,,15,89,73.2,67,96,85.7,62,22.88888889
991,,16,84,74.9,67,96,71.7,51,23.83333333
992,,17,86,74.2,64,87,59.4,30,23.44444444
993,,18,86,77,65,56,43.3,33,25
994,,19,87,77.3,67,74,59.8,49,25.16666667
995,,20,89,79.4,72,93,72.1,49,26.33333333
996,,21,84,75.4,70,97,73.8,38,24.11111111
997,,22,81,71.7,66,93,84,66,22.05555556
998,,23,90,81.4,72,82,70.2,57,27.44444444
999,,24,85,74,67,97,79,51,23.33333333
1000,,25,87,78.1,67,71,59.8,49,25.61111111
1001,,26,91,79.9,72,97,73.4,53,26.61111111
1002,,27,90,79,71,96,70.2,35,26.11111111
1003,,28,79,72.1,61,79,63.5,50,22.27777778
1004,,29,79,67.5,56,81,57.4,37,19.72222222
1005,,30,79,70.9,60,80,56.7,40,21.61111111
1006,,1,79,72.3,63,73,61,45,22.38888889
1007,,2,71,64.2,54,83,66.7,51,17.88888889
1008,,3,67,64.5,62,97,90.3,70,18.05555556
1009,,4,75,69.8,65,97,91.2,82,21
1010,,5,83,73.8,70,97,86.2,58,23.22222222
1011,,6,82,73.8,68,96,84.3,65,23.22222222
1012,,7,81,74,69,100,87.8,74,23.33333333
1013,,8,89,77,68,97,80.1,56,25
1014,,9,81,74.1,66,84,64.2,50,23.38888889
1015,,10,84,72.8,60,93,68.1,47,22.66666667
1016,,11,87,77.2,67,84,65.9,49,25.11111111
1017,,12,86,77.6,70,91,79,66,25.33333333
1018,,13,89,74.8,69,96,83.8,61,23.77777778
1019,,14,87,76.4,68,93,73.9,39,24.66666667
1020,,15,85,77.1,70,93,67.9,46,25.05555556
1021,,16,80,71.3,63,90,69.4,50,21.83333333
1022,,17,87,76.4,65,87,72.6,59,24.66666667
1023,,18,80,73.1,67,97,85.7,69,22.83333333
1024,,19,89,77.9,71,100,81.7,53,25.5
1025,,20,86,79.2,72,85,74.9,61,26.22222222
1026,,21,89,81.4,74,94,77.8,63,27.44444444
1027,,22,89,81.9,78,90,72,48,27.72222222
1028,,23,90,82.1,73,91,72.8,57,27.83333333
1029,,24,92,83.6,77,87,73.3,58,28.66666667
1030,,25,88,80.8,72,91,69.2,53,27.11111111
1031,,26,83,77.3,73,90,69.2,56,25.16666667
1032,,27,90,79.8,70,87,63.4,40,26.55555556
1033,,28,87,79.2,73,87,69.2,51,26.22222222
1034,,29,87,77.1,70,93,78.6,59,25.05555556
1035,,30,84,75,68,96,76,49,23.88888889
1036,,31,86,76.5,68,93,73,53,24.72222222
1037,,1,84,77.2,70,90,73.7,58,25.11111111
1038,,2,90,79.4,69,94,69.9,40,26.33333333
1039,,3,89,81.4,72,87,59.7,43,27.44444444
1040,,4,91,80.3,74,87,68,50,26.83333333
1041,,5,90,80,72,97,76.6,50,26.66666667
1042,,6,84,78.5,74,87,62,43,25.83333333
1043,,7,87,76.2,66,78,59.7,37,24.55555556
1044,,8,87,78.3,70,73,54.8,41,25.72222222
1045,,9,89,80,70,76,61.9,48,26.66666667
1046,,10,84,78.8,75,91,85.2,69,26
1047,,11,92,83.4,76,94,74.3,55,28.55555556
1048,,12,88,81.5,76,91,76.6,61,27.5
1049,,13,79,76,73,97,91.2,82,24.44444444
1050,,14,76,71.8,68,97,91.8,74,22.11111111
1051,,15,78,72.8,71,100,93.7,87,22.66666667
1052,,16,78,74,72,94,89,79,23.33333333
1053,,17,83,74.6,71,94,83.4,60,23.66666667
1054,,18,85,74.1,69,100,86.2,55,23.38888889
1055,,19,84,76.4,72,97,81.6,61,24.66666667
1056,,20,83,73.8,70,100,88.5,69,23.22222222
1057,,21,78,70,62,93,69.4,45,21.11111111
1058,,22,79,69.2,59,90,65.2,43,20.66666667
1059,,23,81,71.5,62,87,68.1,49,21.94444444
1060,,24,85,76.2,69,90,79.7,67,24.55555556
1061,,25,89,81.2,75,96,76.1,53,27.33333333
1062,,26,90,76.9,72,96,82.5,57,24.94444444
1063,,27,83,75.1,71,93,86.3,67,23.94444444
1064,,28,90,79.6,72,97,77.8,55,26.44444444
1065,,29,88,79.4,70,93,70.3,48,26.33333333
1066,,30,88,78.5,71,96,76,53,25.83333333
1067,,31,85,75.7,68,97,79.7,55,24.27777778
1068,,1,75,68.6,64,90,68.2,45,20.33333333
1069,,2,76,67.8,59,90,67.5,50,19.88888889
1070,,3,79,69.5,58,87,62.2,45,20.83333333
1071,,4,80,70.2,60,87,66.3,43,21.22222222
1072,,5,88,75.4,65,87,70.2,49,24.11111111
1073,,6,87,78.8,70,93,76.4,61,26
1074,,7,89,80.4,72,87,73.2,57,26.88888889
1075,,8,83,76.8,73,97,84.6,71,24.88888889
1076,,9,81,75,69,100,88.8,71,23.88888889
1077,,10,78,73,63,97,85.9,55,22.77777778
1078,,11,76,66,55,93,66.3,40,18.88888889
1079,,12,78,68.3,58,87,65.3,46,20.16666667
1080,,13,82,70.7,59,90,70.2,52,21.5
1081,,14,83,72.9,65,93,76,54,22.72222222
1082,,15,80,70.8,64,90,73.6,54,21.55555556
1083,,16,87,71.7,64,97,80.3,51,22.05555556
1084,,17,78,71.1,69,100,90.5,71,21.72222222
1085,,18,81,70,66,100,85.9,49,21.11111111
1086,,19,84,68.8,57,100,74.3,34,20.44444444
1087,,20,86,73.4,62,90,66,38,23
1088,,21,88,74.8,62,93,61.5,32,23.77777778
1089,,22,86,75.3,65,84,62.6,36,24.05555556
1090,,23,87,76.6,66,90,68.7,46,24.77777778
1091,,24,83,73.1,67,93,78.8,56,22.83333333
1092,,25,85,74.1,64,85,72.1,53,23.38888889
1093,,26,74,65.2,53,94,77.5,35,18.44444444
1094,,27,74,60.5,48,83,60.6,30,15.83333333
1095,,28,63,58.5,54,94,82.4,69,14.72222222
1096,,29,68,59.3,53,93,77.6,52,15.16666667
1097,,30,67,61.5,57,96,87.5,66,16.38888889
1098,,1,65,56.1,51,100,91.5,70,13.38888889
1099,,2,69,59.9,56,100,88.3,63,15.5
1100,,3,73,62,51,97,76.4,51,16.66666667
1101,,4,78,66.3,56,90,70.7,50,19.05555556
1102,,5,79,70.5,64,84,74.1,60,21.38888889
1103,,6,84,72.4,63,97,73.1,47,22.44444444
1104,,7,81,68.5,57,86,68.5,47,20.27777778
1105,,8,66,56.6,47,71,54.1,35,13.66666667
1106,,9,70,57.7,48,83,65.7,45,14.27777778
1107,,10,71,59.9,50,83,66.5,45,15.5
1108,,11,73,62.8,54,77,61.9,44,17.11111111
1109,,12,75,63.8,55,93,70.3,44,17.66666667
1110,,13,60,52.9,50,96,77.8,49,11.61111111
1111,,14,65,54.3,46,83,68.3,48,12.38888889
1112,,15,73,61,52,100,83.1,66,16.11111111
1113,,16,73,66.8,61,93,80.5,64,19.33333333
1114,,17,81,72.4,65,84,70.6,56,22.44444444
1115,,18,76,73,69,90,73.2,66,22.77777778
1116,,19,76,63.5,58,96,77.4,46,17.5
1117,,20,58,55.6,53,97,92.9,86,13.11111111
1118,,21,55,50.4,46,93,77.9,53,10.22222222
1119,,22,59,47.9,39,86,66.4,42,8.833333333
1120,,23,72,56.8,43,86,66.9,47,13.77777778
1121,,24,62,54.7,47,89,68.3,46,12.61111111
1122,,25,58,48.7,40,89,69,47,9.277777778
1123,,26,64,54.8,47,90,64.7,50,12.66666667
1124,,27,61,52.7,48,97,84.2,76,11.5
1125,,28,64,52.6,43,89,75.6,58,11.44444444
1126,,29,78,67.3,55,81,65.3,48,19.61111111
1127,,30,68,61.6,51,84,77.2,68,16.44444444
1128,,31,63,54.6,49,86,77.7,67,12.55555556
1129,,1,79,65.6,55,96,69.9,42,18.66666667
1130,,2,76,68.5,59,90,65.5,51,20.27777778
1131,,3,67,61.7,53,93,84.3,70,16.5
1132,,4,61,51.5,45,93,76.1,42,10.83333333
1133,,5,63,49.4,38,89,65.8,38,9.666666667
1134,,6,65,53.5,42,92,65.8,43,11.94444444
1135,,7,68,55,46,86,64.6,40,12.77777778
1136,,8,59,53.4,48,96,81.7,66,11.88888889
1137,,9,55,47.9,43,86,71.4,47,8.833333333
1138,,10,59,46.5,35,97,71.2,42,8.055555556
1139,,11,59,48.5,40,83,65.4,45,9.166666667
1140,,12,52,40.8,31,82,60.8,34,4.888888889
1141,,13,57,41.2,26,92,60.7,29,5.111111111
1142,,14,60,44.8,31,79,62,41,7.111111111
1143,,15,63,49.6,39,85,64.4,46,9.777777778
1144,,16,64,50,39,97,76,48,10
1145,,17,73,57,43,89,67.7,44,13.88888889
1146,,18,73,60.5,45,94,69.8,54,15.83333333
1147,,19,44,37.3,33,82,69.2,57,2.944444444
1148,,20,37,29.9,25,81,69.7,54,-1.166666667
1149,,21,43,32.3,24,85,68.3,47,0.166666667
1150,,22,43,36.1,29,79,67.6,53,2.277777778
1151,,23,49,43.5,38,97,86.4,60,6.388888889
1152,,24,49,43.5,39,97,89.8,81,6.388888889
1153,,25,40,38.5,37,86,81.2,73,3.611111111
1154,,26,46,40.4,34,85,74.8,63,4.666666667
1155,,27,50,39.7,31,92,73.7,50,4.277777778
1156,,28,53,48.4,41,97,83.8,60,9.111111111
1157,,29,61,53.5,49,90,74.6,51,11.94444444
1158,,30,53,45.2,37,93,72,46,7.333333333
1159,,1,39,37.2,36,86,71.3,65,2.888888889
1160,,2,40,37.8,36,89,75.8,70,3.222222222
1161,,3,39,36.4,33,89,72.1,62,2.444444444
1162,,4,40,37.6,34,100,86.3,70,3.111111111
1163,,5,42,36.5,34,89,81.5,70,2.5
1164,,6,43,37.6,32,93,84.8,76,3.111111111
1165,,7,36,30.7,25,85,72.3,54,-0.722222222
1166,,8,27,23,20,78,69.4,62,-5
1167,,9,27,23,20,85,73.2,58,-5
1168,,10,29,24.7,19,85,69.4,56,-4.055555556
1169,,11,37,32,27,96,76,59,0
1170,,12,38,31.6,24,97,83.5,75,-0.222222222
1171,,13,32,27.2,13,96,88.3,80,-2.666666667
1172,,14,19,11.6,3,84,68.5,52,-11.33333333
1173,,15,13,8.4,3,70,61,49,-13.11111111
1174,,16,28,19.7,12,78,60,55,-6.833333333
1175,,17,35,31.7,27,100,94.1,85,-0.166666667
1176,,18,22,15.5,5,92,79.9,68,-9.166666667
1177,,19,20,9,-1,79,66.1,36,-12.77777778
1178,,20,35,22.3,12,88,71.1,44,-5.388888889
1179,,21,42,30.6,23,88,71.7,49,-0.777777778
1180,,22,42,35.1,28,85,73.6,60,1.722222222
1181,,23,38,33.7,27,96,82.1,70,0.944444444
1182,,24,44,40.3,37,100,90.2,76,4.611111111
1183,,25,46,39.8,36,100,92.8,86,4.333333333
1184,,26,65,55.9,46,100,89.3,59,13.27777778
1185,,27,43,33.6,28,81,66.8,51,0.888888889
1186,,28,48,36.3,24,91,71.5,42,2.388888889
1187,,29,41,34.9,32,92,75.9,57,1.611111111
1188,,30,37,31.6,28,81,64,48,-0.222222222
1189,,31,45,39.5,30,86,57.5,40,4.166666667
1190,2017.1,1,45,34.4,24,89,77,60,1.333333333
1191,,2,52,46,38,100,90,79,7.777777778
1192,,3,51,48,36,100,96.1,89,8.888888889
1193,,4,35,23,18,92,72.3,57,-5
1194,,5,19,15.2,8,84,78.2,59,-9.333333333
1195,,6,10,6.8,3,83,68.4,56,-14
1196,,7,16,8,-1,81,69.8,58,-13.33333333
1197,,8,19,12.6,3,80,62.2,47,-10.77777778
1198,,9,35,26.8,18,65,58.7,52,-2.888888889
1199,,10,53,44,36,93,79.7,50,6.666666667
1200,,11,62,44.9,28,100,92.1,78,7.166666667
1201,,12,64,50.2,30,96,86.4,75,10.11111111
1202,,13,32,29.1,25,85,76.1,66,-1.611111111
1203,,14,34,32,30,96,89.8,75,0
1204,,15,35,32.5,29,92,85,78,0.277777778
1205,,16,52,41,35,100,92.3,85,5
1206,,17,58,48.7,39,97,89.6,79,9.277777778
1207,,18,39,37,36,97,91.1,86,2.777777778
1208,,19,46,40.7,35,96,87.2,76,4.833333333
1209,,20,54,49.5,44,100,92.5,80,9.722222222
1210,,21,66,53.6,45,97,84,58,12
1211,,22,61,53.5,48,97,84.7,67,11.94444444
1212,,23,50,44,39,100,94,89,6.666666667
1213,,24,41,39.9,39,96,79.7,70,4.388888889
1214,,25,55,43.6,37,86,74.2,60,6.444444444
1215,,26,38,33.1,30,92,81.1,62,0.611111111
1216,,27,32,29.7,27,89,79.1,69,-1.277777778
1217,,28,32,28,23,85,77.8,69,-2.222222222
1218,,29,32,27.8,26,86,76.4,69,-2.333333333
1219,,30,35,26.6,16,81,62.6,48,-3
1220,,31,43,39.6,35,79,68.3,58,4.222222222
1221,,1,41,37,31,86,71.1,51,2.777777778
1222,,2,33,26,21,71,55.3,36,-3.333333333
1223,,3,29,22.3,19,71,55.8,36,-5.388888889
1224,,4,34,24.9,13,77,52.1,28,-3.944444444
1225,,5,49,38.6,31,73,54.5,35,3.666666667
1226,,6,55,42.4,30,100,80.7,55,5.777777778
1227,,7,61,56.4,48,100,84.8,71,13.55555556
1228,,8,46,34.2,28,92,82.5,70,1.222222222
1229,,9,28,20.1,15,84,66.9,46,-6.611111111
1230,,10,51,34,15,72,57.6,44,1.111111111
1231,,11,65,57.1,48,97,72.8,50,13.94444444
1232,,12,58,49,36,100,78.3,40,9.444444444
1233,,13,47,35.7,24,84,56.8,29,2.055555556
1234,,14,52,42.9,35,72,56,41,6.055555556
1235,,15,42,36,29,79,56.5,35,2.222222222
1236,,16,47,37.5,30,67,49.2,28,3.055555556
1237,,17,65,52.3,42,65,47.6,33,11.27777778
1238,,18,65,53.8,43,86,60.1,40,12.11111111
1239,,19,64,52.5,47,93,78.2,46,11.38888889
1240,,20,65,48.8,41,100,87,50,9.333333333
1241,,21,65,57.3,51,90,70.4,52,14.05555556
1242,,22,68,58.2,53,97,85.1,63,14.55555556
1243,,23,68,60.6,51,100,80,59,15.88888889
1244,,24,74,60.3,46,93,74.1,46,15.72222222
1245,,25,46,31.6,26,89,68.8,52,-0.222222222
1246,,26,46,33.5,20,81,52.4,25,0.833333333
1247,,27,52,45.2,40,89,66.3,37,7.333333333
1248,,28,64,52.7,45,100,92.9,79,11.5
1249,,1,63,51.7,38,96,82,55,10.94444444
1250,,2,42,35.3,29,79,62.7,40,1.833333333
1251,,3,36,29.9,26,78,55.2,34,-1.166666667
1252,,4,47,36.5,30,76,54.8,37,2.5
1253,,5,67,48,31,72,49.7,24,8.888888889
1254,,6,60,53.5,50,97,85.8,64,11.94444444
1255,,7,62,53.6,39,97,74.7,43,12
1256,,8,58,47.9,38,62,44,24,8.833333333
1257,,9,64,49,37,67,47.4,35,9.444444444
1258,,10,40,35.2,26,79,52.2,29,1.777777778
1259,,11,34,27.8,22,63,44.7,32,-2.333333333
1260,,12,36,28.9,21,60,43.1,33,-1.722222222
1261,,13,32,29.7,27,93,74.9,47,-1.277777778
1262,,14,30,24.4,19,81,67.3,45,-4.222222222
1263,,15,33,23.9,18,85,63.6,37,-4.5
1264,,16,42,29.6,17,78,52.5,27,-1.333333333
1265,,17,46,40.4,33,100,80.2,46,4.666666667
1266,,18,45,40.9,37,100,80.1,65,4.944444444
1267,,19,50,42,36,82,66.7,46,5.555555556
1268,,20,51,45.1,40,89,75.9,61,7.277777778
1269,,21,59,48.4,39,93,73.4,35,9.111111111
1270,,22,41,34.3,27,66,50.5,37,1.277777778
1271,,23,55,42,28,69,48,30,5.555555556
1272,,24,75,63.3,50,72,58.5,48,17.38888889
1273,,25,75,64.3,58,97,70.6,45,17.94444444
1274,,26,61,57.4,53,100,88.6,74,14.11111111
1275,,27,63,54.6,47,97,85.5,65,12.55555556
1276,,28,58,53.7,50,96,82.6,67,12.05555556
1277,,29,60,51.7,46,93,72.7,53,10.94444444
1278,,30,71,59.6,53,96,75.6,57,15.33333333
1279,,31,57,49.1,39,96,89.8,84,9.5
1280,,1,56,45,39,89,74,49,7.222222222
1281,,2,63,51.5,41,93,64.9,41,10.83333333
1282,,3,69,59.9,52,93,70.6,55,15.5
1283,,4,60,55.1,51,93,80.9,62,12.83333333
1284,,5,61,52.9,47,93,78.3,60,11.61111111
1285,,6,48,43.3,37,93,81.3,52,6.277777778
1286,,7,54,43.2,34,79,52.6,26,6.222222222
1287,,8,65,50,34,76,46.7,28,10
1288,,9,77,62.7,47,61,46.3,34,17.05555556
1289,,10,73,67,60,90,61.2,44,19.44444444
1290,,11,68,59.9,50,80,71,58,15.5
1291,,12,67,55.2,43,83,57.2,30,12.88888889
1292,,13,76,62.7,49,69,51.4,27,17.05555556
1293,,14,79,65.7,53,80,63.1,42,18.72222222
1294,,15,80,71.5,62,65,49.7,34,21.94444444
1295,,16,73,67,60,87,64,0,19.44444444
1296,,17,69,60.8,0,0,0,0,16
1297,,18,77,65.9,52,0,0,0,18.83333333
1298,,19,80,70.5,63,93,38.3,0,21.38888889
1299,,20,79,69.6,60,93,69.2,0,20.88888889
1300,,21,58,51.6,45,83,67.8,57,10.88888889
1301,,22,57,49.7,45,71,58.2,43,9.833333333
1302,,23,70,56.3,41,70,42.5,23,13.5
1303,,24,75,62.3,47,67,44,22,16.83333333
1304,,25,75,64.8,53,89,68.1,50,18.22222222
1305,,26,83,70,60,83,66.6,45,21.11111111
1306,,27,73,56.5,48,90,77.7,51,13.61111111
1307,,28,62,54.4,47,100,85.1,65,12.44444444
1308,,29,74,60.3,57,100,91.9,66,15.72222222
1309,,30,70,63.8,57,100,92.5,73,17.66666667
1310,,1,67,58.2,48,96,80.4,57,14.55555556
1311,,2,62,50.8,45,89,66.9,46,10.44444444
1312,,3,53,47.9,40,90,73.4,52,8.833333333
1313,,4,48,47.2,46,97,92.5,89,8.444444444
1314,,5,56,47.8,44,93,79.8,51,8.777777778
1315,,6,60,50.1,40,80,55.4,36,10.05555556
1316,,7,61,49.9,38,70,48.8,35,9.944444444
1317,,8,62,52.5,36,75,45,29,11.38888889
1318,,9,71,56.4,48,100,85.4,66,13.55555556
1319,,10,81,66.8,55,96,78.5,56,19.33333333
1320,,11,65,61,57,100,87.8,75,16.11111111
1321,,12,68,60.2,53,75,59.3,43,15.66666667
1322,,13,74,62.7,48,90,60.5,37,17.05555556
1323,,14,82,69.8,56,87,59.8,39,21
1324,,15,82,71.5,60,80,59.5,38,21.94444444
1325,,16,83,74,62,84,59.5,42,23.33333333
1326,,17,83,75.9,68,73,56.6,42,24.38888889
1327,,18,85,77,71,81,62.4,46,25
1328,,19,79,68.9,61,97,84.4,60,20.5
1329,,20,78,62.7,55,100,90.2,76,17.05555556
1330,,21,74,66.9,56,97,77.8,49,19.38888889
1331,,22,70,59.5,47,86,60.3,39,15.27777778
1332,,23,72,64.6,58,72,56.6,40,18.11111111
1333,,24,63,59.7,58,93,87.1,65,15.38888889
1334,,25,64,58.1,55,97,88.3,72,14.5
1335,,26,76,65.9,52,97,79.2,55,18.83333333
1336,,27,78,71,66,93,78.4,60,21.66666667
1337,,28,77,67.7,62,97,83.7,62,19.83333333
1338,,29,81,69.3,57,97,63.2,34,20.72222222
1339,,30,76,66.7,57,87,55.9,28,19.27777778
1340,,31,78,68.6,57,74,47.8,29,20.33333333
1341,,1,78,66.6,52,80,49.5,27,19.22222222
1342,,2,83,71.5,57,70,45,27,21.94444444
1343,,3,85,74.7,60,86,55.5,38,23.72222222
1344,,4,87,76,64,78,59,41,24.44444444
1345,,5,87,76.6,69,90,61.9,26,24.77777778
1346,,6,78,69.2,59,81,52.6,32,20.66666667
1347,,7,71,65,58,72,52.7,36,18.33333333
1348,,8,76,65.2,54,72,53.1,36,18.44444444
1349,,9,83,70.9,58,81,54.4,33,21.61111111
1350,,10,84,73.7,62,75,53.9,37,23.16666667
