Day,Beta,temp
1126,1.207684159,19.17
1127,1.206634998,11.78
1128,1.205685854,14
1129,1.204842329,18.94
1130,1.204108715,14.72
1131,1.203490019,13.89
1132,1.202989817,14.5
1133,1.202612162,15.22
1134,1.202359915,12.89
1135,1.202236891,12.56
1136,1.202245712,12.39
1137,1.202388525,8.22
1138,1.202666998,12.61
1139,1.203083277,9.11
1140,1.203638673,5.78
1141,1.204333782,9.94
1142,1.205169082,10
1143,1.206144691,9.83
1144,1.207259893,12.78
1145,1.208514452,18.61
1146,1.209906816,7.72
1147,1.211435199,1.17
1148,1.213098168,-0.44
1149,1.214892983,3.11
1150,1.216816306,4.94
1151,1.218865633,4.67
1152,1.221036673,3.78
1153,1.22332561,4.78
1154,1.225727797,7.56
1155,1.228238583,8
1156,1.230851889,11.67
1157,1.233562589,4.5
1158,1.236364126,2.44
1159,1.239250302,2.28
1160,1.242214203,3.06
1161,1.245248556,3.61
1162,1.248345494,1.72
1163,1.251497626,3.22
1164,1.25469625,-0.39
1165,1.257933259,-5.94
1166,1.261199951,-7.72
1167,1.264486909,-7.5
1168,1.267785311,-4.28
1169,1.271085501,-1.22
1170,1.274378061,-6.39
1171,1.277653337,-10.33
1172,1.280901194,-8.44
1173,1.284111738,-12.22
1174,1.287275434,-6.33
1175,1.290381908,-11.78
1176,1.293420672,-19.78
1177,1.296382666,-10
1178,1.299257278,-1.78
1179,1.302034616,1.83
1180,1.304705024,1
1181,1.307258606,1.78
1182,1.309685707,0.67
1183,1.311977506,4.83
1184,1.314124227,1.44
1185,1.316116691,0.83
1186,1.317946315,2.83
1187,1.319604516,2.33
1188,1.321082354,2.39
1189,1.322372079,-0.78
1190,1.323465109,-1.28
1191,1.324354053,2.11
1192,1.325031519,-4.06
1193,1.325489402,-12.39
1194,1.325720787,-13.06
1195,1.325718641,-14.44
1196,1.325476408,-9.5
1197,1.324986696,-9.28
1198,1.324243546,-4.56
1199,1.323240161,1.67
1200,1.321970463,-4
1201,1.320427895,-8.17
1202,1.318606734,-7.39
1203,1.316500902,-2.94
1204,1.31410408,-0.61
1205,1.311410785,0.61
1206,1.308414698,1.11
1207,1.305110335,1.39
1208,1.301491976,2.44
1209,1.297553658,4.11
1210,1.293290257,5.33
1211,1.28869617,1.78
1212,1.283766031,0.94
1213,1.278495073,0.67
1214,1.272878289,0.11
1215,1.266911149,-2.33
1216,1.260590196,-3.5
1217,1.253910899,-1.56
1218,1.246870995,0.28
1219,1.239467502,4.17
1220,1.231699467,3.67
1221,1.223565936,-1.17
1222,1.215066791,-7
1223,1.206204414,-5.17
1224,1.196981072,0.44
1225,1.187401175,-0.44
1226,1.177470326,6.78
1227,1.167196512,2.44
1228,1.156588435,-8.11
1229,1.145658016,-9
1230,1.134418249,4.33
1231,1.12288475,7.17
1232,1.111074686,4.83
1233,1.099007845,2.89
1234,1.0867064,4.06
1235,1.074193597,1.39
1236,1.061496377,8.33
1237,1.048640847,13.06
1238,1.035657644,10.17
1239,1.022576928,13.89
1240,1.009430885,15.22
1241,0.996252179,11.5
1242,0.983074307,15
1243,0.969931006,5.94
1244,0.956856012,-0.61
1245,0.943882585,-3.61
1246,0.93104291,2.78
1247,0.918368697,5.22
1248,0.905890048,11
1249,0.893635035,2.61
1250,0.881630242,-1.22
1251,0.869899988,0
1252,0.858466387,8.78
1253,0.847349048,12
1254,0.836565197,16.89
1255,0.826129317,7.28
1256,0.816053867,6.28
1257,0.806347787,3.06
1258,0.797018766,-4.72
1259,0.788071573,-4.11
1260,0.779508889,-0.89
1261,0.771331012,-2.72
1262,0.763536811,-6.11
1263,0.756123304,-3.33
1264,0.749086082,5.72
1265,0.742418647,9.17
1266,0.736114144,5.56
1267,0.730163872,11.44
1268,0.724559069,13.5
1269,0.719289839,5.72
1270,0.714345872,3.61
1271,0.709715903,9.39
1272,0.705388963,11
1273,0.70135355,5.78
1274,0.697598159,7
1275,0.694111288,8.17
1276,0.69088155,9.89
1277,0.687897861,7.06
1278,0.685148776,6.28
1279,0.682623506,6.17
1280,0.680311799,8.56
1281,0.678203523,10.28
1282,0.676288962,10.17
1283,0.67455858,10.89
1284,0.673003674,8.5
1285,0.671616018,8.89
1286,0.670387387,9.17
1287,0.66931057,17.22
1288,0.668378234,21.11
1289,0.667584062,12.39
1290,0.666922152,9.61
1291,0.666386485,15.56
1292,0.665972352,18.89
1293,0.665674508,18
1294,0.665489018,20.78
1295,0.665411711,16.89
1296,0.66543895,17.11
1297,0.665567338,17.5
1298,0.665794075,16.94
1299,0.666116059,11.94
1300,0.666531146,11.39
1301,0.667036533,13.94
1302,0.667630017,15.22
1303,0.668309689,17.56
1304,0.669073462,15.89
1305,0.669919193,7.33
1306,0.670845032,6.78
1307,0.671848774,5.5
1308,0.672928691,6.39
1309,0.674082339,7
1310,0.675307751,7.22
1311,0.676602185,11.44
1312,0.677963316,11.67
1313,0.679388404,14.61
1314,0.680874527,17.67
1315,0.682419062,18.33
1316,0.684018433,19.06
1317,0.685669303,20.28
1318,0.687367976,21.89
1319,0.689111114,17.17
1320,0.690894425,17.39
1321,0.692713976,18
1322,0.694565713,20.61
1323,0.696445107,22.61
1324,0.698347867,26.28
1325,0.700269163,24.17
1326,0.702204704,19.78
1327,0.704150259,15.22
1328,0.706100881,10.61
1329,0.708051741,13.22
1330,0.709998906,10.89
1331,0.711937189,16.39
1332,0.713863134,13.17
1333,0.715771616,13.28
1334,0.717659354,17.06
1335,0.719522238,21.17
1336,0.721356332,17.83
1337,0.723158717,20.22
1338,0.724925756,19.06
1339,0.726655126,19.33
1340,0.728343725,18.5
1341,0.729989648,21.83
1342,0.731591225,24.61
1343,0.733146608,26.5
1344,0.734654963,27.56
1345,0.736115336,25.56
1346,0.737527788,22.78
1347,0.738892496,21.94
1348,0.740209997,23.5
1349,0.741481423,25
1350,0.742708743,27.11
1351,0.743893504,28.72
1352,0.745038569,28.5
1353,0.746147156,28.78
1354,0.747223079,24
1355,0.748270333,26.11
1356,0.749293387,25.83
1357,0.750297904,24.33
1358,0.751289248,21.67
1359,0.752274036,22.67
1360,0.753258705,25.17
1361,0.754251003,24.17
1362,0.755258799,25.83
1363,0.756290078,21.22
1364,0.757354021,19.72
1365,0.758459449,18.11
1366,0.759616971,18
1367,0.760836065,20.56
1368,0.762127638,23.56
1369,0.763502955,23.89
1370,0.764973164,22.17
1371,0.766550183,22.39
1372,0.768245995,23.78
1373,0.770072818,26.89
1374,0.772043347,24.17
1375,0.77417016,26.44
1376,0.776466131,28.11
1377,0.778943658,26
1378,0.781616151,25.17
1379,0.784495771,27.78
1380,0.787595391,28.89
1381,0.790926754,27.33
1382,0.794501901,27.78
1383,0.798331857,24.89
1384,0.802427709,23.61
1385,0.806799054,26.83
1386,0.811454654,28.44
1387,0.816402972,25.78
1388,0.821650684,28
1389,0.827202976,29.72
1390,0.833064437,30.83
1391,0.839236796,30.89
1392,0.845721245,29
1393,0.852516174,26.39
1394,0.859618902,23.72
1395,0.867023468,27.44
1396,0.874722838,24.72
1397,0.882707179,25.72
1398,0.890964448,24.94
1399,0.899480402,23.89
1400,0.908239067,23.28
1401,0.917221427,24.11
1402,0.926406741,24.94
1403,0.935773969,25.5
1404,0.945298016,21.11
1405,0.954954028,19.22
1406,0.964716017,19.56
1407,0.974556804,21.44
1408,0.984448254,21.83
1409,0.99436295,22.39
1410,1.004273534,22.94
1411,1.014152288,24.06
1412,1.023972988,22.28
1413,1.033710361,21.89
1414,1.043340206,21.78
1415,1.052839875,22.72
1416,1.062188745,22.11
1417,1.071367502,24.33
1418,1.08035934,22.44
1419,1.089148998,23.89
1420,1.097722888,23.5
1421,1.106070757,23.17
1422,1.11418283,21.28
1423,1.122052193,20.56
1424,1.129673243,20.72
1425,1.137042165,21.5
1426,1.144156814,21.17
1427,1.151016235,22.06
1428,1.157620788,22
1429,1.16397202,19.17
1430,1.170072794,20.94
1431,1.175925851,22.56
1432,1.181535482,21.78
1433,1.186905861,18.72
1434,1.192042828,22.06
1435,1.196950912,23.39
1436,1.201635957,22.5
1437,1.20610404,16.33
1438,1.210360885,15.11
1439,1.214412212,17.22
1440,1.218264341,21.22
1441,1.221922636,22
1442,1.225393295,22.5
1443,1.228681922,21.67
1444,1.23179388,22.67
1445,1.234734774,23.78
1446,1.237509966,25.28
1447,1.240124226,26.28
1448,1.24258256,23.17
1449,1.244890332,17.67
1450,1.247051597,19.17
1451,1.249071002,22.06
1452,1.250953436,26
1453,1.25270319,25.11
1454,1.254324198,27.61
1455,1.255821109,27.22
1456,1.257197499,26.39
1457,1.258458257,21.72
1458,1.259607196,18.11
1459,1.260648251,15.67
1460,1.261586189,17.5
1461,1.262424946,17.72
1462,1.263168573,16.72
1463,1.263821959,18.44
1464,1.264389038,22.5
1465,1.264874578,20.5
1466,1.265283227,15.94
1467,1.265619278,16
1468,1.265887737,19.94
1469,1.266093731,17.17
1470,1.266242027,18.39
1471,1.266337872,14.61
1472,1.266386032,8
1473,1.266392589,11.5
1474,1.266361713,12.44
1475,1.266299963,13.94
1476,1.266212225,16.44
1477,1.266104102,10.39
1478,1.265981436,12.44
1479,1.265849352,15.67
1480,1.265713692,16.94
1481,1.26557982,17
1482,1.265453935,18.11
1483,1.265340805,18
1484,1.26524663,12.94
1485,1.265176058,11.28
1486,1.265134931,7.28
1487,1.265128136,11.33
1488,1.265160799,10.5
1489,1.265237927,1.83
1490,1.265363693,2.67
1491,1.26554358,6.22
1492,1.265781403,4.61
1493,1.266080976,0.22
1494,1.266447067,5.22
1495,1.266882777,7.06
1496,1.267391562,5.28
1497,1.267976642,7.67
1498,1.268640637,5.33
1499,1.269386649,0.44
1500,1.270216465,1.83
1501,1.271131873,2.11
1502,1.272135258,-0.72
1503,1.273227334,-2.78
1504,1.274409056,5.22
1505,1.275681019,4.72
1506,1.277043462,2.11
1507,1.278496742,8.72
1508,1.280039787,6.56
1509,1.28167212,-0.61
1510,1.283392668,8.28
1511,1.285199761,4.06
1512,1.287091255,1.89
1513,1.289065123,9.06
1514,1.291119099,1.78
1515,1.293249607,-1.94
1516,1.295453906,5.72
1517,1.297727942,13.39
1518,1.300068259,7.22
1519,1.302470446,7.22
1520,1.304929852,10
1521,1.307441831,10.17
1522,1.310001135,4.89
1523,1.31260252,6.56
1524,1.315240741,5.67
1525,1.317909241,6.61
1526,1.320602417,9.83
1527,1.323314309,12
1528,1.326038122,-0.39
1529,1.328767776,-1.39
1530,1.331496358,-6.72
1531,1.334216952,-2.39
1532,1.336923122,-3.28
1533,1.339608312,2.39
1534,1.342264652,1.67
1535,1.344886422,-4.39
1536,1.347465396,3.06
1537,1.349995852,-1.17
1538,1.352470756,2.28
1539,1.354882956,5.33
1540,1.357225895,1
1541,1.359493613,2.28
1542,1.361679435,5.44
1543,1.363776684,1.94
1544,1.365779638,1.56
1545,1.367682457,-3.89
1546,1.36947906,-6.67
1547,1.371164203,-7.06
1548,1.372732759,-12.61
1549,1.374178767,-16
1550,1.375497699,-17.06
1551,1.376684666,-12.28
1552,1.377735019,-10.94
1553,1.378644228,-18.22
1554,1.379407883,-21.83
1555,1.380021572,-23.61
1556,1.38048172,-14.61
1557,1.380784035,-12.56
1558,1.380924463,-15.28
1559,1.380899191,-13.17
1560,1.380704165,-13.78
1561,1.38033545,-1.44
1562,1.379789948,0.67
1563,1.379062057,2.33
1564,1.378148913,4.11
1565,1.377045512,-6.22
1566,1.375748038,-15.72
1567,1.374251366,-13.39
1568,1.372550488,-7
1569,1.370640874,-16.39
1570,1.368516207,-17.5
1571,1.366171718,-10.83
1572,1.363600731,-2.22
1573,1.360797167,3.5
1574,1.357753992,3.44
1575,1.354465008,4.61
1576,1.350921869,3.72
1577,1.347118258,-2.39
1578,1.343045115,-2.06
1579,1.338695526,3.5
1580,1.334060431,8.39
1581,1.329131722,3.17
1582,1.323901534,-3.44
1583,1.318361521,-7.33
1584,1.312503099,-1.44
1585,1.306318879,2.94
1586,1.29980123,-8.72
1587,1.29294312,-8.89
1588,1.285738707,2.28
1589,1.278181672,-10.72
1590,1.270268202,-12.5
1591,1.261994362,-14.56
1592,1.253357887,-10.83
1593,1.24435842,-6.89
1594,1.234996796,-10.39
1595,1.22527504,-12.67
1596,1.215198755,-11.11
1597,1.204773784,-11.22
1598,1.194009304,-3.11
1599,1.182916403,2.94
1600,1.171508074,2.39
1601,1.159800053,-7.06
1602,1.147810817,-0.89
1603,1.135561228,4.67
1604,1.123073459,2.44
1605,1.110372663,-3.5
1606,1.097485304,-6.89
1607,1.08444047,-1.11
1608,1.071268082,-0.44
1609,1.058000684,-0.78
1610,1.044669509,0.72
1611,1.031308174,5.11
1612,1.017950773,9.78
1613,1.00462985,6.61
1614,0.991378903,3.11
1615,0.978230059,3.28
1616,0.965215564,7.89
1617,0.952363849,10.56
1618,0.939704776,4
1619,0.927263379,-1
1620,0.915064871,-2.61
1621,0.903131008,-3.17
1622,0.891481578,-1
1623,0.880133927,2.67
1624,0.869102597,1.89
1625,0.858399928,2.67
1626,0.848035872,0.72
1627,0.838017344,6.33
1628,0.828350008,6.61
1629,0.819036365,1.39
1630,0.810077667,1.44
1631,0.801472843,2.72
1632,0.793218791,6.89
1633,0.78531146,2.22
1634,0.777745128,3
1635,0.770512938,4.44
1636,0.763606846,5.11
1637,0.757017672,0.5
1638,0.750736475,2.83
1639,0.744752407,3.39
1640,0.739054739,4.22
1641,0.733632386,6.89
1642,0.728474319,3.5
1643,0.723568678,6.11
1644,0.718904138,4.39
1645,0.714469016,-3.22
1646,0.710252106,-0.61
1647,0.706242025,-0.06
1648,0.702427685,-2.89
1649,0.698798597,5.83
1650,0.695344031,-2.56
1651,0.692054212,-1.22
1652,0.688919246,-0.89
1653,0.685929894,0.56
1654,0.683077335,5.67
1655,0.680353105,13.22
1656,0.677749276,15.11
1657,0.67525816,10.89
1658,0.67287302,3.5
1659,0.670586705,-2.39
1660,0.668393552,-1
1661,0.66628772,5.06
1662,0.664264143,1.22
1663,0.662317634,6.11
1664,0.660443902,9.44
1665,0.658639371,11.28
1666,0.656899929,14.28
1667,0.655222595,16
1668,0.653604567,16.11
1669,0.652042866,13.56
1670,0.650535882,13.78
1671,0.649080873,14.72
1672,0.647676945,11.61
1673,0.646322191,14.94
1674,0.64501524,21.33
1675,0.643755019,20.56
1676,0.642540991,17.94
1677,0.641371906,17.28
1678,0.640247107,18.44
1679,0.639165998,20.44
1680,0.63812834,21.22
1681,0.637133121,20.67
1682,0.636180162,22.83
1683,0.635269105,21.67
1684,0.634399533,19.61
1685,0.633570552,13.5
1686,0.632782221,11.39
1687,0.632034004,14.11
1688,0.631325305,18.94
1689,0.630655408,20.67
1690,0.630024254,22.17
1691,0.629431248,23.5
1692,0.628875732,22.44
1693,0.628357291,20.72
1694,0.627875328,16.5
1695,0.627429664,17.83
1696,0.627019763,20.67
1697,0.626645267,25.06
1698,0.626305997,25.83
1699,0.626001716,25.56
1700,0.625732481,28.22
1701,0.625498295,29.67
1702,0.625299454,29.17
1703,0.625136256,25.44
1704,0.625009596,23.67
1705,0.624919891,26.67
1706,0.624868274,28.33
1707,0.624856174,21.83
1708,0.624884844,21.89
1709,0.62495625,21.28
1710,0.625072241,25
1711,0.625235379,23.28
1712,0.62544781,25.17
1713,0.625713289,26.56
1714,0.626034617,27.28
1715,0.626415312,21.83
1716,0.626859546,22.33
1717,0.62737143,25.61
1718,0.627955854,23.28
1719,0.628617525,21.33
1720,0.629362106,28.33
1721,0.630194664,29.06
1722,0.631121933,29.44
1723,0.632149816,28.11
1724,0.633285344,24
1725,0.634535253,23.83
1726,0.635907233,19.61
1727,0.637408912,19.78
1728,0.63904798,22.11
1729,0.640833139,22.61
1730,0.642773032,21.67
1731,0.644876003,21.72
1732,0.647152066,25.06
1733,0.649609745,24.22
1734,0.652258754,29.22
1735,0.655108988,26.94
1736,0.658170342,23.78
1737,0.661452293,24.39
1738,0.664965034,27.5
1739,0.668718815,28.39
1740,0.672722578,25.94
1741,0.676986337,24.39
1742,0.681519449,23.5
1743,0.686330736,24.11
1744,0.691428661,26.94
1745,0.696821153,28.56
1746,0.702515543,26.5
1747,0.708517432,29.17
1748,0.71483314,26.89
1749,0.721466124,25.56
1750,0.728419483,26
1751,0.735695004,25.72
1752,0.743292332,24.72
1753,0.751209617,25.33
1754,0.759443402,24.89
1755,0.767987728,23.11
1756,0.776835561,24.06
1757,0.785976589,23.78
1758,0.795399487,24.67
1759,0.805089712,24.17
1760,0.815031469,23.72
1761,0.825206399,22.44
1762,0.835594118,20.44
1763,0.846172988,20.44
1764,0.85691911,21.83
1765,0.867807031,22.17
1766,0.878810823,23.33
1767,0.88990283,24.33
1768,0.901055515,22.44
1769,0.912240148,26.67
1770,0.923429012,26.22
1771,0.934593916,26.5
1772,0.945706964,24.06
1773,0.956742048,23.67
1774,0.967673898,24.61
1775,0.978477955,27.33
1776,0.989131927,25.5
1777,0.99961549,26.44
1778,1.009909034,26.28
1779,1.019996524,26.72
1780,1.029862046,23.11
1781,1.039493799,23.67
1782,1.048880339,23.67
1783,1.058013678,23.94
1784,1.066885829,24.61
1785,1.075493097,23.83
1786,1.083830953,21.39
1787,1.091899037,19.94
1788,1.099696398,19.61
1789,1.107224464,19.83
1790,1.114485741,21.83
1791,1.121483922,27.89
1792,1.128223181,26
1793,1.13470912,27
1794,1.140947342,23.17
1795,1.146944761,18.94
1796,1.152707934,20.61
1797,1.158244371,22.56
1798,1.163561225,23.72
1799,1.168666482,22.67
1800,1.173568249,22.33
1801,1.178273916,24.56
1802,1.182791114,21.83
1803,1.187127829,20.06
1804,1.191290855,16.67
1805,1.195287943,18.06
1806,1.199126244,17.67
1807,1.202812314,18.72
1808,1.206352949,20.56
1809,1.209754348,21.28
1810,1.213021994,22.67
1811,1.216162443,25.22
1812,1.219180942,26
1813,1.222082019,25.28
1814,1.224871516,26.5
1815,1.227553129,20.22
1816,1.230131745,21.28
1817,1.232611179,25.67
1818,1.234995484,15.5
1819,1.237288594,13.61
1820,1.239493728,17.39
1821,1.241614103,19.44
1822,1.243653178,15.28
1823,1.245614171,13.06
1824,1.247499228,15.89
1825,1.249312043,8.94
1826,1.251055479,8
1827,1.252731562,9.83
1828,1.254343629,11.72
1829,1.255894423,12.72
1830,1.257386208,22.28
1831,1.258821964,9.78
1832,1.260204434,12.78
1833,1.261536717,10.06
1834,1.262821078,11.06
1835,1.264060736,17.06
1836,1.26525867,19.17
1837,1.266417742,10.94
1838,1.26754117,4.61
1839,1.268631458,4.22
1840,1.269692898,6.94
1841,1.270727634,3.83
1842,1.271739483,3.44
1843,1.272731662,8.72
1844,1.273707747,7.78
1845,1.27467072,10.72
1846,1.275624275,13.78
1847,1.276571751,7
1848,1.277516365,6.5
1849,1.278461695,11.56
1850,1.279410958,7.5
1851,1.280367494,8.17
1852,1.281334639,8.89
1853,1.282315493,9.11
1854,1.283313274,11.78
1855,1.284330368,10.94
1856,1.285370588,10.89
1857,1.286436319,11.06
1858,1.287529707,10
1859,1.288653612,8.61
1860,1.289810658,8.5
1861,1.291002274,6.11
1862,1.292230844,6.39
1863,1.29349792,6.67
1864,1.294804931,3.67
1865,1.296153426,-0.94
1866,1.297544479,-0.28
1867,1.298978448,-3.44
1868,1.300456762,-5.83
1869,1.301979065,-0.17
1870,1.303545594,-5.39
1871,1.305156708,-6.39
1872,1.306811333,-1.61
1873,1.308509111,1.56
1874,1.310248852,4.22
1875,1.312030196,-1.83
1876,1.313850522,-6.56
1877,1.315709472,-2.78
1878,1.317604065,-2.83
1879,1.319532394,-0.11
1880,1.321492434,5.11
1881,1.323481679,6.5
1882,1.325496554,5.78
1883,1.327534795,-1.44
1884,1.329592347,-7.78
1885,1.331666708,-7.83
1886,1.333753586,-4.67
1887,1.335849643,-1.5
1888,1.337951183,-0.94
1889,1.340053678,2.61
1890,1.342153072,0.72
1891,1.344245672,-2.06
1892,1.346326351,-4.39
1893,1.348391294,-1.44
1894,1.350435853,-5.17
1895,1.352455616,-6.89
1896,1.354446054,-4.28
1897,1.356402993,-4.67
1898,1.358321905,-4.11
1899,1.360198259,1.17
1900,1.362027645,-0.28
1901,1.363805771,1.11
1902,1.365528345,0.06
1903,1.367191434,1.56
1904,1.368790865,2.22
1905,1.370322943,1.89
1906,1.371783733,5
1907,1.37316978,7.61
1908,1.374477148,1.44
1909,1.375702977,-2.94
1910,1.376843691,-2.17
1911,1.37789607,-0.94
1912,1.378857732,-1.61
1913,1.379725695,1.89
1914,1.380496979,1.83
1915,1.381169319,7.11
1916,1.381740928,-6.78
1917,1.382208228,-9.89
1918,1.382570028,-1.89
1919,1.382824063,-0.22
1920,1.382968545,-9.94
1921,1.383000851,-5
1922,1.382919073,1.06
1923,1.382721305,3.28
1924,1.382405758,5.28
1925,1.381970525,4.06
1926,1.381412625,7.78
1927,1.380730391,3.5
1928,1.379921436,-5.78
1929,1.378982544,-4.06
1930,1.377911448,-0.89
1931,1.376704574,-1.56
1932,1.375359416,-3.72
1933,1.373871326,-4.39
1934,1.372237086,-0.72
1935,1.370451927,-4.22
1936,1.368510962,-2.56
1937,1.366410017,-6.06
1938,1.364142537,-11.61
1939,1.361703634,-14.89
1940,1.359086156,-11
1941,1.356283665,-4.67
1942,1.353289366,-9
1943,1.350094438,-10.78
1944,1.346691847,-15.28
1945,1.343072891,-10.22
1946,1.339228392,-12.11
1947,1.33515048,-8.44
1948,1.330828667,-18.89
1949,1.326253772,-25.67
1950,1.321415544,-19.22
1951,1.316305637,-10.89
1952,1.310912609,3.78
1953,1.305227876,7.78
1954,1.299242258,-4.22
1955,1.2929461,-9.56
1956,1.286331296,-6.61
1957,1.279390335,-11.83
1958,1.272115469,-15.83
1959,1.264501214,-9.94
1960,1.256542802,-3.94
1961,1.248235464,-3.06
1962,1.239578485,-5.94
1963,1.230570436,-7.89
1964,1.221212864,-5
1965,1.211508989,-14.06
1966,1.201463699,-9.11
1967,1.191084266,-4.61
1968,1.180380702,-9.28
1969,1.169364452,-10.39
1970,1.158050179,-3.28
1971,1.146453977,-5.83
1972,1.134595037,-2.94
1973,1.12249434,0.22
1974,1.110174537,-10
1975,1.097661495,-14.28
1976,1.084981799,-10.33
1977,1.072163105,-11.11
1978,1.059235215,-9.33
1979,1.046228409,-5.22
1980,1.033174157,-9.89
1981,1.020103335,-17.39
1982,1.007047892,-16.11
1983,0.994037747,-10.94
1984,0.981104076,-7.11
1985,0.968276262,-6.61
1986,0.955581427,-1.06
1987,0.943047166,1
1988,0.930697501,-1.94
1989,0.918556333,0.56
1990,0.906643212,4.56
1991,0.894977868,9
1992,0.883575976,4.67
1993,0.87245208,1.78
1994,0.861617982,2.44
1995,0.851083279,1.89
1996,0.840854704,2.61
1997,0.830938399,4.61
1998,0.821337461,4.28
1999,0.812052965,5.67
2000,0.803084791,7.22
2001,0.794430614,7.56
2002,0.786087692,7.78
2003,0.778050959,5.44
2004,0.770314515,6.67
2005,0.762871802,13.5
2006,0.755714715,9.61
2007,0.748835087,5.83
2008,0.742224276,2.44
2009,0.735871851,1.17
2010,0.729768872,7.72
2011,0.723904729,5.11
2012,0.718269885,6.78
2013,0.712853074,8.67
2014,0.707644582,10.83
2015,0.702634215,15.11
2016,0.697811365,15.33
2017,0.693166792,17.72
2018,0.688690126,13.83
2019,0.684372365,6.89
2020,0.680204332,7.67
2021,0.676177025,2.22
2022,0.672281981,4.5
2023,0.66851145,5.33
2024,0.664857388,13.61
2025,0.661312938,18.33
2026,0.657870889,17.28
2027,0.654524803,9.5
2028,0.651269019,11.17
2029,0.648097634,15.44
2030,0.645005405,21.33
2031,0.64198786,16.39
2032,0.639040589,12.22
2033,0.636159778,13.72
2034,0.63334161,12.78
2035,0.630582929,12.89
2036,0.627881408,5.67
2037,0.625234604,6.67
2038,0.622640491,11.44
2039,0.620096982,8.89
2040,0.617603302,8.89
2041,0.615158141,11.28
2042,0.612760723,10.78
2043,0.610410929,13.56
2044,0.608108163,17.94
2045,0.605852902,14.22
2046,0.603645205,13
2047,0.601485491,12.39
2048,0.599374771,6.5
2049,0.597313762,11.61
2050,0.595303416,10.44
2051,0.593345344,8.72
2052,0.591440558,9.17
2053,0.589590728,14.06
2054,0.587797403,18.06
2055,0.586062133,24.06
2056,0.584386826,19.78
2057,0.582773805,19.39
2058,0.581224501,12.28
2059,0.57974118,9.17
2060,0.578326106,9.61
2061,0.576981544,16.89
2062,0.575709403,16.61
2063,0.574512601,16.89
2064,0.573393226,21.94
2065,0.572353959,19.89
2066,0.571397305,20.56
2067,0.570526123,13.5
2068,0.569742918,17.61
2069,0.569050789,17.11
2070,0.568452656,21.72
2071,0.56795162,21.5
2072,0.567550719,19.5
2073,0.56725359,18.22
2074,0.56706351,22.94
2075,0.566984177,25.78
2076,0.567019165,25.39
2077,0.567172408,25.39
2078,0.567448258,24.44
2079,0.567850888,21
2080,0.56838429,20.28
2081,0.569053769,19.44
2082,0.569863915,18
2083,0.570820093,17.39
2084,0.571926892,19.94
2085,0.573190689,21.83
2086,0.57461679,20.28
2087,0.576211512,21.28
2088,0.577980995,21.11
2089,0.579931617,19.11
2090,0.582070529,18.94
2091,0.584404171,19.5
2092,0.586940587,19.94
2093,0.589686275,20.61
2094,0.592649579,20.39
2095,0.595837831,22.78
2096,0.599259257,23.61
2097,0.602921426,27.11
2098,0.606832802,25.78
2099,0.611001015,28.22
2100,0.61543417,29.44
2101,0.620139956,27.78
2102,0.625126004,26.78
2103,0.630399585,24
2104,0.635966778,25.72
2105,0.64183414,26.06
2106,0.648007214,23.78
2107,0.654490709,24.39
2108,0.661288083,25
2109,0.668401957,26.72
2110,0.675833941,25.06
2111,0.683584034,23.67
2112,0.691650569,25.56
2113,0.700030625,26.44
2114,0.708719075,28.5
2115,0.717709661,26.89
2116,0.726993442,26.22
2117,0.736559629,24.72
2118,0.746395767,30.22
2119,0.75648725,31.06
2120,0.766816974,25.39
2121,0.777366579,22.11
2122,0.78811574,21.83
2123,0.799041629,21.67
2124,0.810121119,22.56
2125,0.821328819,22.5
2126,0.832638681,25.61
2127,0.844023764,26
2128,0.855456769,24.56
2129,0.866909266,23.44
2130,0.878353894,21.39
2131,0.889763117,19.83
2132,0.901109993,21.89
2133,0.912368655,23.17
2134,0.923514068,24.83
2135,0.934523165,24.94
2136,0.945373535,25.78
2137,0.95604527,24.56
2138,0.966519952,25.22
2139,0.976781487,24.33
2140,0.986814857,23.44
2141,0.996608019,25.78
2142,1.006151199,25.17
2143,1.015435457,24.28
2144,1.024454594,24.5
2145,1.033204436,20.78
2146,1.041681767,20.28
2147,1.049886227,22.94
2148,1.057817578,24
2149,1.065478444,21.83
2150,1.072871447,23.89
2151,1.080001116,24.44
2152,1.086872458,22.5
2153,1.093492031,21.28
2154,1.099866152,20.94
2155,1.106002331,19.89
2156,1.111908913,19.39
2157,1.117593765,19.61
2158,1.123065948,19.89
2159,1.128333569,19.94
2160,1.133405685,23
2161,1.13829124,19.78
2162,1.142998934,17.39
2163,1.147537589,20.22
2164,1.151915789,23.28
2165,1.156141639,24.67
2166,1.160223484,18.78
2167,1.164168835,22
2168,1.167985559,21.28
2169,1.171680689,19.61
2170,1.175261259,18.72
2171,1.178733587,21.39
2172,1.182103872,22.56
2173,1.185377955,25.22
2174,1.18856144,23.89
2175,1.191659212,17.89
2176,1.194676042,20.39
2177,1.197616577,25.83
2178,1.200484514,25.89
2179,1.203284025,26.22
2180,1.206018209,25.83
2181,1.208690524,23.06
2182,1.211303473,25.72
2183,1.213859677,23
2184,1.216362476,17.94
