Day,Beta,temp
1014,0.884359539,23.39
1015,0.887777686,22.67
1016,0.8912853,25.11
1017,0.894880354,25.33
1018,0.898560047,23.78
1019,0.902321339,24.67
1020,0.906160235,25.06
1021,0.910071969,21.83
1022,0.914051294,24.67
1023,0.918092489,22.83
1024,0.922188997,25.5
1025,0.926334023,26.22
1026,0.930519879,27.44
1027,0.934738576,27.72
1028,0.938981652,27.83
1029,0.943240404,28.67
1030,0.947505593,27.11
1031,0.951767981,25.17
1032,0.956017971,26.56
1033,0.960246027,26.22
1034,0.964442611,25.06
1035,0.968598366,23.89
1036,0.972703695,24.72
1037,0.976750016,25.11
1038,0.980728388,26.33
1039,0.984630704,27.44
1040,0.988449335,26.83
1041,0.992177129,26.67
1042,0.995807588,25.83
1043,0.99933511,24.56
1044,1.002754688,25.72
1045,1.006062388,26.67
1046,1.009254932,26
1047,1.012330055,28.56
1048,1.015286207,27.5
1049,1.018123507,24.44
1050,1.020842075,22.11
1051,1.023443699,22.67
1052,1.025930643,23.33
1053,1.028306723,23.67
1054,1.030575991,23.39
1055,1.032743573,24.67
1056,1.034815669,23.22
1057,1.036798716,21.11
1058,1.038700104,20.67
1059,1.040528059,21.94
1060,1.042290926,24.56
1061,1.043997407,27.33
1062,1.045656919,24.94
1063,1.047278881,23.94
1064,1.04887259,26.44
1065,1.050447822,26.33
1066,1.052014112,25.83
1067,1.053580523,24.28
1068,1.055155754,20.33
1069,1.056748629,19.89
1070,1.058367133,20.83
1071,1.060018539,21.22
1072,1.061709523,24.11
1073,1.063446164,26
1074,1.065233707,26.89
1075,1.067075968,24.89
1076,1.068976521,23.89
1077,1.070937634,22.78
1078,1.072960854,18.89
1079,1.075046182,20.17
1080,1.077193379,21.5
1081,1.079400659,22.72
1082,1.081665635,21.56
1083,1.083985329,22.06
1084,1.086354971,21.72
1085,1.088770032,21.11
1086,1.091224909,20.44
1087,1.093713403,23
1088,1.096228957,23.78
1089,1.098764539,24.06
1090,1.101312757,24.78
1091,1.1038661,22.83
1092,1.106416941,23.39
1093,1.108957648,18.44
1094,1.111480474,15.83
1095,1.113978267,14.72
1096,1.116443753,15.17
1097,1.11887002,16.39
1098,1.121250749,13.39
1099,1.123579621,15.5
1100,1.125851631,16.67
1101,1.128061056,19.06
1102,1.130203962,21.39
1103,1.132276177,22.44
1104,1.134274364,20.28
1105,1.136195779,13.67
1106,1.138038158,14.28
1107,1.139800072,15.5
1108,1.141480088,17.11
1109,1.143078089,17.67
1110,1.144593716,11.61
1111,1.146027446,12.39
1112,1.147380233,16.11
1113,1.148653388,19.33
1114,1.149848461,22.44
1115,1.150967479,22.78
1116,1.152012944,17.5
1117,1.152987242,13.11
1118,1.153893471,10.22
1119,1.154734492,8.83
1120,1.155513883,13.78
1121,1.156234503,12.61
1122,1.156900525,9.28
1123,1.157515168,12.67
1124,1.158082485,11.5
1125,1.158605814,11.44
1126,1.159089208,19.61
1127,1.1595366,16.44
1128,1.159951925,12.56
1129,1.160338402,18.67
1130,1.160700202,20.28
1131,1.161041021,16.5
1132,1.161364317,10.83
1133,1.161673665,9.67
1134,1.161972642,11.94
1135,1.162264228,12.78
1136,1.162552118,11.89
1137,1.162839174,8.83
1138,1.163128257,8.06
1139,1.163422346,9.17
1140,1.163724184,4.89
1141,1.164036274,5.11
