YEAR,WEEK,iowaILI,iowaEMA,iowaPRED,iowaBETA,illinoisILI,illinoisEMA,illinoisPRED,illinoisBETA,wyomingILI,wyomingEMA,wyomingPRED,wyomingBETA,INILI,INEMA,INPRED,INBETA
2019,24,13,20.16580466,56.05591,0.8779453,272,359.5453101,488.48047,0.8513139,2,7.062060898,36.87964,0.7889302,31,41.20506029,56.95215,0.79930824
2019,25,7,16.21606326,50.496826,0.8686466,219,317.381717,430.3164,0.8424325,2,5.543442629,30.604492,0.77306783,22,35.4435422,47.873047,0.7852688
2019,26,12,14.95124428,45.160645,0.8594185,238,293.5672019,376.32422,0.8337008,1,4.18040984,25.050293,0.75727624,24,32.01047954,39.769043,0.7713937
2019,27,8,12.865871,40.090332,0.8502617,195,263.9970414,326.59766,0.82511795,4,4.126286888,20.240234,0.74156874,23,29.30733568,32.66748,0.7576933
2019,28,15,13.5061097,35.315186,0.8411771,195,243.2979289,281.51172,0.816685,3,3.788400822,16.125,0.7259587,7,22.61513498,26.50586,0.7441772
2019,29,9,12.15427679,30.865723,0.832165,197,229.4085503,241.0664,0.8084015,0,2.651880575,12.668701,0.71045697,14,20.03059448,21.254883,0.7308537
2019,30,7,10.60799375,26.784912,0.8232261,193,218.4859852,204.92188,0.80026644,1,2.156316403,9.825195,0.69507515,6,15.82141614,16.860352,0.71772975
2019,31,14,11.62559563,23.075684,0.8143611,187,209.0401896,173.0039,0.7922801,0,1.509421482,7.5144043,0.6798227,10,14.0749913,13.216309,0.7048112
2019,32,9,10.83791694,19.731201,0.8055707,191,203.6281327,145.16797,0.7844413,2,1.656595037,5.6674805,0.6647083,11,13.15249391,10.241211,0.6921028
2019,33,9,10.28654186,16.741943,0.79685485,161,190.8396929,120.99219,0.77674913,5,2.659616526,4.2194824,0.6497407,9,11.90674574,7.852539,0.67960906
2019,34,8,9.6005793,14.106445,0.78821445,150,178.587785,100.16016,0.7692027,2,2.461731568,3.0981445,0.63492703,8,10.73472201,5.9526367,0.6673333
