YEAR,WEEK,ILITOTAL,EMA,PRED,beta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,14,1169,1450.172508,1362.4766,0.95715916,184,,,,,,,,,,39,0.95715916,1362.4766,,,,,,,,,,,,,,,,,,
2017,15,764,1244.320756,1308.0078,0.94843185,185,,,,,,,,,,40,0.94843185,1308.0078,,,,,,,,,,,,,,,,,,
2017,16,676,1073.824529,1246.3477,0.9396801,186,,,,,,,,,,41,0.9396801,1246.3477,,,,,,,,,,,,,,,,,,
2017,17,681,955.9771704,1179.3516,0.9309099,187,,,,,,,,,,42,0.9309099,1179.3516,,,,,,,,,,,,,,,,,,
2017,18,617,854.2840193,1108.6055,0.9221256,188,,,,,,,,,,43,0.9221256,1108.6055,,,,,,,,,,,,,,,,,,
2017,19,715,812.4988135,1034.3242,0.91333205,189,,,,,,,,,,44,0.91333205,1034.3242,,,,,,,,,,,,,,,,,,
2017,20,576,741.5491694,957.9336,0.904534,190,,,,,,,,,,45,0.904534,957.9336,,,,,,,,,,,,,,,,,,
2017,21,485,664.5844186,881.1953,0.89573514,191,,,,,,,,,,46,0.89573514,881.1953,,,,,,,,,,,,,,,,,,
2017,22,417,590.309093,804.9219,0.88693935,192,,,,,,,,,,47,0.88693935,804.9219,,,,,,,,,,,,,,,,,,
2017,23,404,534.4163651,729.6172,0.87815017,193,,,,,,,,,,48,0.87815017,729.6172,,,,,,,,,,,,,,,,,,
2017,24,339,475.7914556,656.66797,0.86937165,194,,,,,,,,,,49,0.86937165,656.66797,,,,,,,,,,,,,,,,,,
2017,25,328,431.4540189,587.0586,0.86060584,195,,,,,,,,,,50,0.86060584,587.0586,,,,,,,,,,,,,,,,,,
2017,26,293,389.9178132,520.85547,0.8518565,196,,,,,,,,,,51,0.8518565,520.85547,,,,,,,,,,,,,,,,,,
2017,27,226,340.7424693,458.67578,0.84312624,197,,,,,,,,,,52,0.84312624,458.67578,,,,,,,,,,,,,,,,,,
2017,28,276,321.3197285,401.17188,0.8344174,198,,,,,,,,,,53,0.8344174,401.17188,,,,,,,,,,,,,,,,,,
2017,29,238,296.3238099,348.38672,0.82573265,199,,,,,,,,,,54,0.82573265,348.38672,,,,,,,,,,,,,,,,,,
2017,30,242,280.026667,280,0.9061489,200,,,,,,,,,,55,0.817074,300.21875,1,0.9061489,280,,,,,,,,,,,,,,,
2017,31,256,272.8186669,258.93384,1.0663496,201,,,,,,,,,,56,0.8084436,256.8711,2,1.0663496,258.93384,,,,,,,,,,,,,,,
2017,32,249,265.6730668,291.06354,1.0788304,202,,,,,,,,,,57,0.7998436,218.3086,3,1.0788304,291.06354,,,,,,,,,,,,,,,
2017,33,273,267.8711468,306.44427,1.0288448,203,,,,,,,,,,58,0.7912757,184.11719,4,1.0288448,306.44427,,,,,,,,,,,,,,,
2017,34,263,266.4098027,305.05713,0.98935515,204,,,,,,,,,,59,0.78274137,154.1289,5,0.98935515,305.05713,,,,,,,,,,,,,,,
2017,35,299,276.1868619,297.67444,0.9810744,205,,,,,,,,,,60,0.77424294,128.16016,6,0.9810744,297.67444,,,,,,,,,,,,,,,
2017,36,354,299.5308033,293.51514,0.99740314,206,,,,,,,,,,,,,7,0.99740314,293.51514,,,,,,,,,,,,,,,
2017,37,476,352.4715623,296.82092,1.0264881,207,,,,,,,,,,,,,8,1.0264881,296.82092,,,,,,,,,,,,,,,
2017,38,469,387.4300936,308.4192,1.0592349,208,,,,,,,,,,,,,9,1.0592349,308.4192,,,,,,,,,,,,,,,
2017,39,473,413.1010655,328.79102,1.0902725,209,,,,,,,,,,,,,10,1.0902725,328.79102,,,,,,,,,,,,,,,
2017,40,571,460.4707459,358.0608,1.1169631,210,,,,,,,,,,,,,11,1.1169631,358.0608,,,,,,,,,,,,,,,
2017,41,583,497.2295221,396.5232,1.1383175,211,,,,,,,,,,,,,12,1.1383175,396.5232,,,,,,,,,,,,,,,
2017,42,485,493.5606655,444.70288,1.1542362,212,,,,,,,,,,,,,13,1.1542362,444.70288,,,,,,,,,,,,,,,
2017,43,535,505.9924658,503.38525,1.1650558,213,,,,,,,,,,,,,14,1.1650558,503.38525,,,,,,,,,,,,,,,
2017,44,549,518.8947261,572.8418,1.171295,214,,,,,,,,,,,,,15,1.171295,572.8418,,,,,,,,,,,,,,,
2017,45,633,553.1263083,653.0928,1.1735216,215,,,,,,,,,,,,,16,1.1735216,653.0928,,,,,,,,,,,,,,,
2017,46,610,570.1884158,744.5498,1.1722897,216,,,,,,,,,,,,,17,1.1722897,744.5498,,,,,,,,,,,,,,,
2017,47,545,562.631891,846.89355,1.1681081,217,,,,,,,,,,,,,18,1.1681081,846.89355,,,,,,,,,,,,,,,
2017,48,906,665.6423237,958.56055,1.1614318,218,,,,,,,,,,,,,19,1.1614318,958.56055,,,,,,,,,,,,,,,
2017,49,957,753.0496266,1078.1328,1.1526599,219,,,,,,,,,,,,,20,1.1526599,1078.1328,,,,,,,,,,,,,,,
2017,50,1397,946.2347386,1203.8516,1.14214,220,,,,,,,,,,,,,21,1.14214,1203.8516,,,,,,,,,,,,,,,
2017,51,1956,1249.164317,1332.7305,1.1301725,221,,,,,,,,,,,,,22,1.1301725,1332.7305,,,,,,,,,,,,,,,
2017,52,2524,1631.615022,1460.4355,1.1170156,222,,,,,,,,,,,,,23,1.1170156,1460.4355,,,,,,,,,,,,,,,
2018,1,2495,1890.630515,1583.5303,1.1028912,223,,,,,,,,,,,,,24,1.1028912,1583.5303,,,,,,,,,,,,,,,
2018,2,2465,2062.941361,1698.4717,1.08799,224,,,,,,,,,,,,,25,1.08799,1698.4717,,,,,,,,,,,,,,,
2018,3,2370,2155.058953,1800.166,1.0724754,225,,,,,,,,,,,,,26,1.0724754,1800.166,,,,,,,,,,,,,,,
2018,4,2560,2276.541267,1883.957,1.0564868,226,,,,,,,,,,,,,27,1.0564868,1883.957,,,,,,,,,,,,,,,
2018,5,2720,2409.578887,1947.0645,1.0401442,227,,,,,,,,,,,,,28,1.0401442,1947.0645,,,,,,,,,,,,,,,
2018,6,2552,2452.305221,1987.2715,1.0235499,228,,,,,,,,,,,,,29,1.0235499,1987.2715,,,,,,,,,,,,,,,
2018,7,2414,2440.813655,2001.0781,1.0067917,229,,,,,,,,,,,,,30,1.0067917,2001.0781,,,,,,,,,,,,,,,
2018,8,1879,2272.269558,1987.8359,0.98994446,230,,,,,,,,,,,,,31,0.98994446,1987.8359,,,,,,,,,,,,,,,
2018,9,1279,1974.288691,1948.9668,0.9730716,231,,,,,,,,,,,,,32,0.9730716,1948.9668,,,,,,,,,,,,,,,
2018,10,1081,1706.302083,1885.6504,0.95622873,232,,,,,,,,,,,,,33,0.95622873,1885.6504,,,,,,,,,,,,,,,
2018,11,1051,1509.711458,1798.9883,0.9394614,233,,,,,,,,,,,,,34,0.9394614,1798.9883,,,,,,,,,,,,,,,
2018,12,958,1344.198021,1693.3086,0.92280966,234,,,,,,,,,,,,,35,0.92280966,1693.3086,,,,,,,,,,,,,,,
2018,13,811,1184.238615,1573.3398,0.9063071,235,,,,,,,,,,,,,36,0.9063071,1573.3398,,,,,,,,,,,,,,,
2018,14,781,1063.26703,1441.9297,0.88998264,236,,,,,,,,,,,,,37,0.88998264,1441.9297,,,,,,,,,,,,,,,
2018,15,695,952.7869212,1303.625,0.87385964,237,,,,,,,,,,,,,38,0.87385964,1303.625,,,,,,,,,,,,,,,
2018,16,506,818.7508448,1163.6328,0.8579591,238,,,,,,,,,,,,,39,0.8579591,1163.6328,,,,,,,,,,,,,,,
2018,17,578,746.5255914,1025.293,0.842297,239,,,,,,,,,,,,,40,0.842297,1025.293,,,,,,,,,,,,,,,
2018,18,445,656.067914,891.28906,0.8268884,240,,,,,,,,,,,,,41,0.8268884,891.28906,,,,,,,,,,,,,,,
2018,19,423,586.1475398,765.1211,0.8117443,241,,,,,,,,,,,,,42,0.8117443,765.1211,,,,,,,,,,,,,,,
2018,20,387,526.4032778,648.875,0.79687417,242,,,,,,,,,,,,,43,0.79687417,648.875,,,,,,,,,,,,,,,
2018,21,366,478.2822945,543.1328,0.78228545,243,,,,,,,,,,,,,44,0.78228545,543.1328,,,,,,,,,,,,,,,
2018,22,319,430.4976061,449.07422,0.7679842,244,,,,,,,,,,,,,45,0.7679842,449.07422,,,,,,,,,,,,,,,
2018,23,224,368.5483243,367.0703,0.75397456,245,,,,,,,,,,,,,46,0.75397456,367.0703,,,,,,,,,,,,,,,
2018,24,209,320.683827,296.33594,0.7402599,246,,,,,,,,,,,,,47,0.7402599,296.33594,,,,,,,,,,,,,,,
2018,25,269,305.1786789,236.39062,0.72684175,247,,,,,,,,,,,,,48,0.72684175,236.39062,,,,,,,,,,,,,,,
2018,26,239,285.3250752,186.54297,0.71372163,248,,,,,,,,,,,,,49,0.71372163,186.54297,,,,,,,,,,,,,,,
2018,27,241,272.0275527,145.4961,0.7008998,249,,,,,,,,,,,,,50,0.7008998,145.4961,,,,,,,,,,,,,,,
2018,28,264,269.6192869,112.18359,0.6883751,250,,,,,,,,,,,,,51,0.6883751,112.18359,,,,,,,,,,,,,,,
2018,29,221,255.0335008,85.62109,0.6761469,251,,,,,,,,,,,,,52,0.6761469,85.62109,,,,,,,,,,,,,,,
2018,30,164,227.7234506,64.63672,0.6642135,252,,,,,,,,,,,,,53,0.6642135,64.63672,,,,,,,,,,,,,,,
2018,31,177,212.5064154,48.257812,0.652572,253,,,,,,,,,,,,,54,0.652572,48.257812,,,,,,,,,,,,,,,
2018,32,157,195.8544908,196,0.72370696,254,,,,,,,,,,,,,55,0.64122003,35.6875,1,0.72370696,196,,,,,,,,,,,,
2018,33,172,188.6981435,169.89151,1.018711,255,,,,,,,,,,,,,56,0.6301547,26.125,2,1.018711,169.89151,,,,,,,,,,,,
2018,34,188,188.4887005,189.61478,1.1400092,256,,,,,,,,,,,,,57,0.6193725,18.921875,3,1.1400092,189.61478,,,,,,,,,,,,
2018,35,269,212.6420903,219.28503,1.1471393,257,,,,,,,,,,,,,58,0.60886973,13.5859375,4,1.1471393,219.28503,,,,,,,,,,,,
2018,36,263,227.7494632,243.99664,1.1191349,258,,,,,,,,,,,,,59,0.5986418,9.660156,5,1.1191349,243.99664,,,,,,,,,,,,
2018,37,292,247.0246243,263.4673,1.0955215,259,,,,,,,,,,,,,60,0.5886854,6.8046875,6,1.0955215,263.4673,,,,,,,,,,,,
2018,38,334,273.117237,280.62903,1.085801,260,,,,,,,,,,,,,,,,7,1.085801,280.62903,,,,,,,,,,,,
2018,39,272,272.7820659,299.04492,1.0874307,261,,,,,,,,,,,,,,,,8,1.0874307,299.04492,,,,,,,,,,,,
2018,40,394,309.1474461,320.44824,1.0953894,262,,,,,,,,,,,,,,,,9,1.0953894,320.44824,,,,,,,,,,,,
2018,41,493,364.3032123,346.27905,1.105511,263,,,,,,,,,,,,,,,,10,1.105511,346.27905,,,,,,,,,,,,
2018,42,518,410.4122486,377.40283,1.1151158,264,,,,,,,,,,,,,,,,11,1.1151158,377.40283,,,,,,,,,,,,
2018,43,579,460.988574,413.87036,1.1227622,265,,,,,,,,,,,,,,,,12,1.1227622,413.87036,,,,,,,,,,,,
2018,44,656,519.4920018,455.84497,1.1278476,266,,,,,,,,,,,,,,,,13,1.1278476,455.84497,,,,,,,,,,,,
2018,45,632,553.2444013,503.42603,1.1302706,267,,,,,,,,,,,,,,,,14,1.1302706,503.42603,,,,,,,,,,,,
2018,46,649,581.9710809,556.24756,1.1301991,268,,,,,,,,,,,,,,,,15,1.1301991,556.24756,,,,,,,,,,,,
2018,47,627,595.4797566,613.5088,1.127924,269,,,,,,,,,,,,,,,,16,1.127924,613.5088,,,,,,,,,,,,
2018,48,732,636.4358296,674.80615,1.1237746,270,,,,,,,,,,,,,,,,17,1.1237746,674.80615,,,,,,,,,,,,
2018,49,788,681.9050807,739.56494,1.1180727,271,,,,,,,,,,,,,,,,18,1.1180727,739.56494,,,,,,,,,,,,
2018,50,849,732.0335565,806.18115,1.1111103,272,,,,,,,,,,,,,,,,19,1.1111103,806.18115,,,,,,,,,,,,
2018,51,987,808.5234896,873.396,1.103142,273,,,,,,,,,,,,,,,,20,1.103142,873.396,,,,,,,,,,,,
2018,52,1339,967.6664427,940.2871,1.0943822,274,,,,,,,,,,,,,,,,21,1.0943822,940.2871,,,,,,,,,,,,
2019,1,1262,1055.96651,1005.45605,1.0850096,275,,,,,,,,,,,,,,,,22,1.0850096,1005.45605,,,,,,,,,,,,
2019,2,1019,1044.876557,1066.6191,1.0751715,276,,,,,,,,,,,,,,,,23,1.0751715,1066.6191,,,,,,,,,,,,
2019,3,1057,1048.51359,1122.6514,1.0649868,277,,,,,,,,,,,,,,,,24,1.0649868,1122.6514,,,,,,,,,,,,
2019,4,1046,1047.759513,1172.7012,1.0545528,278,,,,,,,,,,,,,,,,25,1.0545528,1172.7012,,,,,,,,,,,,
2019,5,1089,1060.131659,1214.8477,1.043947,279,,,,,,,,,,,,,,,,26,1.043947,1214.8477,,,,,,,,,,,,
2019,6,1198,1101.492161,1247.5908,1.0332332,280,,,,,,,,,,,,,,,,27,1.0332332,1247.5908,,,,,,,,,,,,
2019,7,1326,1168.844513,1270.7031,1.0224612,281,,,,,,,,,,,,,,,,28,1.0224612,1270.7031,,,,,,,,,,,,
2019,8,1601,1298.491159,1283.8652,1.0116714,282,,,,,,,,,,,,,,,,29,1.0116714,1283.8652,,,,,,,,,,,,
2019,9,1557,1376.043811,1285.6367,1.0008975,283,,,,,,,,,,,,,,,,30,1.0008975,1285.6367,,,,,,,,,,,,
2019,10,1650,1458.230668,1276.3457,0.9901654,284,,,,,,,,,,,,,,,,31,0.9901654,1276.3457,,,,,,,,,,,,
2019,11,1907,1592.861468,1256.9512,0.9794957,285,,,,,,,,,,,,,,,,32,0.9794957,1256.9512,,,,,,,,,,,,
2019,12,1458,1552.403027,1227.4863,0.96890706,286,,,,,,,,,,,,,,,,33,0.96890706,1227.4863,,,,,,,,,,,,
2019,13,1255,1463.182119,1188.1621,0.95841205,287,,,,,,,,,,,,,,,,34,0.95841205,1188.1621,,,,,,,,,,,,
2019,14,1062,1342.827483,1140.707,0.94802314,288,,,,,,,,,,,,,,,,35,0.94802314,1140.707,,,,,,,,,,,,
2019,15,847,1194.079238,1086.6191,0.9377484,289,,,,,,,,,,,,,,,,36,0.9377484,1086.6191,,,,,,,,,,,,
2019,16,691,1043.155467,1026.2051,0.927596,290,,,,,,,,,,,,,,,,37,0.927596,1026.2051,,,,,,,,,,,,
2019,17,562,898.8088268,961.1328,0.9175722,291,,,,,,,,,,,,,,,,38,0.9175722,961.1328,,,,,,,,,,,,
2019,18,479,772.8661788,893.3594,0.90768147,292,,,,,,,,,,,,,,,,39,0.90768147,893.3594,,,,,,,,,,,,
2019,19,487,687.1063251,823.82227,0.89792836,293,,,,,,,,,,,,,,,,40,0.89792836,823.82227,,,,,,,,,,,,
2019,20,445,614.4744276,753.3906,0.8883154,294,,,,,,,,,,,,,,,,41,0.8883154,753.3906,,,,,,,,,,,,
2019,21,370,541.1320993,683.75195,0.878846,295,,,,,,,,,,,,,,,,42,0.878846,683.75195,,,,,,,,,,,,
2019,22,281,463.0924695,616.0996,0.8695213,296,,,,,,,,,,,,,,,,43,0.8695213,616.0996,,,,,,,,,,,,
2019,23,243,397.0647287,550.6914,0.86034364,297,,,,,,,,,,,,,,,,44,0.86034364,550.6914,,,,,,,,,,,,
2019,24,272,359.5453101,488.48047,0.8513139,298,,,,,,,,,,,,,,,,45,0.8513139,488.48047,,,,,,,,,,,,
2019,25,219,317.381717,430.3164,0.8424325,299,,,,,,,,,,,,,,,,46,0.8424325,430.3164,,,,,,,,,,,,
2019,26,238,293.5672019,376.32422,0.8337008,300,,,,,,,,,,,,,,,,47,0.8337008,376.32422,,,,,,,,,,,,
2019,27,195,263.9970414,326.59766,0.82511795,301,,,,,,,,,,,,,,,,48,0.82511795,326.59766,,,,,,,,,,,,
2019,28,195,243.2979289,281.51172,0.816685,302,,,,,,,,,,,,,,,,49,0.816685,281.51172,,,,,,,,,,,,
2019,29,197,229.4085503,241.0664,0.8084015,303,,,,,,,,,,,,,,,,50,0.8084015,241.0664,,,,,,,,,,,,
2019,30,193,218.4859852,204.92188,0.80026644,304,,,,,,,,,,,,,,,,51,0.80026644,204.92188,,,,,,,,,,,,
2019,31,187,209.0401896,173.0039,0.7922801,305,,,,,,,,,,,,,,,,52,0.7922801,173.0039,,,,,,,,,,,,
2019,32,191,203.6281327,145.16797,0.7844413,306,,,,,,,,,,,,,,,,53,0.7844413,145.16797,,,,,,,,,,,,
2019,33,161,190.8396929,120.99219,0.77674913,307,,,,,,,,,,,,,,,,54,0.77674913,120.99219,,,,,,,,,,,,
2019,34,150,178.587785,100.16016,0.7692027,308,,,,,,,,,,,,,,,,55,0.7692027,100.16016,,,,,,,,,,,,
2019,35,192,182.6114495,,0.72684175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,36,243,200.7280147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,37,360,248.5096103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,38,331,273.2567272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,39,334,291.479709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,40,1153,549.9357963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,41,1153,730.8550574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,42,1340,913.5985402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,43,1658,1136.918978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,44,1523,1252.743285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,45,1579,1350.620299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,46,1649,1440.13421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,47,1784,1543.293947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,48,1984,1675.505763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,49,2279,1856.554034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,50,2582,2074.187824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,51,3135,2392.431477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,52,4725,3092.202034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1,4364,3473.741424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2,3672,3533.218996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3,3804,3614.453298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,4839,3981.817308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,6344,4690.472116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,6839,5335.030481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,5913,5508.421337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,5545,5519.394936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,4897,5332.676455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,10,4936,5213.673519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,11,5288,5235.971463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,12,4682,5069.780024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,13,2623,4335.746017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,14,1704,3546.222212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,15,1286,2868.155548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,16,1076,2330.508884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,17,991,1928.656219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,18,893,1617.959353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,19,714,1346.771547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,20,626,1130.540083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,21,523,948.2780581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,22,455,800.2946407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,23,373,672.1062485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,24,304,561.6743739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25,250,468.1720617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,26,371,439.0204432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,27,368,417.7143103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,28,455,428.9000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,29,445,433.730012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,30,485,449.1110084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,31,561,482.6777059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,32,606,519.6743941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,33,462,502.3720759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,34,567,521.7604531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,35,500,515.2323172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,36,429,489.362622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,37,390,459.5538354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,38,407,443.7876848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,39,499,460.3513794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,40,590,499.2459655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,41,739,571.1721759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,42,641,592.1205231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,43,739,636.1843662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,44,874,707.5290563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,45,1138,836.6703394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,1122,922.2692376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,47,1003,946.4884663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,48,772,894.1419264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,49,689,832.5993485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,50,663,781.7195439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,51,577,720.3036808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,52,470,645.2125765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,53,533,611.5488036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,543,590.9841625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,501,563.9889138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,457,531.8922396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,420,498.3245677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,425,476.3271974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,309,426.1290382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,7,276,381.0903267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,325,364.2632287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,293,342.8842601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,310,333.0189821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,321,329.4132874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,411,353.8893012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,13,409,370.4225108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,14,571,430.5957576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,15,502,452.0170303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,16,557,483.5119212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,17,549,503.1583449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,18,485,497.7108414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,19,557,515.497589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,20,541,523.1483123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,21,468,506.6038186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,22,548,519.022673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,23,561,531.6158711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,24,523,529.0311098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,25,564,539.5217768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,26,557,544.7652438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,27,604,562.5356707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,28,670,594.7749695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,29,716,631.1424786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,30,805,683.299735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,31,863,737.2098145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,32,887,782.1468702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,33,958,834.9028091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,34,999,884.1319664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,35,1066,938.6923765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,36,1091,984.3846635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,37,1053,1004.969264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,38,936,984.2784851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,39,937,970.0949396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,40,813,922.9664577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,41,797,885.1765204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,42,843,872.5235643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,43,840,862.766495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,44,892,871.5365465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,45,955,896.5755825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,46,1094,955.8029078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,47,1169,1019.762035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,48,1487,1159.933425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
