number,,,temp,,,hum,,,temp
,,time,Max,Avg,Min,Max,Avg,Min,Avg
309,,4,86,76.4,64,93,68,49,24.66666667
310,,5,84,76.3,67,93,78,63,24.61111111
311,,6,81,69.3,64,100,90,56,20.72222222
312,,7,72,70.2,68,93,89.9,87,21.22222222
313,,8,72,69.6,68,93,91.1,87,20.88888889
314,,9,76,71.5,68,93,84,76,21.94444444
315,,10,81,74.2,68,97,84.2,71,23.44444444
316,,11,83,73.8,67,97,85.7,54,23.22222222
317,,12,73,65.7,62,93,79.7,57,18.72222222
318,,13,81,73.6,63,87,62.3,42,23.11111111
319,,14,83,71.6,59,90,75.3,56,22
320,,15,76,69.1,59,90,72.3,56,20.61111111
321,,16,74,70.6,69,94,89.9,79,21.44444444
322,,17,79,72.1,67,97,89.8,76,22.27777778
323,,18,85,70.3,63,100,88.9,59,21.27777778
324,,19,85,76.4,70,93,81.6,58,24.66666667
325,,20,83,72,67,97,90.3,67,22.22222222
326,,21,90,81.8,73,91,77.3,65,27.66666667
327,,22,88,81.2,77,94,81.3,63,27.33333333
328,,23,92,83.6,76,97,81.6,66,28.66666667
329,,24,95,77.3,0,87,66.7,0,25.16666667
330,,25,96,71.4,0,94,59.6,0,21.88888889
331,,26,92,81.9,73,91,73.5,58,27.72222222
332,,27,86,78.1,70,94,79.5,67,25.61111111
333,,28,86,76.2,70,100,83.2,63,24.55555556
334,,29,87,77.6,71,93,80.3,57,25.33333333
335,,30,85,79.1,73,87,76.4,63,26.16666667
336,,31,86,77.5,72,93,81.7,59,25.27777778
337,,1,83,76.7,71,93,75.9,54,24.83333333
338,,2,83,73.3,68,97,83.6,58,22.94444444
339,,3,85,73.5,62,97,77.5,53,23.05555556
340,,4,92,80.9,73,82,72.5,58,27.16666667
341,,5,94,75.2,63,93,81.5,49,24
342,,6,76,64.7,55,94,79.7,48,18.16666667
343,,7,79,64.5,51,93,69.7,39,18.05555556
344,,8,80,68.5,52,97,64.9,42,20.27777778
345,,9,71,67.6,64,97,85,55,19.77777778
346,,10,81,73.7,63,100,89.5,74,23.16666667
347,,11,62,56.6,53,93,80.7,72,13.66666667
348,,12,59,52.5,46,90,82.5,72,11.38888889
349,,13,63,49.6,41,97,76.7,41,9.777777778
350,,14,70,55.5,41,93,69.4,38,13.05555556
351,,15,62,57.9,53,96,90.7,75,14.38888889
352,,16,68,56.7,48,93,81.5,52,13.72222222
353,,17,67,54.8,46,93,80.9,56,12.66666667
354,,18,76,60.7,48,93,71.7,42,15.94444444
355,,19,78,64.4,49,90,67.1,43,18
356,,20,84,73.4,62,91,78.2,61,23
357,,21,75,65.3,54,90,68.3,38,18.5
358,,22,73,58.4,48,93,70.5,34,14.66666667
359,,23,75,60.6,45,90,66.3,38,15.88888889
360,,24,79,63.7,51,90,64.6,32,17.61111111
361,,25,82,68.2,56,90,69.3,38,20.11111111
362,,26,85,68.9,56,93,68.8,38,20.5
363,,27,86,69.3,58,90,67.6,32,20.72222222
364,,28,86,68.4,53,93,67,33,20.22222222
365,,29,86,68.9,54,93,69.1,35,20.5
366,,30,76,62.4,56,97,82,54,16.88888889
367,,1,84,67.5,53,96,81,44,19.72222222
368,,2,71,67.2,63,97,91.7,84,19.55555556
369,,3,63,56,43,93,81.1,57,13.33333333
370,,4,54,45.2,37,79,61.2,43,7.333333333
371,,5,67,52.1,38,89,64.9,39,11.16666667
372,,6,70,58.5,50,93,64.7,37,14.72222222
373,,7,76,61.9,47,93,64.3,25,16.61111111
374,,8,73,57,44,86,64.4,29,13.88888889
375,,9,58,56.3,53,89,81.5,72,13.5
376,,10,57,53.5,48,90,68.5,47,11.94444444
377,,11,63,50.1,41,92,71.1,45,10.05555556
378,,12,60,53.9,41,96,89.2,77,12.16666667
379,,13,69,64,58,97,92,82,17.77777778
380,,14,63,58.8,54,93,87.2,75,14.88888889
381,,15,55,53.2,51,93,87,80,11.77777778
382,,16,71,56.9,0,89,72.7,0,13.83333333
383,,17,64,58.1,50,83,63.7,50,14.5
384,,18,58,52.6,46,89,73.3,62,11.44444444
385,,19,63,52.6,41,93,72.1,50,11.44444444
386,,20,71,58.3,45,86,64.5,35,14.61111111
387,,21,62,50.4,39,96,72.2,44,10.22222222
388,,22,62,46.9,35,93,72.6,43,8.277777778
389,,23,62,52.7,38,89,67.7,50,11.5
390,,24,69,56.8,48,97,83.9,51,13.77777778
391,,25,80,64.1,53,94,67.3,31,17.83333333
392,,26,73,60.6,43,86,51,27,15.88888889
393,,27,78,71.6,64,84,62.4,48,22
394,,28,70,59.1,43,93,63.9,31,15.05555556
395,,29,55,45.6,35,89,66.7,45,7.555555556
396,,30,53,44.2,33,92,79.8,61,6.777777778
397,,31,47,41.7,32,86,57.2,36,5.388888889
398,,1,49,37.3,29,85,60.5,39,2.944444444
399,,2,50,42.2,29,82,56.3,36,5.666666667
400,,3,69,57.5,45,54,43.9,35,14.16666667
401,,4,60,51,43,93,82.2,49,10.55555556
402,,5,62,50,39,93,69.3,39,10
403,,6,50,44,31,79,67.6,51,6.666666667
404,,7,51,39.6,26,89,67.9,46,4.222222222
405,,8,50,44.4,33,75,61.6,44,6.888888889
406,,9,59,45.2,29,82,60.9,36,7.333333333
407,,10,67,56,45,82,60.8,44,13.33333333
408,,11,58,38.8,32,86,74,65,3.777777778
409,,12,32,28.2,25,72,60.1,50,-2.111111111
410,,13,30,25.3,19,82,67,54,-3.722222222
411,,14,33,24.1,16,85,65.1,42,-4.388888889
412,,15,36,27.7,16,89,72.2,46,-2.388888889
413,,16,34,30.5,22,92,83.4,69,-0.833333333
414,,17,24,18.9,15,80,65.3,46,-7.277777778
415,,18,24,17.4,12,77,63.3,46,-8.111111111
416,,19,37,29.6,22,66,58.3,54,-1.333333333
417,,20,35,24.9,15,77,58,40,-3.944444444
418,,21,38,29.6,14,82,58.1,35,-1.333333333
419,,22,59,50.5,38,86,75.1,64,10.27777778
420,,23,54,52.6,51,97,86.4,69,11.44444444
421,,24,53,38.8,34,100,85,67,3.777777778
422,,25,35,30.2,25,89,74.4,64,-1
423,,26,34,29.7,23,96,90.2,81,-1.277777778
424,,27,28,22.5,9,92,78.4,65,-5.277777778
425,,28,40,31,17,82,74.3,62,-0.555555556
426,,29,58,49,39,93,79.9,67,9.444444444
427,,30,64,42.7,26,87,80,69,5.944444444
428,,1,30,24.8,20,78,61.6,43,-4
429,,2,33,27.1,17,88,81.2,73,-2.722222222
430,,3,42,32.7,28,88,69,41,0.388888889
431,,4,37,33.9,28,92,78.7,64,1.055555556
432,,5,42,37.8,35,100,95.5,92,3.222222222
433,,6,39,35,28,93,88.9,85,1.666666667
434,,7,36,31.4,26,92,85.9,79,-0.333333333
435,,8,43,39.3,34,93,85.4,72,4.055555556
436,,9,36,34.2,32,85,78.6,70,1.222222222
437,,10,35,33.3,31,89,76.6,64,0.722222222
438,,11,33,28.6,23,92,80,69,-1.888888889
439,,12,42,35.7,23,92,79.9,65,2.055555556
440,,13,54,46.4,37,89,83,74,8
441,,14,50,48.1,46,100,95.2,86,8.944444444
442,,15,51,48.4,45,97,91.5,82,9.111111111
443,,16,44,35.6,28,92,83.2,75,2
444,,17,27,24.6,21,89,77.4,71,-4.111111111
445,,18,32,28.1,21,91,81.3,73,-2.166666667
446,,19,36,30.6,23,88,73.3,59,-0.777777778
447,,20,38,35.6,31,82,76.6,70,2
448,,21,40,38.4,37,79,74.5,68,3.555555556
449,,22,49,41.7,36,100,91.3,68,5.388888889
450,,23,49,44.9,40,100,82.4,69,7.166666667
451,,24,41,38,37,89,85.2,79,3.333333333
452,,25,49,41.4,34,86,73.1,59,5.222222222
453,,26,56,47.1,39,89,75.8,62,8.388888889
454,,27,49,42.6,32,93,86,72,5.888888889
455,,28,35,29.4,23,88,75.2,64,-1.444444444
456,,29,39,29.1,19,88,72,45,-1.611111111
457,,30,30,21.8,13,78,63.5,44,-5.666666667
458,,31,25,16.8,8,73,55.7,39,-8.444444444
459,2015,1,34,26,19,72,60,43,-3.333333333
460,,2,39,34.2,24,92,73.1,53,1.222222222
461,,3,39,36.3,35,100,93.5,89,2.388888889
462,,4,35,23.9,10,96,80.8,64,-4.5
463,,5,20,12.5,6,85,72.5,59,-10.83333333
464,,6,21,16,12,85,74.1,62,-8.888888889
465,,7,16,5.8,-3,73,63.4,52,-14.55555556
466,,8,28,13.4,-5,81,66,48,-10.33333333
467,,9,18,11.4,3,76,62.8,48,-11.44444444
468,,10,28,18,2,76,59.5,45,-7.777777778
469,,11,36,32.8,28,96,74.3,50,0.444444444
470,,12,34,26.8,9,96,81.2,57,-2.888888889
471,,13,20,11.7,3,87,73.5,65,-11.27777778
472,,14,25,12.8,-1,88,78.5,66,-10.66666667
473,,15,40,29,18,81,72.5,64,-1.666666667
474,,16,46,34.8,23,92,78.2,63,1.555555556
475,,17,51,42.3,37,79,69.1,59,5.722222222
476,,18,45,37.1,28,88,74,58,2.833333333
477,,19,50,36.3,24,89,75.7,48,2.388888889
478,,20,46,38.1,29,92,79.5,66,3.388888889
479,,21,39,36.5,34,85,75,70,2.5
480,,22,36,34.3,33,85,78,67,1.277777778
481,,23,36,32.6,27,85,72.6,64,0.333333333
482,,24,49,38.8,29,82,72.8,63,3.777777778
483,,25,43,36.9,26,100,83.7,65,2.722222222
484,,26,33,28.4,21,92,82.7,75,-2
485,,27,36,32.6,27,92,81.5,75,0.333333333
486,,28,42,34.8,25,85,73.5,65,1.555555556
487,,29,46,38.4,34,83,73.2,61,3.555555556
488,,30,36,29.6,24,78,65.8,48,-1.333333333
489,,31,39,33.9,25,92,79.9,60,1.055555556
490,,1,36,30.9,17,96,88.9,77,-0.611111111
491,,2,20,16.2,12,79,69.1,54,-8.777777778
492,,3,38,29.7,17,81,72,65,-1.277777778
493,,4,37,24.6,11,85,77.4,64,-4.111111111
494,,5,21,12.1,1,80,68.7,57,-11.05555556
495,,6,41,31,18,79,68.6,62,-0.555555556
496,,7,57,44.8,36,76,70.3,57,7.111111111
497,,8,56,44.9,33,92,74.3,57,7.166666667
498,,9,33,28.7,27,92,81.4,72,-1.833333333
499,,10,37,31,26,79,71.4,62,-0.555555556
500,,11,37,31.8,25,85,72.3,64,-0.111111111
501,,12,24,17.3,11,74,60.9,48,-8.166666667
502,,13,34,24.9,11,81,64,48,-3.944444444
503,,14,34,22.8,7,78,56.3,29,-5.111111111
504,,15,18,13.7,7,81,59,38,-10.16666667
505,,16,24,16.4,9,84,71.7,48,-8.666666667
506,,17,30,22.1,17,88,70.8,51,-5.5
507,,18,17,9.1,2,76,61.3,53,-12.72222222
508,,19,15,6.7,-1,67,59.1,45,-14.05555556
509,,20,23,18.3,5,93,70.3,50,-7.611111111
510,,21,37,27,21,93,82.7,65,-2.777777778
511,,22,30,18.5,6,74,59.7,43,-7.5
512,,23,10,3.4,-3,72,61.7,48,-15.88888889
513,,24,32,18.5,-5,78,64.1,54,-7.5
514,,25,33,25.8,14,85,66,48,-3.444444444
515,,26,27,20.3,3,89,78.8,65,-6.5
516,,27,12,2.7,-11,83,69.9,58,-16.27777778
517,,28,25,19.4,5,92,77.9,53,-7
518,,1,29,24.1,15,92,84.5,69,-4.388888889
519,,2,33,24,12,92,73.6,56,-4.444444444
520,,3,40,34.2,28,93,85.7,75,1.222222222
521,,4,34,22.2,16,79,61.8,46,-5.444444444
522,,5,18,12.3,2,76,59.1,47,-10.94444444
523,,6,34,21.1,1,80,67.1,56,-6.055555556
524,,7,45,40.3,31,85,65.5,60,4.611111111
525,,8,50,37.5,26,92,75.7,57,3.055555556
526,,9,50,40.1,29,93,81.7,63,4.5
527,,10,59,45.6,39,96,85.5,60,7.555555556
528,,11,68,43.1,31,100,83.7,44,6.166666667
529,,12,62,47.1,34,89,72,58,8.388888889
530,,13,58,50.8,44,97,81.3,54,10.44444444
531,,14,64,49.8,44,97,73.6,33,9.888888889
532,,15,69,53.8,33,85,53.3,29,12.11111111
533,,16,78,62.8,48,71,54.8,37,17.11111111
534,,17,60,46.3,31,79,58.1,31,7.944444444
535,,18,47,40,29,78,49.6,32,4.444444444
536,,19,49,43.1,41,89,66.9,43,6.166666667
537,,20,45,41.6,38,93,85.8,76,5.333333333
538,,21,63,50.8,38,89,65,39,10.44444444
539,,22,58,46.4,37,86,55.6,36,8
540,,23,41,36.7,32,82,70.9,62,2.611111111
541,,24,45,38.6,31,100,87.5,73,3.666666667
542,,25,50,45.4,42,97,86.1,71,7.444444444
543,,26,50,41,35,89,66.1,39,5
544,,27,40,33.5,26,75,53.8,33,0.833333333
545,,28,41,32.2,23,78,55.6,33,0.111111111
546,,29,57,43.4,32,80,58.7,43,6.333333333
547,,30,68,53.2,32,79,47.7,23,11.77777778
548,,31,72,57.8,43,68,43.8,24,14.33333333
549,,1,76,61.7,43,76,46.1,29,16.5
550,,2,71,63.1,55,87,68.2,46,17.27777778
551,,3,57,49.2,36,80,56.8,43,9.555555556
552,,4,61,46,27,75,45.3,21,7.777777778
553,,5,67,55.3,41,60,40.2,19,12.94444444
554,,6,63,57.4,53,96,67.7,55,14.11111111
555,,7,73,62.3,59,97,87.5,53,16.83333333
556,,8,77,68.6,62,93,79.3,64,20.33333333
557,,9,81,67.2,50,90,78.1,52,19.55555556
558,,10,69,52.6,41,76,55.7,28,11.44444444
559,,11,65,51,35,89,57.6,28,10.55555556
560,,12,69,61,51,59,47.7,39,16.11111111
561,,13,70,63.1,54,83,50.6,24,17.27777778
562,,14,67,57.3,49,61,42.7,26,14.05555556
563,,15,74,61.2,43,74,45.6,27,16.22222222
564,,16,73,63.1,56,90,70.9,49,17.27777778
565,,17,78,66.7,52,93,64.8,42,19.27777778
566,,18,81,68.3,55,89,60.3,35,20.16666667
567,,19,63,59.3,57,97,86.5,60,15.16666667
568,,20,58,50.4,46,90,68.7,50,10.22222222
569,,21,65,53.4,40,70,43.3,19,11.88888889
570,,22,56,46.5,38,68,46.4,24,8.055555556
571,,23,63,48.5,32,70,38.6,14,9.166666667
572,,24,63,53.5,36,73,48.4,31,11.94444444
573,,25,57,51.8,48,97,84.2,71,11
574,,26,61,50.1,40,86,64.2,42,10.05555556
575,,27,65,51.8,36,89,58.8,36,11
576,,28,70,54.5,37,89,56.5,29,12.5
577,,29,76,59.4,40,86,53.7,25,15.22222222
578,,30,64,55.3,44,80,51.5,31,12.94444444
579,,1,71,55.8,33,89,52.6,26,13.22222222
580,,2,77,66.4,53,71,43.4,26,19.11111111
581,,3,84,73.3,60,60,42.5,29,22.94444444
582,,4,83,72.6,65,79,59.5,38,22.55555556
583,,5,86,75.5,65,75,51,31,24.16666667
584,,6,88,76.8,67,68,46.9,29,24.88888889
585,,7,88,72,66,93,68.2,35,22.22222222
586,,8,79,69,65,97,87.9,69,20.55555556
587,,9,72,66.9,62,97,86.9,73,19.38888889
588,,10,82,70.8,65,97,82.2,58,21.55555556
589,,11,70,64.9,53,94,80.6,52,18.27777778
590,,12,68,56.8,47,86,59.4,36,13.77777778
591,,13,69,58.1,44,82,57.7,40,14.5
592,,14,67,61.5,54,90,73.8,58,16.38888889
593,,15,83,70.9,62,93,76.3,60,21.61111111
594,,16,82,73.2,67,90,79.6,62,22.88888889
595,,17,82,73.6,69,90,76.1,52,23.11111111
596,,18,80,70.4,52,90,66.1,45,21.33333333
597,,19,63,53.8,45,74,60.5,46,12.11111111
598,,20,53,48.7,43,93,71.7,50,9.277777778
599,,21,68,54.9,45,87,62.6,31,12.72222222
600,,22,80,67.4,51,77,48.9,22,19.66666667
601,,23,81,70.8,55,89,53.8,31,21.55555556
602,,24,87,76.4,65,93,58,44,24.66666667
603,,25,84,73.6,68,96,73.6,46,23.11111111
604,,26,78,72.3,67,93,77.4,58,22.38888889
605,,27,81,71.9,60,90,69.8,45,22.16666667
606,,28,86,72.6,58,90,70.9,40,22.55555556
607,,29,85,74,68,91,80.5,55,23.33333333
608,,30,72,67.6,54,93,88.4,80,19.77777778
609,,31,59,54.8,50,80,76.6,72,12.66666667
610,,1,68,58.9,55,87,77.4,63,14.94444444
611,,2,74,64.1,54,90,70.1,47,17.83333333
612,,3,78,67.4,56,93,73.1,54,19.66666667
613,,4,82,73.6,64,90,75.4,60,23.11111111
614,,5,87,73.4,63,93,77,53,23
615,,6,81,71,59,83,66,47,21.66666667
616,,7,92,75.7,68,93,75.5,50,24.27777778
617,,8,84,74.2,68,91,77.2,51,23.44444444
618,,9,90,78.2,64,90,64.8,37,25.66666667
619,,10,93,82.8,71,78,58.6,48,28.22222222
620,,11,90,81.4,68,87,63.5,48,27.44444444
621,,12,90,78.4,69,93,78.7,59,25.77777778
622,,13,88,79.6,71,91,75.4,58,26.44444444
623,,14,86,78.3,73,91,80.8,67,25.72222222
624,,15,87,77,71,94,83.6,65,25
625,,16,79,74.3,71,93,84.3,69,23.5
626,,17,78,75.3,73,91,87,81,24.05555556
627,,18,81,73.4,71,93,85.6,71,23
628,,19,75,71.4,68,93,85.8,79,21.88888889
629,,20,84,75.3,68,90,76.6,60,24.05555556
630,,21,82,74.6,69,91,82.4,69,23.66666667
631,,22,88,82.5,74,90,74.7,67,28.05555556
632,,23,82,75.8,65,90,67.9,47,24.33333333
633,,24,83,71.3,66,90,83.7,65,21.83333333
634,,25,85,74,69,91,82.4,69,23.33333333
635,,26,73,70.7,68,93,89.9,81,21.5
636,,27,79,70.2,62,94,72.5,48,21.22222222
637,,28,77,68,61,94,86.5,66,20
638,,29,80,69.8,63,100,83.8,60,21
639,,30,84,75.4,67,93,77.5,58,24.11111111
640,,1,83,74.5,68,93,79.8,60,23.61111111
641,,2,75,68.8,62,81,71.8,60,20.44444444
642,,3,82,70.7,64,93,78,58,21.5
643,,4,83,67.5,61,94,82.8,47,19.72222222
644,,5,84,74.8,63,90,71.5,53,23.77777778
645,,6,88,80.8,71,84,74.1,65,27.11111111
646,,7,80,70.5,65,93,83.2,68,21.38888889
647,,8,64,60.9,57,100,89.3,67,16.05555556
648,,9,71,64.6,61,94,87.9,73,18.11111111
649,,10,81,72.3,64,93,73.9,52,22.38888889
650,,11,82,74.8,68,94,84.7,74,23.77777778
651,,12,90,80.8,71,85,75.3,63,27.11111111
652,,13,93,84,75,87,76.1,63,28.88888889
653,,14,90,80.7,70,90,70.7,53,27.05555556
654,,15,83,74.8,65,87,70.2,56,23.77777778
655,,16,85,78.7,70,88,78.9,65,25.94444444
656,,17,93,85.8,79,88,73.5,62,29.88888889
657,,18,90,84.6,80,87,74.8,59,29.22222222
658,,19,82,75.9,70,93,83.9,74,24.38888889
659,,20,85,74.3,67,93,85.8,67,23.5
660,,21,84,74.8,64,93,73,51,23.77777778
661,,22,84,71.7,62,93,71.1,43,22.05555556
662,,23,85,74.8,63,90,67,44,23.77777778
663,,24,88,76.8,64,90,69.8,49,24.88888889
664,,25,90,80.1,73,90,76.1,59,26.72222222
665,,26,85,78.3,73,93,82.7,67,25.72222222
666,,27,91,82.4,73,93,76.4,55,28
667,,28,95,84.1,75,94,77,59,28.94444444
668,,29,89,80.1,66,90,72,42,26.72222222
669,,30,88,75.9,63,90,68.9,44,24.38888889
670,,31,90,78,64,93,72.3,46,25.55555556
671,,1,87,77.2,64,90,62.3,31,25.11111111
672,,2,92,81.6,71,87,68.9,52,27.55555556
673,,3,86,76.1,68,93,74,53,24.5
674,,4,81,72,62,93,73.3,50,22.22222222
675,,5,83,74.5,66,90,75.4,58,23.61111111
676,,6,85,74.4,67,90,73,48,23.55555556
677,,7,84,74,63,87,65.5,44,23.33333333
678,,8,86,77.8,68,90,78,61,25.44444444
679,,9,84,76.7,72,97,88.8,72,24.83333333
680,,10,86,76.8,71,100,89.1,61,24.88888889
681,,11,84,74.4,64,96,73,47,23.55555556
682,,12,85,69.4,0,100,71.7,0,20.77777778
683,,13,85,67.3,59,97,84.7,53,19.61111111
684,,14,88,76.8,64,93,75.3,48,24.88888889
685,,15,89,76.7,66,96,79.6,52,24.83333333
686,,16,89,78.6,67,93,71.7,49,25.88888889
687,,17,88,80,71,90,70.6,49,26.66666667
688,,18,87,76.2,71,93,82.7,61,24.55555556
689,,19,75,68.6,59,91,77.9,57,20.33333333
690,,20,79,66.8,56,93,70.3,40,19.33333333
691,,21,83,71,59,86,65.5,42,21.66666667
692,,22,78,69.6,60,90,79.5,62,20.88888889
693,,23,77,69.2,60,97,81.7,50,20.66666667
694,,24,77,64.3,52,89,65.1,37,17.94444444
695,,25,77,64,49,93,68.4,43,17.77777778
696,,26,77,65.6,52,93,69.2,46,18.66666667
697,,27,79,65.3,51,93,72.7,48,18.5
698,,28,80,70.8,57,93,69.3,48,21.55555556
699,,29,82,74.3,68,87,76.8,60,23.5
700,,30,87,76.5,65,97,78,57,24.72222222
701,,31,91,79.8,70,97,75.1,52,26.55555556
702,,1,93,81.6,73,91,70.7,45,27.55555556
703,,2,92,80.8,72,91,67.6,43,27.11111111
704,,3,95,81.6,70,90,65.7,40,27.55555556
705,,4,95,82.2,70,87,64.2,38,27.88888889
706,,5,95,81.7,70,84,62.8,39,27.61111111
707,,6,96,83.5,71,87,59.8,34,28.61111111
708,,7,93,82.8,75,82,65.4,45,28.22222222
709,,8,89,74.8,71,97,87.4,52,23.77777778
710,,9,85,74,65,100,79.1,48,23.33333333
711,,10,87,71.1,62,93,78,43,21.72222222
712,,11,75,64.8,55,97,81.9,44,18.22222222
713,,12,67,57.4,48,89,71.6,44,14.11111111
714,,13,76,60.3,43,93,59.6,27,15.72222222
715,,14,84,70.5,58,72,56,38,21.38888889
716,,15,85,72.7,62,72,53.2,34,22.61111111
717,,16,86,74.3,61,78,57.8,38,23.5
718,,17,89,78.3,68,76,63.2,48,25.72222222
719,,18,85,76.9,73,96,79.3,59,24.94444444
720,,19,75,64.8,52,93,74.7,51,18.22222222
721,,20,76,61.1,48,93,67,31,16.16666667
722,,21,79,64.6,52,86,63.1,34,18.11111111
723,,22,83,68.5,53,90,64.1,36,20.27777778
724,,23,86,69.7,56,90,59.6,26,20.94444444
725,,24,86,69,56,87,62.9,33,20.55555556
726,,25,85,69.7,54,93,62.9,34,20.94444444
727,,26,82,69.7,56,90,66.6,44,20.94444444
728,,27,78,70.5,65,93,80.7,62,21.38888889
729,,28,82,72.3,64,93,77.8,52,22.38888889
730,,29,76,66.6,59,93,78.8,64,19.22222222
731,,30,71,59.2,50,86,60.4,36,15.11111111
732,,1,69,55.5,44,89,63.3,35,13.05555556
733,,2,70,55.4,45,83,62.8,36,13
734,,3,61,53,46,80,65.1,51,11.66666667
735,,4,67,57.1,49,93,77.7,61,13.94444444
736,,5,75,61.5,53,93,81.5,57,16.38888889
737,,6,77,61.1,55,97,84.7,52,16.16666667
738,,7,81,60.1,50,100,82.8,41,15.61111111
739,,8,80,67.7,53,96,72.7,45,19.83333333
740,,9,63,58.1,47,90,74.7,64,14.5
741,,10,68,52.5,40,100,75.3,42,11.38888889
742,,11,81,65.9,50,80,56.3,30,18.83333333
743,,12,80,68.5,60,75,48.1,24,20.27777778
744,,13,71,58.4,47,69,51.9,33,14.66666667
745,,14,71,55,43,86,59.2,27,12.77777778
746,,15,76,58,40,85,49.1,27,14.44444444
747,,16,61,49.2,36,73,46.6,24,9.555555556
748,,17,55,42.4,33,85,54,28,5.777777778
749,,18,63,47.4,27,82,48.5,24,8.555555556
750,,19,75,61.5,49,48,36.1,26,16.38888889
751,,20,80,66.3,53,62,38.8,24,19.05555556
752,,21,81,66.9,57,83,62.4,41,19.38888889
753,,22,80,66.9,58,87,66.4,50,19.38888889
754,,23,73,66.8,58,84,71.6,57,19.33333333
755,,24,68,60.9,48,87,78.7,67,16.05555556
756,,25,66,45.3,34,100,75.7,28,7.388888889
757,,26,68,54.2,38,83,47.6,23,12.33333333
758,,27,58,55.3,49,100,91.9,47,12.94444444
759,,28,59,53.8,39,97,86.7,71,12.11111111
760,,29,49,43.9,36,82,69.7,61,6.611111111
761,,30,57,50.6,39,93,70.2,57,10.33333333
762,,31,57,53.2,49,97,89.7,69,11.77777778
763,,1,71,53.1,41,97,78.3,42,11.72222222
764,,2,73,57.6,46,100,80,37,14.22222222
765,,3,65,57.1,52,100,92.8,75,13.94444444
766,,4,68,59.9,55,100,91.2,70,15.5
767,,5,71,65.3,58,94,84.5,70,18.5
768,,6,67,53.1,37,93,73,44,11.72222222
769,,7,59,46.7,36,89,61.2,36,8.166666667
770,,8,56,41,29,92,65.3,33,5
771,,9,57,42,30,89,64.5,37,5.555555556
772,,10,60,45.9,29,89,62.2,36,7.722222222
773,,11,65,58.9,47,93,70.4,0,14.94444444
774,,12,57,49.9,45,71,57.7,39,9.944444444
775,,13,54,42.2,31,76,52.5,25,5.666666667
776,,14,68,48.8,30,82,51.3,26,9.333333333
777,,15,68,55,45,58,44.5,26,12.77777778
778,,16,54,51.1,50,93,78.6,0,10.61111111
779,,17,65,59.4,53,93,88.5,80,15.22222222
780,,18,64,56.8,46,90,73.6,51,13.77777778
781,,19,51,43.9,36,82,53.4,26,6.611111111
782,,20,48,41.6,29,72,53.3,33,5.333333333
783,,21,43,33.4,21,100,84.7,72,0.777777778
784,,22,37,28.6,17,88,69.4,56,-1.888888889
785,,23,54,40.3,30,82,64.4,43,4.611111111
786,,24,54,44.1,30,92,71.2,54,6.722222222
787,,25,56,50.3,43,74,62.5,55,10.16666667
788,,26,67,59.8,56,83,73.6,63,15.44444444
789,,27,60,45,37,97,91.7,78,7.222222222
790,,28,40,37.1,35,92,86.5,82,2.833333333
791,,29,41,38.2,35,89,75.5,60,3.444444444
792,,30,47,41.2,37,97,92.2,76,5.111111111
793,,1,49,42.1,35,93,76.6,50,5.611111111
794,,2,38,35.1,30,92,84.7,67,1.722222222
795,,3,38,33.1,29,92,85.8,79,0.611111111
796,,4,49,33.5,26,96,88.6,61,0.833333333
797,,5,49,33.8,25,96,88.3,63,1
798,,6,47,41,33,92,85.9,68,5
799,,7,44,39.1,33,100,93.8,82,3.944444444
800,,8,56,46.9,37,93,78.9,64,8.277777778
801,,9,56,48.6,41,86,74.7,62,9.222222222
802,,10,62,51.8,44,82,65.8,48,11
803,,11,57,51.1,37,97,84.8,62,10.61111111
804,,12,70,63.2,55,97,87.4,76,17.33333333
805,,13,66,62.5,61,93,87.7,75,16.94444444
806,,14,60,49.3,43,90,82.3,68,9.611111111
807,,15,46,42.5,39,93,86.7,82,5.833333333
808,,16,56,46.2,35,90,73.1,48,7.888888889
809,,17,35,33.5,31,79,68.6,61,0.833333333
810,,18,38,31.7,27,82,63.5,44,-0.166666667
811,,19,38,29.6,20,81,63.5,43,-1.333333333
812,,20,51,45.5,38,76,58.8,46,7.5
813,,21,63,50.6,43,93,71.3,0,10.33333333
814,,22,52,42.3,37,87,54.5,0,5.722222222
815,,23,62,55.4,42,96,56.9,0,13
816,,24,47,41.1,33,93,79.6,61,5.055555556
817,,25,48,41.3,35,92,80.4,66,5.166666667
818,,26,51,46.3,38,97,91.7,79,7.944444444
819,,27,44,39.9,37,93,86.7,79,4.388888889
820,,28,44,37.8,35,97,89.9,77,3.222222222
821,,29,37,33,31,89,78.1,67,0.555555556
822,,30,32,30.9,30,85,78,69,-0.611111111
823,,31,32,29.7,27,85,77.8,66,-1.277777778
824,2016,1,35,30.1,24,88,75.8,67,-1.055555556
825,,2,40,32.4,24,88,74.4,62,0.222222222
826,,3,35,30.3,26,82,71.5,64,-0.944444444
827,,4,35,29.4,24,84,67.7,48,-1.444444444
828,,5,38,30,22,89,72.4,51,-1.111111111
829,,6,42,35.7,27,78,64.7,51,2.055555556
830,,7,48,42.1,37,93,70.3,56,5.611111111
831,,8,51,46.6,42,96,90.8,86,8.111111111
832,,9,43,32.3,13,97,88.9,71,0.166666667
833,,10,11,7,3,81,72.7,59,-13.88888889
834,,11,34,24.1,9,81,73,61,-4.388888889
835,,12,34,19.4,7,85,66.7,54,-7
