number,,,temp,,,hum,,,temp
,,time,Max,Avg,Min,Max,Avg,Min,Avg
836,,13,36,23.3,4,83,68.3,59,-4.833333333
837,,14,55,43.4,33,80,66.3,0,6.333333333
838,,15,46,37.5,28,93,78.2,0,3.055555556
839,,16,31,26.5,22,81,74.2,61,-3.055555556
840,,17,21,10.2,3,81,67,51,-12.11111111
841,,18,13,7.3,1,77,66.4,59,-13.72222222
842,,19,22,17.5,8,89,75.9,57,-8.055555556
843,,20,24,16.7,9,95,84.1,65,-8.5
844,,21,24,18.5,10,88,78.8,69,-7.5
845,,22,27,24.5,19,81,79.4,74,-4.166666667
846,,23,28,20.1,8,96,84.8,69,-6.611111111
847,,24,39,31.5,23,75,70.1,57,-0.277777778
848,,25,44,38.1,32,86,78.7,74,3.388888889
849,,26,35,32.2,30,78,70.5,59,0.111111111
850,,27,38,34.1,30,72,63.4,52,1.166666667
851,,28,47,39.3,34,82,67.2,59,4.055555556
852,,29,43,35.8,28,82,70.1,57,2.111111111
853,,30,55,45.3,33,89,73.5,57,7.388888889
854,,31,62,50,36,89,78.2,59,10
855,,1,53,41.3,33,96,72.1,41,5.166666667
856,,2,57,47.3,37,100,89.6,0,8.5
857,,3,43,35.5,27,97,77.5,65,1.944444444
858,,4,38,28.5,20,78,64.5,48,-1.944444444
859,,5,37,29.7,23,88,72.8,52,-1.277777778
860,,6,51,38.1,26,88,68.4,43,3.388888889
861,,7,48,41.8,36,82,64.8,52,5.444444444
862,,8,35,25.3,20,92,80,60,-3.722222222
863,,9,20,18.3,14,84,71.4,62,-7.611111111
864,,10,21,16.5,8,81,70.8,52,-8.611111111
865,,11,27,22.3,11,77,56.5,41,-5.388888889
866,,12,28,23.1,14,93,75.3,50,-4.944444444
867,,13,21,15.6,7,67,51.3,38,-9.111111111
868,,14,26,21,18,92,83.8,65,-6.111111111
869,,15,32,29,23,96,91.7,85,-1.666666667
870,,16,41,32.9,28,100,88.2,70,0.5
871,,17,40,36.5,32,85,72.5,60,2.5
872,,18,49,41.8,32,88,73.8,66,5.444444444
873,,19,69,55.9,45,68,53.1,34,13.27777778
874,,20,73,57.2,46,71,42.4,23,14
875,,21,53,44,34,89,70,52,6.666666667
876,,22,50,40.2,32,85,67.7,46,4.555555556
877,,23,50,40.9,30,88,64.3,44,4.944444444
878,,24,40,36.5,34,92,77.1,62,2.5
879,,25,41,37.1,34,79,64.4,51,2.833333333
880,,26,36,31.6,27,81,71.2,61,-0.222222222
881,,27,62,45,29,82,58.1,28,7.222222222
882,,28,70,54,39,74,54.8,39,12.22222222
883,,29,63,47.1,30,85,58.7,30,8.388888889
884,,1,52,35.8,26,85,71.8,58,2.111111111
885,,2,39,30.7,17,81,57,35,-0.722222222
886,,3,43,38.2,35,92,83.9,68,3.444444444
887,,4,44,37.6,34,87,72.9,53,3.111111111
888,,5,46,37.8,28,100,78.6,55,3.222222222
889,,6,59,45,28,92,65.1,41,7.222222222
890,,7,69,58.1,49,86,68.8,51,14.5
891,,8,72,63.9,57,87,69.8,55,17.72222222
892,,9,67,60.8,56,90,81,68,16
893,,10,54,49.2,41,93,81.2,66,9.555555556
894,,11,61,48.9,37,97,75,48,9.388888889
895,,12,61,55,45,93,82.4,72,12.77777778
896,,13,61,56.4,54,100,94.9,90,13.55555556
897,,14,64,55.6,52,100,92.2,70,13.11111111
898,,15,76,63,51,96,76,56,17.22222222
899,,16,64,53.5,46,83,56.2,28,11.94444444
900,,17,62,50.5,40,79,49.6,21,10.27777778
901,,18,49,44.4,38,70,53.2,41,6.888888889
902,,19,49,42.7,37,70,51.8,29,5.944444444
903,,20,47,41,37,86,66.1,37,5
904,,21,57,44.7,30,82,54.7,32,7.055555556
905,,22,69,57.3,45,60,47.6,32,14.05555556
906,,23,69,61.9,54,75,63.7,53,16.61111111
907,,24,62,52.5,36,100,83.6,67,11.38888889
908,,25,51,40.8,30,88,69.6,54,4.888888889
909,,26,63,49.6,36,89,64.2,38,9.777777778
910,,27,59,47.6,43,93,76.4,53,8.666666667
911,,28,59,47.4,36,89,65,35,8.555555556
912,,29,61,50.1,38,83,55.8,32,10.05555556
913,,30,61,56.7,49,100,79.4,43,13.72222222
914,,31,69,60.3,46,93,75,52,15.72222222
915,,1,53,47,40,83,70.9,50,8.333333333
916,,2,53,42.9,34,82,50.2,26,6.055555556
917,,3,75,56,31,73,42.8,24,13.33333333
918,,4,63,48.4,35,76,58.2,41,9.111111111
919,,5,52,42.8,29,85,54.1,35,6
920,,6,53,50.3,45,93,78.2,49,10.16666667
921,,7,51,45.3,41,85,65.7,50,7.388888889
922,,8,50,43.1,34,85,58.1,28,6.166666667
923,,9,45,37.9,28,69,50.4,37,3.277777778
924,,10,55,50.8,41,100,85.2,47,10.44444444
925,,11,54,50.2,38,97,69.8,35,10.11111111
926,,12,55,45.2,34,64,49.7,35,7.333333333
927,,13,63,50.5,35,82,53.8,34,10.27777778
928,,14,70,55.9,39,79,49,25,13.27777778
929,,15,78,63.4,49,67,50.2,34,17.44444444
930,,16,80,67,52,77,50.8,29,19.44444444
931,,17,81,68.6,53,77,47,26,20.33333333
932,,18,82,69.9,54,72,42.3,22,21.05555556
933,,19,77,65.5,57,93,67.2,38,18.61111111
934,,20,68,62.7,54,93,82,59,17.05555556
935,,21,69,61.6,55,96,81.3,52,16.44444444
936,,22,72,58.8,51,97,80.1,55,14.88888889
937,,23,69,57.7,43,84,65.6,43,14.27777778
938,,24,81,68.2,53,89,59.5,34,20.11111111
939,,25,84,74.6,64,68,54.1,40,23.66666667
940,,26,76,65.5,50,90,77,62,18.61111111
941,,27,64,59.1,50,97,90.7,83,15.05555556
942,,28,67,58.7,51,97,78.8,59,14.83333333
943,,29,60,55,49,93,79.6,69,12.77777778
944,,30,68,59.2,52,100,94.2,83,15.11111111
945,,1,64,56.5,53,100,91.8,78,13.61111111
946,,2,57,53,50,93,82.2,69,11.66666667
947,,3,67,58.2,47,93,62.5,40,14.55555556
948,,4,63,56.5,49,93,61.7,38,13.61111111
949,,5,68,55.1,42,83,61.7,39,12.83333333
950,,6,84,66.2,44,90,49.1,23,19
951,,7,85,71.5,58,78,58.1,34,21.94444444
952,,8,67,58.7,53,93,72.5,48,14.83333333
953,,9,71,63.8,57,94,87.8,75,17.66666667
954,,10,74,65.9,60,96,82.9,66,18.83333333
955,,11,78,65,56,97,87.6,68,18.33333333
956,,12,71,64.4,54,97,76.3,47,18
957,,13,75,60.2,48,93,73.2,35,15.66666667
958,,14,57,48.8,43,74,59.8,42,9.333333333
959,,15,63,53.5,43,80,50.8,27,11.94444444
960,,16,62,54.9,47,89,68.9,52,12.72222222
961,,17,57,52.8,49,97,86.7,77,11.55555556
962,,18,70,57.3,43,93,57.6,28,14.05555556
963,,19,73,61.3,45,86,56.6,30,16.27777778
964,,20,71,62.4,54,83,60.6,36,16.88888889
965,,21,78,68.1,58,78,47.3,25,20.05555556
966,,22,86,70.8,51,80,45.5,20,21.55555556
967,,23,86,72.8,54,83,46.8,24,22.66666667
968,,24,84,74.4,61,81,61.1,44,23.55555556
969,,25,83,74.4,64,93,72.3,56,23.55555556
970,,26,83,72.3,66,93,81.3,56,22.38888889
971,,27,80,73,68,90,80.8,67,22.77777778
972,,28,85,76.5,70,84,70.9,49,24.72222222
973,,29,86,75.8,65,93,61.1,32,24.33333333
974,,30,88,76.5,64,87,59.5,39,24.72222222
975,,31,80,71,65,90,75.9,50,21.66666667
976,,1,81,70.7,65,96,84.7,58,21.5
977,,2,83,72.3,61,93,65.7,36,22.38888889
978,,3,82,72.3,60,90,59.8,38,22.38888889
979,,4,82,72.2,65,93,71,44,22.33333333
980,,5,81,71.8,62,90,61.7,39,22.11111111
981,,6,88,76.6,64,75,42.7,23,24.77777778
982,,7,78,67.9,57,72,51.3,31,19.94444444
983,,8,82,68.6,51,87,55,29,20.33333333
984,,9,89,78.8,64,71,52.3,42,26
985,,10,93,83.2,72,84,59.5,39,28.44444444
986,,11,93,84.2,75,79,57.2,39,29
987,,12,93,81.5,72,82,64.3,41,27.5
988,,13,93,79.3,65,91,60.4,44,26.27777778
989,,14,91,82.7,73,93,72.3,52,28.16666667
990,,15,95,84.4,75,87,68,43,29.11111111
991,,16,91,80.5,68,84,62.2,42,26.94444444
992,,17,88,76.3,65,87,62.1,40,24.61111111
993,,18,90,77.1,62,84,55.6,34,25.05555556
994,,19,92,80.6,63,90,62.1,46,27
995,,20,93,83.3,76,91,67.8,45,28.5
996,,21,87,79.3,69,91,66,40,26.27777778
997,,22,93,80.4,69,93,71.4,47,26.88888889
998,,23,91,83,68,87,61.9,37,28.33333333
999,,24,88,76.8,62,93,69.8,48,24.88888889
1000,,25,94,83.8,73,79,60.2,41,28.77777778
1001,,26,93,81.9,74,94,73.5,54,27.72222222
1002,,27,93,75.7,66,100,77.8,37,24.27777778
1003,,28,83,73.5,63,90,65.3,44,23.05555556
1004,,29,79,68.1,54,93,59.8,35,20.05555556
1005,,30,81,70.8,58,90,72.2,52,21.55555556
1006,,1,82,71.8,58,96,71.3,39,22.11111111
1007,,2,71,65,60,83,69.3,53,18.33333333
1008,,3,69,63.5,58,97,93.1,86,17.5
1009,,4,81,71.3,66,100,88,67,21.83333333
1010,,5,88,71.7,64,100,87.7,55,22.05555556
1011,,6,83,73.7,69,93,83.1,63,23.16666667
1012,,7,85,72.6,66,97,87.2,61,22.55555556
1013,,8,88,78.6,69,93,74.9,46,25.88888889
1014,,9,85,74.8,63,93,71.5,49,23.77777778
1015,,10,86,77.5,65,93,72.7,60,25.27777778
1016,,11,90,82.3,73,91,70.4,55,27.94444444
1017,,12,87,79.8,73,91,73,53,26.55555556
1018,,13,89,75.4,70,94,84.1,59,24.11111111
1019,,14,89,75.8,69,93,81.6,50,24.33333333
1020,,15,83,74.7,67,93,73.5,51,23.72222222
1021,,16,83,74.6,64,93,72.3,56,23.66666667
1022,,17,90,78.6,71,93,79.5,65,25.88888889
1023,,18,91,80.6,73,93,79.6,47,27
1024,,19,90,79.5,72,94,82.4,61,26.38888889
1025,,20,86,76.7,71,93,85.5,65,24.83333333
1026,,21,94,85.6,77,94,78.1,60,29.77777778
1027,,22,91,77.7,71,91,80,54,25.38888889
1028,,23,91,83.9,73,96,76.1,61,28.83333333
1029,,24,94,82.1,74,94,81.9,63,27.83333333
1030,,25,86,77.3,73,93,84,67,25.16666667
1031,,26,87,79.4,72,93,72.8,51,26.33333333
1032,,27,87,79.8,71,94,78.5,59,26.55555556
1033,,28,89,78.8,72,97,81.8,53,26
1034,,29,83,74.8,67,93,79.8,58,23.77777778
1035,,30,83,72.7,64,96,81.8,58,22.61111111
1036,,31,85,73.2,66,97,84.6,59,22.88888889
1037,,1,86,78.5,73,91,80.3,65,25.83333333
1038,,2,84,77.6,73,94,85.5,69,25.33333333
1039,,3,88,77.3,72,97,86.6,65,25.16666667
1040,,4,89,77.3,70,97,82.5,61,25.16666667
1041,,5,84,77.1,71,93,81.3,67,25.05555556
1042,,6,83,74.1,65,93,74.7,49,23.38888889
1043,,7,85,73.7,63,93,71.9,50,23.16666667
1044,,8,84,75.5,66,90,74.6,55,24.16666667
1045,,9,89,79.7,73,90,70.5,51,26.5
1046,,10,89,79.8,70,93,75.6,57,26.55555556
1047,,11,94,84,73,94,74.4,56,28.88888889
1048,,12,90,79.8,75,96,86.7,70,26.55555556
1049,,13,84,76.2,70,97,84.2,60,24.55555556
1050,,14,80,71.1,64,97,85.5,66,21.72222222
1051,,15,78,74,69,100,98.4,88,23.33333333
1052,,16,87,76.6,72,100,83.9,51,24.77777778
1053,,17,87,75.8,69,97,83.9,55,24.33333333
1054,,18,88,80.2,72,93,76.3,59,26.77777778
1055,,19,84,78,74,94,81.6,63,25.55555556
1056,,20,81,74.9,64,96,77.9,0,23.83333333
1057,,21,79,68.4,60,93,73.9,48,20.22222222
1058,,22,81,62.9,0,97,65.4,0,17.16666667
1059,,23,81,72.8,62,90,76.8,56,22.66666667
1060,,24,89,78.4,73,94,83.9,63,25.77777778
1061,,25,88,77.3,68,96,80,59,25.16666667
1062,,26,83,75.8,71,93,82.6,69,24.33333333
1063,,27,90,80.1,73,97,78.5,52,26.72222222
1064,,28,90,78.7,71,93,81,59,25.94444444
1065,,29,91,80.8,72,93,77.2,57,27.11111111
1066,,30,79,73.9,71,96,90,82,23.27777778
1067,,31,85,74.5,64,97,82.6,60,23.61111111
1068,,1,80,68.9,60,93,70.7,45,20.5
1069,,2,78,67.3,58,93,71.1,42,19.61111111
1070,,3,80,68.6,58,93,71.3,47,20.33333333
1071,,4,85,73.3,60,90,67.3,41,22.94444444
1072,,5,90,81.1,72,87,70.8,50,27.27777778
1073,,6,93,83.6,75,90,71.2,50,28.66666667
1074,,7,92,82.4,75,94,72.9,48,28
1075,,8,81,75.4,67,97,88.8,76,24.11111111
1076,,9,82,72.6,66,100,87.8,69,22.55555556
1077,,10,77,69.6,57,100,80.3,42,20.88888889
1078,,11,79,65.8,52,93,65.8,36,18.77777778
1079,,12,82,69.4,55,93,63.7,38,20.77777778
1080,,13,88,75.1,62,84,67.6,49,23.94444444
1081,,14,81,73.1,67,97,80,62,22.83333333
1082,,15,86,75,66,93,76.5,53,23.88888889
1083,,16,80,72.6,69,94,88.5,69,22.55555556
1084,,17,84,71.5,66,96,81.5,41,21.94444444
1085,,18,86,68.2,59,97,75.5,26,20.11111111
1086,,19,88,73.5,57,93,65,32,23.05555556
1087,,20,92,79.9,70,84,69.1,47,26.61111111
1088,,21,91,78.3,67,90,62.7,34,25.72222222
1089,,22,91,76.4,62,93,65.7,37,24.66666667
1090,,23,90,76.6,65,93,70.5,42,24.77777778
1091,,24,91,74.2,66,97,76.9,36,23.44444444
1092,,25,90,78,67,87,63.2,42,25.55555556
1093,,26,76,63.5,53,94,58.4,19,17.5
1094,,27,79,64.1,51,77,52.8,22,17.83333333
1095,,28,62,58.7,55,83,68.9,53,14.83333333
1096,,29,66,60.3,55,96,86,68,15.72222222
1097,,30,67,62.6,58,96,90.5,79,17
1098,,1,71,63.9,58,97,87.6,68,17.72222222
1099,,2,71,61.8,55,100,88.5,63,16.55555556
1100,,3,74,58.8,50,97,81.7,48,14.88888889
1101,,4,80,68.8,58,90,67.6,42,20.44444444
1102,,5,83,72.8,67,84,66.8,38,22.66666667
1103,,6,82,72.6,69,93,79.1,58,22.55555556
1104,,7,70,60.1,45,90,72,52,15.61111111
1105,,8,71,55.4,43,89,66,34,13
1106,,9,77,59.5,45,93,65.1,28,15.27777778
1107,,10,77,63,47,93,61.7,30,17.22222222
1108,,11,79,67.8,59,75,56.8,32,19.88888889
1109,,12,69,61.1,51,90,80.8,63,16.16666667
1110,,13,61,50.5,43,90,67.2,41,10.27777778
1111,,14,71,57.1,42,90,72.2,38,13.94444444
1112,,15,79,67.6,60,93,78.3,56,19.77777778
1113,,16,83,72.6,66,90,76,58,22.55555556
1114,,17,88,77.7,69,84,63,42,25.38888889
1115,,18,84,73.3,56,87,67.2,44,22.94444444
1116,,19,69,60.6,51,89,75,49,15.88888889
1117,,20,63,55.8,46,90,76.7,65,13.22222222
1118,,21,60,47,38,93,70,39,8.333333333
1119,,22,66,50.4,36,97,71.5,45,10.22222222
1120,,23,79,62.7,50,80,59,35,17.05555556
1121,,24,65,53.8,46,86,66.7,42,12.11111111
1122,,25,62,54,42,85,63.8,51,12.22222222
1123,,26,64,58.9,49,93,79.7,56,14.94444444
1124,,27,56,50.7,47,90,79.8,62,10.38888889
1125,,28,72,60.2,45,93,78.9,64,15.66666667
1126,,29,83,71.9,64,80,63.1,42,22.16666667
1127,,30,67,60.6,50,87,73.8,60,15.88888889
1128,,31,69,58.5,45,90,79.4,68,14.72222222
1129,,1,82,72.2,66,81,62.1,45,22.33333333
1130,,2,82,67.4,62,97,78.2,56,19.66666667
1131,,3,69,61.9,51,97,87.2,61,16.61111111
1132,,4,66,52.1,45,96,79,45,11.16666667
1133,,5,65,53.1,43,93,74.3,50,11.72222222
1134,,6,66,52.7,42,93,69.4,42,11.5
1135,,7,68,55.5,41,86,67.4,49,13.05555556
1136,,8,61,56.8,45,93,84.2,66,13.77777778
1137,,9,59,46.4,35,93,72.5,42,8
1138,,10,63,49.4,34,89,67.4,43,9.666666667
1139,,11,58,49.5,38,79,66.4,53,9.722222222
1140,,12,54,40.8,30,92,70.6,38,4.888888889
1141,,13,59,44.5,31,89,61.3,36,6.944444444
1142,,14,66,52.4,43,89,63.4,48,11.33333333
1143,,15,61,48.3,37,93,75.6,52,9.055555556
1144,,16,67,53.5,40,89,68.5,42,11.94444444
1145,,17,79,65.9,54,75,54.6,38,18.83333333
1146,,18,66,56.8,42,78,58.4,48,13.77777778
1147,,19,45,38.3,30,67,50.1,31,3.5
1148,,20,41,31.5,25,75,59.1,36,-0.277777778
1149,,21,46,35.8,24,81,60.8,39,2.111111111
1150,,22,50,42.3,36,92,56.9,0,5.722222222
1151,,23,52,47.1,44,97,74.6,0,8.388888889
1152,,24,43,41.5,41,82,75.9,73,5.277777778
1153,,25,45,42.2,39,86,77.7,68,5.666666667
1154,,26,50,41,33,89,80.9,66,5
1155,,27,45,40.6,37,97,83,0,4.777777778
1156,,28,54,50.1,44,100,78.4,0,10.05555556
1157,,29,58,49.9,42,89,78.4,67,9.944444444
1158,,30,41,37.7,33,89,75.8,65,3.166666667
1159,,1,40,37.7,35,82,73.2,67,3.166666667
1160,,2,44,39.5,36,82,75.6,63,4.166666667
1161,,3,42,37.8,33,86,75.6,65,3.222222222
1162,,4,36,34.4,34,96,90.4,82,1.333333333
1163,,5,40,36,32,97,91.7,86,2.222222222
1164,,6,41,36.3,32,96,84.1,63,2.388888889
1165,,7,34,31.1,26,69,62.8,53,-0.5
1166,,8,25,22.4,20,78,67.3,60,-5.333333333
1167,,9,25,23.9,23,75,68.5,60,-4.5
1168,,10,33,27.9,24,75,63.1,51,-2.277777778
1169,,11,43,38.8,34,89,63.5,47,3.777777778
1170,,12,35,29.4,23,85,75.3,66,-1.444444444
1171,,13,31,26.1,13,85,70.1,46,-3.277777778
1172,,14,27,18.2,11,81,61.7,51,-7.666666667
1173,,15,18,14.3,8,61,51,39,-9.833333333
1174,,16,30,24.3,18,96,77.7,53,-4.277777778
1175,,17,32,26.6,14,96,88.2,78,-3
1176,,18,13,4.5,-3,83,73.8,67,-15.27777778
1177,,19,20,9.8,-3,83,71.5,62,-12.33333333
1178,,20,34,25.5,17,81,63.7,47,-3.611111111
1179,,21,47,33.4,20,82,68.6,46,0.777777778
1180,,22,43,36.7,30,85,72.8,60,2.611111111
1181,,23,40,36.6,32,97,86.4,79,2.555555556
1182,,24,45,40,37,97,91.7,76,4.444444444
1183,,25,58,41.9,37,100,94.7,89,5.5
1184,,26,62,50.4,34,93,76.3,50,10.22222222
1185,,27,43,34.4,28,82,68.2,53,1.333333333
1186,,28,45,38,28,79,69.6,58,3.333333333
1187,,29,43,37.7,34,79,57.2,47,3.166666667
1188,,30,42,36,27,78,57.3,45,2.222222222
1189,,31,49,38.6,23,88,56.4,43,3.666666667
1190,2017,1,43,31.8,19,92,74.1,49,-0.111111111
1191,,2,47,42.8,36,100,93,79,6
1192,,3,46,38.6,21,97,90.1,63,3.666666667
1193,,4,23,18.7,14,84,65.9,52,-7.388888889
1194,,5,16,14,10,88,74.7,61,-10
1195,,6,11,5.8,1,83,68.2,56,-14.55555556
1196,,7,22,11.4,0,77,69,58,-11.44444444
1197,,8,25,14.4,1,83,65.3,55,-9.777777778
1198,,9,39,30.7,22,72,64.8,57,-0.722222222
1199,,10,58,44.4,29,89,78.1,65,6.888888889
1200,,11,61,45.2,26,97,88.7,76,7.333333333
1201,,12,43,33.5,23,100,89,69,0.833333333
1202,,13,32,27.4,20,81,71.7,64,-2.555555556
1203,,14,32,31.4,30,93,88.9,76,-0.333333333
1204,,15,36,32.4,28,93,88.6,82,0.222222222
1205,,16,55,45.2,35,100,95.3,89,7.333333333
1206,,17,55,44.4,39,96,88.5,82,6.888888889
1207,,18,45,39.6,36,89,80.8,68,4.222222222
1208,,19,45,43.3,38,97,90.6,82,6.277777778
1209,,20,54,47.3,43,100,93.8,80,8.5
1210,,21,65,54.7,47,89,74.4,47,12.61111111
1211,,22,52,43.7,40,97,87.3,69,6.5
1212,,23,44,40.7,39,89,81.9,71,4.833333333
1213,,24,45,40.2,37,89,79.6,65,4.555555556
1214,,25,49,41.7,36,82,75,67,5.388888889
1215,,26,36,33,32,82,73.7,65,0.555555556
1216,,27,32,29.3,25,81,73.1,64,-1.5
1217,,28,40,33.5,26,79,69.7,60,0.833333333
1218,,29,34,31.1,27,88,72,59,-0.5
1219,,30,48,33.6,17,88,67.6,48,0.888888889
1220,,31,47,42.6,39,76,62.3,53,5.888888889
1221,,1,43,37.8,27,73,60,47,3.222222222
1222,,2,32,25.6,22,66,55.5,37,-3.555555556
1223,,3,33,24.8,17,71,51.3,27,-4
1224,,4,38,29.5,15,77,50,32,-1.388888889
1225,,5,48,37,29,79,59.5,44,2.777777778
1226,,6,57,46.9,29,94,88.3,73,8.277777778
1227,,7,63,52.7,34,94,82.4,71,11.5
1228,,8,33,28.6,17,89,80.3,62,-1.888888889
1229,,9,24,18.8,11,77,61.7,44,-7.333333333
1230,,10,57,40.3,23,71,62.5,47,4.611111111
1231,,11,66,55.3,46,93,74.8,60,12.94444444
1232,,12,53,44.5,33,93,63.6,26,6.944444444
1233,,13,48,37.1,22,89,57.8,32,2.833333333
1234,,14,56,43.9,34,82,57.6,33,6.611111111
1235,,15,47,36.5,28,73,50,25,2.5
1236,,16,63,44.6,24,77,49,27,7
1237,,17,73,57.8,45,56,40.1,22,14.33333333
1238,,18,67,56,46,90,56.3,38,13.33333333
1239,,19,70,50.6,41,100,85.2,46,10.33333333
1240,,20,75,58.6,51,96,77.9,41,14.77777778
1241,,21,64,59.3,54,97,90,70,15.16666667
1242,,22,63,53.9,46,100,93.3,78,12.16666667
1243,,23,61,51.6,44,100,90,75,10.88888889
1244,,24,64,50.2,33,92,76.8,63,10.11111111
1245,,25,37,29.3,24,85,62.5,35,-1.5
1246,,26,48,37.1,22,76,51.4,28,2.833333333
1247,,27,62,50,33,89,64.4,35,10
1248,,28,72,61.9,53,90,77,63,16.61111111
1249,,1,59,46.8,36,93,76.3,58,8.222222222
1250,,2,40,34.5,30,79,69.9,50,1.388888889
1251,,3,40,32.8,22,78,52.5,33,0.444444444
1252,,4,65,48.2,34,61,48.1,33,9
1253,,5,61,53.8,47,75,58.1,39,12.11111111
1254,,6,67,59.3,51,90,80.2,74,15.16666667
1255,,7,67,52.1,45,96,42.1,0,11.16666667
1256,,8,62,47.9,37,73,46.5,23,8.833333333
1257,,9,60,46.1,36,73,52.5,33,7.833333333
1258,,10,41,35.1,30,70,42.4,25,1.722222222
1259,,11,36,31.7,28,56,36.8,24,-0.166666667
1260,,12,41,33.7,22,93,47.2,25,0.944444444
1261,,13,34,31.5,29,92,86.6,76,-0.277777778
1262,,14,29,25.5,18,85,70.6,43,-3.611111111
1263,,15,35,25.4,14,77,57.4,37,-3.666666667
1264,,16,49,36.9,23,81,58,39,2.722222222
1265,,17,67,49.8,42,89,68.3,46,9.888888889
1266,,18,50,41.4,34,82,64.8,50,5.222222222
1267,,19,58,46.4,28,92,61.7,41,8
1268,,20,75,57.9,47,86,61.5,43,14.38888889
1269,,21,61,47.6,39,89,61.6,24,8.666666667
1270,,22,48,38.2,30,79,51.9,24,3.444444444
1271,,23,50,42.2,37,93,71.8,51,5.666666667
1272,,24,80,65.5,47,86,61.1,39,18.61111111
1273,,25,64,61.3,59,94,87,72,16.27777778
1274,,26,58,53.6,47,97,86.3,78,12
1275,,27,58,52.4,46,93,90.7,86,11.33333333
1276,,28,57,51.8,47,93,81.6,67,11
1277,,29,56,51.3,44,93,82.1,74,10.72222222
1278,,30,66,55.7,49,100,93.1,81,13.16666667
1279,,31,48,43.9,40,93,84.9,79,6.611111111
1280,,1,58,47.8,36,93,70.6,51,8.777777778
1281,,2,64,55,45,90,71.5,58,12.77777778
1282,,3,61,58.3,55,97,87.1,67,14.61111111
1283,,4,61,55.4,52,90,78.1,60,13
1284,,5,53,47.9,42,97,89.7,83,8.833333333
1285,,6,54,48.3,43,86,62.6,45,9.055555556
1286,,7,59,48.3,37,74,49.8,29,9.055555556
1287,,8,72,58.9,42,70,52.2,42,14.94444444
1288,,9,77,68.2,59,62,56.1,50,20.11111111
1289,,10,75,66.4,52,83,66.9,54,19.11111111
1290,,11,62,51.9,46,83,67.1,42,11.05555556
1291,,12,70,57,40,93,64,39,13.88888889
1292,,13,83,68.2,51,80,56.1,38,20.11111111
1293,,14,84,70.3,57,87,64.3,38,21.27777778
1294,,15,84,74.8,66,70,49,32,23.77777778
1295,,16,70,64.3,55,93,76.4,49,17.94444444
1296,,17,72,62.3,52,71,49.6,31,16.83333333
1297,,18,78,65.8,50,83,59.6,40,18.77777778
1298,,19,85,73.7,63,87,64.9,40,23.16666667
1299,,20,79,69.1,52,83,66.8,51,20.61111111
1300,,21,60,52.3,46,77,60.5,44,11.27777778
1301,,22,65,54.1,45,71,49.9,31,12.27777778
1302,,23,74,56.6,37,79,45.3,19,13.66666667
1303,,24,79,63,45,63,33.8,14,17.22222222
1304,,25,82,69.8,53,64,43.9,28,21
1305,,26,72,64.7,61,97,79,55,18.16666667
1306,,27,61,49.8,45,100,58.4,0,9.888888889
1307,,28,59,55.9,51,93,88.2,81,13.27777778
1308,,29,57,50.5,46,97,92.7,89,10.27777778
1309,,30,69,59.4,48,97,89.3,65,15.22222222
1310,,1,57,51.4,47,83,70.6,59,10.77777778
1311,,2,63,53.4,45,89,64.4,45,11.88888889
1312,,3,50,47.8,43,93,81.8,66,8.777777778
1313,,4,54,49.2,46,93,80.5,57,9.555555556
1314,,5,67,54.8,44,86,61.2,36,12.66666667
1315,,6,67,57.4,48,86,65,38,14.11111111
1316,,7,71,58.2,42,96,62.8,36,14.55555556
1317,,8,74,62.3,49,84,69.5,56,16.83333333
1318,,9,89,74.8,63,90,65.2,40,23.77777778
1319,,10,84,69.3,58,100,82.8,51,20.72222222
1320,,11,66,62.4,57,100,91.2,78,16.88888889
1321,,12,74,62.8,52,97,71,42,17.11111111
1322,,13,82,68.6,51,93,59.2,29,20.33333333
1323,,14,83,72,57,89,57.5,32,22.22222222
1324,,15,87,75.7,61,84,59,37,24.27777778
1325,,16,88,73.9,0,87,57.5,0,23.27777778
1326,,17,84,77.8,71,75,60.8,49,25.44444444
1327,,18,90,77.9,67,84,62.8,38,25.5
1328,,19,67,55.6,51,100,93,84,13.11111111
1329,,20,76,64,53,100,90.1,66,17.77777778
1330,,21,65,59.2,52,93,74,62,15.11111111
1331,,22,75,62.1,49,100,75,41,16.72222222
1332,,23,64,60.4,55,100,89.9,82,15.77777778
1333,,24,68,59.8,52,97,82.7,63,15.44444444
1334,,25,73,63.6,55,93,75.6,51,17.55555556
1335,,26,82,71,57,93,76.6,60,21.66666667
1336,,27,81,67.6,61,100,85.5,52,19.77777778
1337,,28,82,70.3,61,97,73,35,21.27777778
1338,,29,84,72.1,59,87,52.7,26,22.27777778
1339,,30,81,68.4,58,93,57,24,20.22222222
1340,,31,81,67.3,55,97,58,24,19.61111111
1341,,1,83,69.9,53,89,52.1,24,21.05555556
1342,,2,89,74.8,58,87,53.8,29,23.77777778
1343,,3,91,80.1,63,90,54.6,34,26.72222222
1344,,4,91,79.7,71,82,65.6,43,26.5
1345,,5,95,79.3,66,97,56.3,17,26.27777778
1346,,6,82,69.7,55,74,47.1,28,20.94444444
1347,,7,81,69.1,55,72,45.8,28,20.61111111
1348,,8,84,70.3,53,86,50.5,23,21.27777778
1349,,9,88,77,65,63,45.5,31,25
1350,,10,88,78.4,67,70,48.7,30,25.77777778
1351,,11,91,82.1,72,66,53.2,42,27.83333333
