日期,26日平均气温
2015-01-01,0.41875
2015-01-02,-0.0937499999999999
2015-01-03,-0.12375
2015-01-04,-0.45375
2015-01-05,-1.77875
2015-01-06,-2.5175
2015-01-07,-3.62375
2015-01-08,-4.76375
2015-01-09,-5.33
2015-01-10,-6.6875
2015-01-11,-7.59875
2015-01-12,-8.27375
2015-01-13,-8.04
2015-01-14,-8.3
2015-01-15,-7.5325
2015-01-16,-5.775
2015-01-17,-4.4925
2015-01-18,-2.4975
2015-01-19,-1.86625
2015-01-20,-1.44125
2015-01-21,-0.26875
2015-01-22,0.93375
2015-01-23,1.54875
2015-01-24,1.73375
2015-01-25,1.70875
2015-01-26,0.78875
2015-01-27,0.19
2015-01-28,-0.62375
2015-01-29,-0.6825
2015-01-30,-0.8275
2015-01-31,-1.01375
2015-02-01,-0.83625
2015-02-02,-1.59125
2015-02-03,-1.9475
2015-02-04,-1.53
2015-02-05,-2.0575
2015-02-06,-3.11875
2015-02-07,-2.74875
2015-02-08,-1.4925
2015-02-09,-1.49875
2015-02-10,-1.225
2015-02-11,-0.545
2015-02-12,-1.0975
2015-02-13,-0.94625
2015-02-14,-0.65625
2015-02-15,-2.3675
2015-02-16,-4.63375
2015-02-17,-6.08
2015-02-18,-6.945
2015-02-19,-8.95
2015-02-20,-10.34625
2015-02-21,-9.89375
2015-02-22,-9.9075
2015-02-23,-9.81875
2015-02-24,-10.21625
2015-02-25,-9.52375
2015-02-26,-9.09125
2015-02-27,-8.50625
2015-02-28,-7.79
2015-03-01,-7.74375
2015-03-02,-7.76
2015-03-03,-6.4475
2015-03-04,-4.705
2015-03-05,-5.11
2015-03-06,-5.83
2015-03-07,-4.51
2015-03-08,-3.03875
2015-03-09,-2.14875
2015-03-10,-0.9525
2015-03-11,-0.0412500000000005
2015-03-12,0.79125
2015-03-13,2.775
2015-03-14,5.54875
2015-03-15,6.77875
2015-03-16,8.2
2015-03-17,9.04375
2015-03-18,8.71875
2015-03-19,8.5025
2015-03-20,8.3325
2015-03-21,8.4175
2015-03-22,7.88375
2015-03-23,7.34125
2015-03-24,5.89125
2015-03-25,5.715
2015-03-26,6.18
2015-03-27,5.63
2015-03-28,4.6125
2015-03-29,3.70125
2015-03-30,3.97625
2015-03-31,4.8725
2015-04-01,5.88625
2015-04-02,6.4275
2015-04-03,7.18
2015-04-04,7.87125
2015-04-05,9.28125
2015-04-06,10.57125
2015-04-07,11.3625
2015-04-08,11.9625
2015-04-09,13.08875
2015-04-10,13.2475
2015-04-11,12.94125
2015-04-12,13.67125
2015-04-13,14.57375
2015-04-14,14.8125
2015-04-15,14.56625
2015-04-16,14.36625
2015-04-17,14.04625
2015-04-18,14.33875
2015-04-19,15.06
2015-04-20,15.25625
2015-04-21,14.515
2015-04-22,13.895
2015-04-23,13.17875
2015-04-24,12.4175
2015-04-25,11.68375
2015-04-26,10.59875
2015-04-27,9.7175
2015-04-28,9.19875
2015-04-29,9.345
2015-04-30,9.645
2015-05-01,10.1425
2015-05-02,11.005
2015-05-03,11.87625
2015-05-04,13.17375
2015-05-05,14.605
2015-05-06,15.96
2015-05-07,17.19375
2015-05-08,18.6025
2015-05-09,19.925
2015-05-10,20.69125
2015-05-11,21.19875
2015-05-12,20.8175
2015-05-13,19.90375
2015-05-14,19.15125
2015-05-15,18.93125
2015-05-16,18.7075
2015-05-17,18.68125
2015-05-18,18.7475
2015-05-19,18.05375
2015-05-20,17.43625
2015-05-21,17.21375
2015-05-22,17.195
2015-05-23,16.93375
2015-05-24,16.895
2015-05-25,16.96125
2015-05-26,16.87125
2015-05-27,17.54875
2015-05-28,18.7625
2015-05-29,20.17375
2015-05-30,21.23875
2015-05-31,21.125
2015-06-01,20.305
2015-06-02,19.40875
2015-06-03,18.86625
2015-06-04,18.635
2015-06-05,18.74125
2015-06-06,18.46875
2015-06-07,18.455
2015-06-08,19.2825
2015-06-09,20.31625
2015-06-10,21.51375
2015-06-11,22.59
2015-06-12,23.3875
2015-06-13,23.85
2015-06-14,24.50875
2015-06-15,24.88375
2015-06-16,25.01125
2015-06-17,25.12375
2015-06-18,25.07125
2015-06-19,24.66125
2015-06-20,24.2275
2015-06-21,24.07375
2015-06-22,23.925
2015-06-23,23.88625
2015-06-24,23.59
2015-06-25,23.55875
2015-06-26,23.31
2015-06-27,22.94125
2015-06-28,22.47875
2015-06-29,21.925
2015-06-30,21.51
2015-07-01,20.895
2015-07-02,20.63375
2015-07-03,20.39125
2015-07-04,20.25
2015-07-05,20.61375
2015-07-06,21.1625
2015-07-07,21.50875
2015-07-08,21.1675
2015-07-09,21.255
2015-07-10,21.35125
2015-07-11,21.46
2015-07-12,21.8275
2015-07-13,22.11625
2015-07-14,22.35875
2015-07-15,22.2575
2015-07-16,22.7
2015-07-17,23.2575
2015-07-18,23.995
2015-07-19,24.63875
2015-07-20,24.77
2015-07-21,24.7
2015-07-22,24.26875
2015-07-23,24.2975
2015-07-24,24.44375
2015-07-25,24.25375
2015-07-26,24.03625
2015-07-27,23.83125
2015-07-28,23.965
2015-07-29,24.28625
2015-07-30,24.5725
2015-07-31,24.8
2015-08-01,24.83875
2015-08-02,24.825
2015-08-03,24.815
2015-08-04,24.60875
2015-08-05,24.1975
2015-08-06,23.52125
2015-08-07,23.09875
2015-08-08,22.95375
2015-08-09,22.995
2015-08-10,23.01125
2015-08-11,22.81125
2015-08-12,22.535
2015-08-13,22.35625
2015-08-14,22.5975
2015-08-15,23.00125
2015-08-16,23.20625
2015-08-17,23.275
2015-08-18,23.195
2015-08-19,23.28
2015-08-20,23.15875
2015-08-21,22.97
2015-08-22,22.67125
2015-08-23,22.50875
2015-08-24,21.99875
2015-08-25,21.24
2015-08-26,20.64375
2015-08-27,20.01875
2015-08-28,20.05625
2015-08-29,20.39375
2015-08-30,20.76125
2015-08-31,20.92375
2015-09-01,21.48125
2015-09-02,22.4
2015-09-03,23.31625
2015-09-04,24.23125
2015-09-05,24.86375
2015-09-06,25.29875
2015-09-07,25.66
2015-09-08,25.9775
2015-09-09,25.79625
2015-09-10,25.2775
2015-09-11,24.43375
2015-09-12,23.105
2015-09-13,21.72625
2015-09-14,20.5725
2015-09-15,19.69
2015-09-16,18.94875
2015-09-17,18.69875
2015-09-18,18.88875
2015-09-19,19.2525
2015-09-20,19.47625
2015-09-21,19.82375
2015-09-22,20.03375
2015-09-23,20.0875
2015-09-24,20.11625
2015-09-25,20.03625
2015-09-26,19.5575
2015-09-27,19.34375
2015-09-28,19.90125
2015-09-29,20.34625
2015-09-30,20.14875
2015-10-01,19.45875
2015-10-02,18.51625
2015-10-03,17.19
2015-10-04,16.59
2015-10-05,16.315
2015-10-06,15.93125
2015-10-07,15.67625
2015-10-08,15.99375
2015-10-09,16.50625
2015-10-10,16.69
2015-10-11,17.31
2015-10-12,17.7825
2015-10-13,17.465
2015-10-14,16.78375
2015-10-15,16.13
2015-10-16,15.31375
2015-10-17,14.02625
2015-10-18,13.1025
2015-10-19,12.5125
2015-10-20,12.13625
2015-10-21,12.21625
2015-10-22,12.86125
2015-10-23,13.29
2015-10-24,13.98375
2015-10-25,14.705
2015-10-26,15.3
2015-10-27,15.445
2015-10-28,15.245
2015-10-29,14.38125
2015-10-30,13.13875
2015-10-31,12.1925
2015-11-01,11.59
2015-11-02,11.5375
2015-11-03,11.825
2015-11-04,12.4775
2015-11-05,13.0975
2015-11-06,14.03
2015-11-07,14.225
2015-11-08,13.94125
2015-11-09,13.06375
2015-11-10,12.42625
2015-11-11,11.74625
2015-11-12,11.16375
2015-11-13,9.8375
2015-11-14,8.42875
2015-11-15,8.38625
2015-11-16,8.635
2015-11-17,9.23
2015-11-18,10.15125
2015-11-19,10.43
2015-11-20,9.5925
2015-11-21,9.15875
2015-11-22,8.0675
2015-11-23,6.74
2015-11-24,5.90625
2015-11-25,5.3525
2015-11-26,4.8975
2015-11-27,5.17375
2015-11-28,5.45125
2015-11-29,5.4925
2015-11-30,6.54875
2015-12-01,7.705
2015-12-02,7.85875
2015-12-03,7.15875
2015-12-04,5.79625
2015-12-05,4.28
2015-12-06,3.78
2015-12-07,3.89375
2015-12-08,4.02
2015-12-09,4.13125
2015-12-10,4.78625
2015-12-11,6.04125
2015-12-12,8.00625
2015-12-13,9.85875
2015-12-14,11.21875
2015-12-15,11.5275
2015-12-16,11.70375
2015-12-17,11.1025
2015-12-18,9.9475
2015-12-19,8.3675
2015-12-20,6.46875
2015-12-21,5.53125
2015-12-22,5
2015-12-23,5.665
2015-12-24,6.035
2015-12-25,6.5775
2015-12-26,7.73
2015-12-27,9.2825
2015-12-28,9.62625
2015-12-29,9.3975
2015-12-30,8.355
2015-12-31,6.715
2016-01-01,5.21
2016-01-02,4.03625
2016-01-03,2.91125
2016-01-04,1.37625
2016-01-05,0.46
2016-01-06,-0.56625
2016-01-07,-0.65875
2016-01-08,0.01
2016-01-09,1.215
2016-01-10,1.1525
2016-01-11,0.0500000000000003
2016-01-12,-0.285
2016-01-13,-1.1125
2016-01-14,-0.79
2016-01-15,-0.245
2016-01-16,-0.93125
2016-01-17,-2.6025
2016-01-18,-4.14875
2016-01-19,-4.44
2016-01-20,-4.74125
2016-01-21,-4.3025
2016-01-22,-4.99
2016-01-23,-6.16875
2016-01-24,-6.75125
2016-01-25,-6.05875
2016-01-26,-4.01
2016-01-27,-2.80375
2016-01-28,-1.93
2016-01-29,-1.13625
2016-01-30,0.0175
2016-01-31,1.78625
2016-02-01,3.18875
2016-02-02,3.7975
2016-02-03,4.71875
2016-02-04,4.875
2016-02-05,4.6475
2016-02-06,4.63
2016-02-07,4.51
2016-02-08,3.51875
2016-02-09,2.14875
2016-02-10,0.5175
2016-02-11,-1.6525
2016-02-12,-2.17
2016-02-13,-3.065
2016-02-14,-4.05125
2016-02-15,-4.80375
2016-02-16,-5.13
2016-02-17,-4.59875
2016-02-18,-3.605
2016-02-19,-1.585
2016-02-20,0.48375
2016-02-21,2.675
2016-02-22,4.17875
2016-02-23,4.94
2016-02-24,5.51625
2016-02-25,5.63
2016-02-26,5.58375
2016-02-27,4.69
2016-02-28,4.36
2016-02-29,4.24875
2016-03-01,4.4425
2016-03-02,3.76875
2016-03-03,3.33125
2016-03-04,3.36125
2016-03-05,3.69875
2016-03-06,3.90375
2016-03-07,4.03
2016-03-08,4.8825
2016-03-09,6.1275
2016-03-10,7.96125
2016-03-11,9.0375
2016-03-12,10.285
2016-03-13,11.705
2016-03-14,12.9775
2016-03-15,13.47
2016-03-16,13.455
2016-03-17,12.8475
2016-03-18,12.245
2016-03-19,11.805
2016-03-20,10.8325
2016-03-21,9.5625
2016-03-22,8.91875
2016-03-23,8.8375
2016-03-24,8.84
2016-03-25,8.17375
2016-03-26,8.01
2016-03-27,8.82625
2016-03-28,9.52375
2016-03-29,9.975
2016-03-30,10.215
2016-03-31,10.4975
2016-04-01,10.045
2016-04-02,10.14625
2016-04-03,9.895
2016-04-04,9.67625
2016-04-05,8.955
2016-04-06,9.11625
2016-04-07,8.68375
2016-04-08,7.16125
2016-04-09,5.9275
2016-04-10,5.725
2016-04-11,6.64125
2016-04-12,6.07625
2016-04-13,6.605
2016-04-14,6.77875
2016-04-15,7.53
2016-04-16,9.0625
2016-04-17,10.9975
2016-04-18,12.67
2016-04-19,13.43875
2016-04-20,14.83875
2016-04-21,16.00375
2016-04-22,16.58375
2016-04-23,16.53625
2016-04-24,16.315
2016-04-25,16.5225
2016-04-26,16.67625
2016-04-27,16.24375
2016-04-28,16.04
2016-04-29,15.715
2016-04-30,15.45875
2016-05-01,15.9325
2016-05-02,15.86625
2016-05-03,15.0925
2016-05-04,14.10875
2016-05-05,13.4225
2016-05-06,13.125
2016-05-07,13.54
2016-05-08,13.6875
2016-05-09,13.445
2016-05-10,13.80625
2016-05-11,14.59875
2016-05-12,15.56875
2016-05-13,16.3225
2016-05-14,16.07625
2016-05-15,15.01875
2016-05-16,14.5175
2016-05-17,14.08125
2016-05-18,13.54375
2016-05-19,12.90625
2016-05-20,12.3025
2016-05-21,12.32625
2016-05-22,13.0125
2016-05-23,14.08125
2016-05-24,15.2675
2016-05-25,16.5525
2016-05-26,17.78125
2016-05-27,18.885
2016-05-28,19.9825
2016-05-29,20.87125
2016-05-30,21.56
2016-05-31,22.23375
2016-06-01,22.675
2016-06-02,22.7775
2016-06-03,22.675
2016-06-04,22.47125
2016-06-05,22.12875
2016-06-06,21.98375
2016-06-07,21.615
2016-06-08,20.9425
2016-06-09,20.45875
2016-06-10,20.6
2016-06-11,21.2075
2016-06-12,21.82375
2016-06-13,22.1775
2016-06-14,22.5775
2016-06-15,23.34625
2016-06-16,24.285
2016-06-17,24.78125
2016-06-18,24.8525
2016-06-19,24.67625
2016-06-20,24.75
2016-06-21,25.03625
2016-06-22,24.85375
2016-06-23,24.98
2016-06-24,24.8775
2016-06-25,25.1175
2016-06-26,25.515
2016-06-27,25.67
2016-06-28,25.32
2016-06-29,24.58
2016-06-30,24.27875
2016-07-01,23.735
2016-07-02,23.1275
2016-07-03,22.40125
2016-07-04,21.6075
2016-07-05,21.275
2016-07-06,21.495
2016-07-07,22.12625
2016-07-08,22.60875
2016-07-09,22.79875
2016-07-10,23.15375
2016-07-11,23.8025
2016-07-12,24.3475
2016-07-13,24.655
2016-07-14,24.62875
2016-07-15,24.57875
2016-07-16,24.26
2016-07-17,24.2825
2016-07-18,24.77125
2016-07-19,24.915
2016-07-20,25.05375
2016-07-21,25.16
2016-07-22,25.3625
2016-07-23,25.69375
2016-07-24,26.405
2016-07-25,26.85125
2016-07-26,26.76875
2016-07-27,26.77875
2016-07-28,26.64
2016-07-29,26.35875
2016-07-30,25.98125
2016-07-31,25.57
2016-08-01,25.10625
2016-08-02,24.79
2016-08-03,24.845
2016-08-04,24.93875
2016-08-05,25.09875
2016-08-06,25.21375
2016-08-07,25.27375
2016-08-08,25.41125
2016-08-09,25.585
2016-08-10,25.7675
2016-08-11,25.93125
2016-08-12,26.08
2016-08-13,26.00375
2016-08-14,25.8
2016-08-15,25.67625
2016-08-16,25.51
2016-08-17,25.215
2016-08-18,24.90875
2016-08-19,24.49625
2016-08-20,23.9675
2016-08-21,23.4475
2016-08-22,22.97375
2016-08-23,22.70125
2016-08-24,22.7475
2016-08-25,23.05625
2016-08-26,23.275
2016-08-27,23.485
2016-08-28,23.80125
2016-08-29,24.29875
2016-08-30,25.00875
2016-08-31,25.44
2016-09-01,25.12375
2016-09-02,24.375
2016-09-03,23.6925
2016-09-04,23.1625
2016-09-05,22.94125
2016-09-06,22.99625
2016-09-07,23.1525
2016-09-08,23.37375
2016-09-09,23.72625
2016-09-10,24.22375
2016-09-11,24.105
2016-09-12,23.89375
2016-09-13,23.5575
2016-09-14,23.1225
2016-09-15,22.485
2016-09-16,21.99625
2016-09-17,21.82125
2016-09-18,21.6
2016-09-19,21.935
2016-09-20,22.29375
2016-09-21,22.5275
2016-09-22,22.645
2016-09-23,22.96125
2016-09-24,23.0825
2016-09-25,23.105
2016-09-26,22.855
2016-09-27,22.21375
2016-09-28,21.3925
2016-09-29,20.305
2016-09-30,19.30125
2016-10-01,18.15
2016-10-02,17.225
2016-10-03,16.4625
2016-10-04,16.31375
2016-10-05,16.875
2016-10-06,17.615
2016-10-07,18.4325
2016-10-08,18.37125
2016-10-09,18.205
2016-10-10,18.06
2016-10-11,18.0225
2016-10-12,17.935
2016-10-13,17.03
2016-10-14,15.86875
2016-10-15,15.36625
2016-10-16,16.01375
2016-10-17,17.05375
2016-10-18,18.13375
2016-10-19,18.575
2016-10-20,18.33125
2016-10-21,17.9875
2016-10-22,17.58875
2016-10-23,17.07625
2016-10-24,16.3375
2016-10-25,14.82
2016-10-26,13.3825
2016-10-27,12.575
2016-10-28,11.945
2016-10-29,12.7925
2016-10-30,13.91
2016-10-31,14.01375
2016-11-01,14.60125
2016-11-02,15.84625
2016-11-03,16.61
2016-11-04,16.4525
2016-11-05,16.3375
2016-11-06,15.5325
2016-11-07,14.79
2016-11-08,14.6425
2016-11-09,13.53
2016-11-10,12.09875
2016-11-11,11.1275
2016-11-12,10.3675
2016-11-13,9.8
2016-11-14,9.23375
2016-11-15,8.9275
2016-11-16,8.61
2016-11-17,8.91625
2016-11-18,9.98875
2016-11-19,9.56625
2016-11-20,8.89875
2016-11-21,8.23375
2016-11-22,7.55875
2016-11-23,6.94375
2016-11-24,6.6375
2016-11-25,5.68375
2016-11-26,4.1525
2016-11-27,3.76625
2016-11-28,4.64
2016-11-29,6.00625
2016-11-30,7.02875
2016-12-01,6.97625
2016-12-02,6.43
2016-12-03,6.1525
2016-12-04,5.84625
2016-12-05,5.71875
2016-12-06,5.135
2016-12-07,3.8275
2016-12-08,2.26875
2016-12-09,1.15125
2016-12-10,0.20875
2016-12-11,-0.2275
2016-12-12,-0.395
2016-12-13,-1.0375
2016-12-14,-2.3125
2016-12-15,-3.71375
2016-12-16,-4.38875
2016-12-17,-3.50875
